Region,Week,Anxiety Percentage,Depression Percentage,Covid Cases Percentage,Covid Deaths Percentage
Arizona,25,17.71501014198783,15.121196754563895,4.35443453367887,4.26588438221982
Arizona,26,17.191929133858267,14.674704724409448,4.44558755631214,4.46728905284407
Arizona,27,16.99124513618677,14.5034046692607,4.49636908785849,4.58104345162028
Arizona,28,19.4293659621802,16.584538375973302,4.59295909380406,4.68969873235506
Arizona,29,17.21734844751109,14.696402168555938,4.64713187191303,4.73473044970864
Arizona,30,22.92257217847769,19.566272965879264,4.69407764705374,4.7713475730926
Arizona,31,18.661324786324787,15.928952991452991,4.734787890995,4.8129588943937
Arizona,32,20.01948424068768,17.088252148997135,4.7666583378907,4.85190524453733
Arizona,33,21.223572296476306,18.11603888213852,4.80244757695268,4.89106143492959
Arizona,34,21.52433764633395,18.372766481823785,4.94404255205147,4.96190350286327
Arizona,35,19.82633371169126,16.92338251986379,5.10863099680907,5.01782592912016
Arizona,36,20.030963302752298,17.098050458715598,5.32664861584902,5.08619188212014
Arizona,37,21.820112429731417,18.62523422860712,5.55654447979275,5.19694556534111
Arizona,38,23.304869913275517,19.892595063375584,5.75348010412156,5.34507179684107
Arizona,39,24.584095707248416,20.98451794510908,5.94271281903305,5.50969147188246
Arkansas,1,20.946067415730337,17.864044943820225,0.0414848994511894,0.0493360168476587
Arkansas,2,32.87830687830688,28.040564373897706,0.0236204583180246,0.0338446319862879
Arkansas,3,10.231613611416028,8.726125137211856,0.0281564501213108,0.0369553518379688
Arkansas,4,12.019342359767892,10.250805931656997,0.0352949609147361,0.0429279339531961
Arkansas,5,11.39486552567237,9.718215158924206,0.0432326942906314,0.0492738024506251
Arkansas,6,14.351039260969976,12.23941493456505,0.0559284257427212,0.0576727460501635
Arkansas,7,16.600178094390028,14.157613535173642,0.0737333288299697,0.0667560480170716
Arkansas,8,12.058214747736091,10.283958602846054,0.0928621965992898,0.0830562200398794
Arkansas,9,11.658536585365852,9.94308943089431,0.118030644111139,0.0962456722110063
Arkansas,10,13.09129213483146,11.16502808988764,0.141766142043307,0.107382049280024
Arkansas,11,12.794783802333562,10.912148249828414,0.169287856047984,0.119202784716411
Arkansas,12,13.287241625089097,11.332145402708482,0.199017523348677,0.13344988163711
Arkansas,13,12.545087483176312,10.699192462987886,0.757326971413937,0.577536247663072
Arkansas,14,12.838842975206612,10.949724517906336,0.877007525780554,0.74277768618436
Arkansas,15,14.395366795366796,12.277220077220075,1.01390668485006,0.990888701554427
Arkansas,16,14.351039260969976,12.23941493456505,1.16272051693878,1.18916598490057
Arkansas,17,16.210434782608697,13.825217391304347,1.32550258007113,1.4011304355941
Arkansas,18,25.056451612903224,21.36962365591398,1.51422405795397,1.61259717111137
Arkansas,19,20.713333333333335,17.665555555555557,1.79073186174188,1.81690925096977
Arkansas,20,19.04187946884576,16.240040858018386,2.10889409704393,2.04598266084755
Arkansas,21,22.06153846153846,18.815384615384616,2.49421827549786,2.45068731355123
Arkansas,22,20.131749460043196,17.169546436285096,3.39856183730938,3.33917111758832
Arkansas,23,17.087076076993583,14.572868927589369,3.76825172855345,3.79215414239009
Arkansas,24,19.139630390143736,16.32340862422998,4.04515813451318,4.15666829461006
Arkansas,25,19.061349693251532,16.256646216768917,4.16233607271246,4.32502045298302
Arkansas,26,20.463227222832053,17.45225027442371,4.26887284660348,4.34082290982956
Arkansas,27,20.553472987872105,17.529217199558985,4.31613899122509,4.49275046738566
Arkansas,28,22.24582338902148,18.97255369928401,4.37931390353942,4.61257539607241
Arkansas,29,19.479623824451412,16.61337513061651,4.41452712578095,4.64977960549851
Arkansas,30,27.1353711790393,23.142649199417757,4.44974943009728,4.69189875229027
Arkansas,31,21.676744186046513,18.48720930232558,4.48171328779897,4.72070401811683
Arkansas,32,21.62645011600928,18.44431554524362,4.51845330772646,4.74422106019554
Arkansas,33,26.33050847457627,22.456214689265536,4.57659271412346,4.77402175637464
Arkansas,34,22.11387900355872,18.86002372479241,4.97127849345817,4.92682031548921
Arkansas,35,21.353951890034363,18.211912943871702,5.35967342231419,5.13946912455011
Arkansas,36,20.329334787350053,17.338058887677207,5.7617005454462,5.44954567936566
Arkansas,37,23.390213299874528,19.948557089084066,6.12039507146478,5.75943559099011
Arkansas,38,25.713103448275863,21.929655172413792,6.38960391447111,6.06353956369043
Arkansas,39,29.128125,24.8421875,6.55073102175087,6.31762316117573
California,1,23.458088851634535,19.735331098072088,0.0615479632941357,0.159477838789778
California,2,38.65400552486188,32.51968232044199,0.0390468357793675,0.102557573964829
California,3,11.586999275437323,9.74816271607494,0.0462764490293404,0.121809741159761
California,4,15.64091099622747,13.158725723068324,0.0546750351443439,0.140656271120439
California,5,14.606210855949897,12.288230688935284,0.0647863497950457,0.157817846415758
California,6,19.756794917049064,16.621426050123542,0.0758467881748047,0.17328198590005
California,7,21.30605253140465,17.924819185382567,0.0881698801718443,0.18969469245521
California,8,14.14301958307012,11.898547062539482,0.103504430139499,0.205901460106826
California,9,16.132295719844358,13.572128548782246,0.125392171776441,0.222058303175765
California,10,16.75527615626403,14.096243077383626,0.155833373401412,0.238957774412029
California,11,16.745250560957366,14.08780852655198,0.188673228987199,0.262902852378626
California,12,17.166385523692686,14.442110105811992,0.225463968472218,0.288008676892469
California,13,12.993847939640162,10.931746952988972,0.858697364678978,1.00699755431951
California,14,13.04533271180515,10.975061181680458,0.940552813028366,1.12979954655998
California,15,14.91168242973225,12.545224457173305,1.00213462164604,1.23454756158977
California,16,15.826664781563691,13.315000706913615,1.06013086250705,1.32107310394236
California,17,17.504612978889757,14.72666145426114,1.12054156474359,1.38751024234016
California,18,27.57192118226601,23.196305418719213,1.19957834739511,1.44228999068282
California,19,22.131672597864767,18.619414788453938,1.33927525971049,1.49477320822233
California,20,20.98650168728909,17.655980502437195,1.59548164348934,1.57641862261821
California,21,20.00750670241287,16.832350312779266,2.11952168586253,1.75693967300646
California,22,20.25366383209698,17.0394427356613,3.53890756566725,2.52481719802024
California,23,17.444600280504908,14.676172666354995,4.067346821254,3.10930300914182
California,24,18.619760479041915,15.664836992681304,4.33295405882333,3.6542360696373
California,25,18.190120246993825,15.303379915502113,4.46634701294073,4.07941253743564
California,26,18.11066170522569,15.236531305613978,4.54705492056406,4.44684498479484
California,27,18.874051593323216,15.878772551003204,4.59955270253163,4.70767596699236
California,28,20.19155844155844,16.987193362193363,4.69331103718499,4.96011337872726
California,29,17.97687489963064,15.123976232535732,4.72704134480718,5.03045087514673
California,30,23.272765072765072,19.57941787941788,4.7549619911198,5.0899672182709
California,31,19.383896103896102,16.307705627705626,4.77942740811368,5.124914426145
California,32,19.250558899398108,16.195528804815133,4.79643550750326,5.12996304956825
California,33,21.049642722828132,17.709101165851823,4.83565845533861,5.1595184025132
California,34,20.81867212200111,17.514785196206063,5.0499611283065,5.21729986638934
California,35,20.014661183622387,16.838369390309314,5.2416785938298,5.24672416730477
California,36,20.888598619145363,17.57361448031349,5.48826825078039,5.29832122350175
California,37,22.57350272232305,18.991127243395844,5.71913205151557,5.40878560324809
California,38,23.596543001686346,19.851812816188872,5.88565395264987,5.54174724806339
California,39,24.224626704176583,20.380220731443412,6.01117655984223,5.65643025504597
Colorado,1,19.0107223476298,15.631489841986456,0.135715538746738,0.501406220959732
Colorado,2,34.981308411214954,28.76323987538941,0.0825794609788199,0.298447550492625
Colorado,3,10.507485963817842,8.639737991266376,0.0928679138806834,0.365008163915239
Colorado,4,15.603056970819823,12.829550717924963,0.10238366258749,0.408477364527391
Colorado,5,15.038839285714284,12.365625,0.111662534292673,0.444368895303739
Colorado,6,20.135684399282727,16.556485355648537,0.119344626691727,0.470327534538558
Colorado,7,23.104938271604937,18.997942386831276,0.124336880849448,0.491370928474477
Colorado,8,13.834496919917864,11.37535934291581,0.130198159669754,0.50642386720236
Colorado,9,17.20480081716037,14.146578140960164,0.137511380352424,0.515281548834754
Colorado,10,17.692752100840337,14.547794117647058,0.145533091585132,0.523320022917331
Colorado,11,18.358038147138963,15.094822888283378,0.157283475138585,0.529873683315865
Colorado,12,18.47888096544158,15.194185408667032,0.171250656415068,0.539038567779441
Colorado,13,12.523048327137548,10.297026022304832,0.519409904856283,1.28482464094389
Colorado,14,12.192182410423452,10.024972855591749,0.55768765865185,1.31918015756433
Colorado,15,12.941605839416058,10.641183250096043,0.617333573054762,1.35312607040986
Colorado,16,13.73858075040783,11.296492659053834,0.695727017863316,1.3946496530912
Colorado,17,13.840180772391124,11.380032867707476,0.821954633816088,1.47472719108579
Colorado,18,20.717712177121772,17.035055350553506,1.08237521164371,1.56576163005918
Colorado,19,16.602759980285857,13.651552488910792,1.61692169960076,1.76493146560839
Colorado,20,16.553808353808353,13.611302211302212,2.22238930454104,2.11928993137601
Colorado,21,17.21359223300971,14.153806847215126,2.73897737644123,2.7341051975135
Colorado,22,20.28115593016255,16.676098735701384,3.39802770072477,3.53902781568035
Colorado,23,17.19601837672282,14.139356814701378,3.62400122542466,3.74295929511286
Colorado,24,17.187244897959182,14.132142857142858,3.80120591370284,3.89420548899779
Colorado,25,17.527055150884497,14.411550468262227,3.94591635714679,3.99568482423134
Colorado,26,17.720673329826408,14.57075223566544,4.08675186385634,4.05441176545883
Colorado,27,18.004810261892036,14.804382683057188,4.21913043351695,4.09567934578085
Colorado,28,18.20918918918919,14.972432432432432,4.60089125542649,4.22552374242681
Colorado,29,17.90909090909091,14.725677830940988,4.81275347489108,4.29817721200119
Colorado,30,23.280580511402903,19.142363510711817,4.97219880941195,4.39463890099211
Colorado,31,18.788064696040156,15.4484104852203,5.07215305576291,4.47748126446733
Colorado,32,20.0041567695962,16.44833729216152,5.14519607697153,4.55510117981247
Colorado,33,19.665499124343256,16.169877408056042,5.19975484371908,4.61797535926091
Colorado,34,21.160175879396984,17.39886934673367,5.33526703925659,4.7118258241868
Colorado,35,20.111641791044775,16.536716417910448,5.45961961677482,4.76599592341843
Colorado,36,20.208158368326337,16.61607678464307,5.63515974467713,4.82835809814823
Colorado,37,21.63583815028902,17.789980732177263,5.85931530973805,4.92865982252892
Colorado,38,22.715441672285905,18.677680377612948,6.10224337717767,5.05753141020948
Colorado,39,23.15257731958763,19.037113402061856,6.34697014016276,5.21282244137162
Connecticut,1,21.731172545281225,17.470924690181125,0.394061593335676,1.03861869181181
Connecticut,2,34.43504531722054,27.68429003021148,0.222855852621099,0.650854414960601
Connecticut,3,9.5781512605042,7.700420168067227,0.24906759510289,0.745163474577743
Connecticut,4,12.974388161639158,10.430848036425726,0.270696261598704,0.816310849753071
Connecticut,5,13.9,11.175,0.283864899348579,0.867584243700816
Connecticut,6,19.012510425354463,15.285237698081737,0.294504943451018,0.899574704189827
Connecticut,7,17.508448540706606,14.076036866359448,0.302418006904428,0.927427830296887
Connecticut,8,12.908267270668176,10.377689694224236,0.307273444706152,0.942536488888117
Connecticut,9,13.732530120481927,11.040361445783132,0.310960977108662,0.955798123201691
Connecticut,10,16.098870056497177,12.942796610169491,0.314735934291535,0.960711207780257
Connecticut,11,14.89934640522876,11.97843137254902,0.31843915832129,0.965439589931058
Connecticut,12,16.49493487698987,13.26121562952243,0.322328440216946,0.974822473261553
Connecticut,13,11.571573604060914,9.303045685279187,0.758004229005626,2.14276980499487
Connecticut,14,11.624681285058644,9.34574196838348,0.783904380603557,2.14838475879895
Connecticut,15,12.416122004357298,9.982026143790849,0.81709889720925,2.15894973766714
Connecticut,16,12.930232558139537,10.395348837209305,0.862083430028316,2.1708815145008
Connecticut,17,14.256410256410255,11.461538461538462,0.938531917134086,2.18953645970513
Connecticut,18,23.072874493927124,18.549595141700404,1.08739165982166,2.22880419584811
Connecticut,19,19.09212730318258,15.349246231155778,1.38131265057307,2.29500154595932
Connecticut,20,19.517123287671232,15.690924657534246,1.74702507763012,2.42547534093298
Connecticut,21,19.926573426573427,16.020104895104897,2.24936114061542,2.62602523700092
Connecticut,22,19.550600343053173,15.717838765008576,3.13060292667902,3.09912203547986
Connecticut,23,16.7003663003663,13.426373626373628,3.55531138885416,3.32667542648714
Connecticut,24,17.495011511895626,14.065234075211052,3.83957978718903,3.50321400694555
Connecticut,25,16.554829339143065,13.309368191721132,4.0287064870476,3.63498071891357
Connecticut,26,16.712609970674485,13.436217008797652,4.19474744073763,3.71410723896837
Connecticut,27,17.781591263650547,14.295631825273013,4.38213124914151,3.76804034787594
Connecticut,28,17.589506172839506,14.141203703703704,4.83524267746011,3.85163666668267
Connecticut,29,16.31782390837509,13.11882605583393,4.96658608082051,3.89736898779745
Connecticut,30,20.894592117323555,16.798350137488544,5.03570209468093,3.93442029480724
Connecticut,31,17.753894080996886,14.273364485981308,5.06417118982492,3.95765586022016
Connecticut,32,19.30228619813717,15.518204911092294,5.0779495593763,3.9687380058861
Connecticut,33,19.400851063829787,15.597446808510638,5.0890166399059,3.97461154308904
Connecticut,34,19.269653423499577,15.491969568892646,5.14588982202388,3.98052202077755
Connecticut,35,18.563517915309447,14.9242671009772,5.24329671897601,3.9859153316683
Connecticut,36,18.54841334418226,14.912123677786818,5.3654381037879,4.00582625338144
Connecticut,37,20.51845184518452,16.495949594959495,5.49051270206403,4.03574804667948
Connecticut,38,20.97148114075437,16.860165593376266,5.62190318030616,4.07398144922696
Connecticut,39,23.2375127420999,18.68195718654434,5.71729146149631,4.15676507735153
Delaware,1,13.274308300395257,10.968379446640316,0.20804557542875,0.382971695191692
Delaware,2,24.16115107913669,19.964028776978417,0.135768924800885,0.272931849619093
Delaware,3,7.784886416318962,6.432545201668985,0.163124657651941,0.352622994818011
Delaware,4,10.403965303593557,8.596654275092936,0.187122917617534,0.403823523339596
Delaware,5,11.653018736988203,9.628730048577378,0.202008546606005,0.447798170819828
Delaware,6,15.279344858962691,12.62511373976342,0.211574311543227,0.489295373371596
Delaware,7,14.563746747614918,12.033824804856897,0.219484531933314,0.519437620001239
Delaware,8,11.232107023411372,9.2809364548495,0.229182312276234,0.551644404071268
Delaware,9,11.55677907777013,9.549208534067446,0.239640073197904,0.628445196853645
Delaware,10,13.44435548438751,11.10888710968775,0.258625315730899,0.634225901686727
Delaware,11,12.356144223693892,10.20971302428256,0.273229073988284,0.640625967751925
Delaware,12,13.40143655227454,11.07342378292099,0.288182494671573,0.647438941305201
Delaware,13,13.006971340046476,10.747482571649885,0.788253283472899,1.61488118587031
Delaware,14,12.730856709628506,10.519332827899923,0.84665047658274994,1.6377975514586
Delaware,15,14.475862068965515,11.961206896551724,0.917071775562964,1.68156574519479
Delaware,16,14.182432432432432,11.71875,0.995503198483521,1.73606953362099
Delaware,17,15.562557924003707,12.859128822984244,1.08063886322319,1.79821211057663
Delaware,18,24.44250363901019,20.19650655021834,1.18314704175597,1.90309061254826
Delaware,19,19.016987542468858,15.71347678369196,1.37338124136726,1.98463984144352
Delaware,20,19.942992874109265,16.478622327790973,1.69455331552767,2.07981501744534
Delaware,21,19.168949771689498,15.83904109589041,2.17931031726799,2.23217788054586
Delaware,22,19.571095571095572,16.17132867132867,3.08538913431861,2.64467246113508
Delaware,23,16.192864030858246,13.379942140790742,3.49691326573574,2.84245514792411
Delaware,24,16.94450050454087,14.00100908173562,3.76362720105361,3.28653715135124
Delaware,25,15.826578699340246,13.077285579641847,3.95687991507627,3.70646406672585
Delaware,26,16.842527582748243,13.916750250752257,4.12569550710899,3.9711377665834
Delaware,27,16.995951417004047,14.04352226720648,4.29869634430075,4.11317794248199
Delaware,28,18.27203482045702,15.097932535364526,4.71474111136705,4.30559283192601
Delaware,29,16.859437751004016,13.930722891566266,4.87809055200708,4.37145157627434
Delaware,30,22.908594815825374,18.92905866302865,4.98473402392376,4.43503932943824
Delaware,31,18.493392070484585,15.280837004405289,5.05014944143925,4.47240745710924
Delaware,32,19.8957345971564,16.43957345971564,5.0747007389152,4.50812395482792
Delaware,33,21.66709677419355,17.903225806451612,5.08991462242595,4.54673080496315
Delaware,34,22.93989071038251,18.954918032786885,5.14901114038761,4.66812560645787
Delaware,35,20.730864197530863,17.12962962962963,5.25124458415718,4.9268121477383
Delaware,36,18.82511210762332,15.554932735426007,5.4462491782933,4.99969031938394
Delaware,37,20.730864197530863,17.12962962962963,5.69658606733671,5.08309763197556
Delaware,38,24.05730659025788,19.87822349570201,5.98512179241812,5.17435018684064
Delaware,39,23.03429355281207,19.032921810699587,6.27775713104406,5.30462249932903
Florida,1,19.663145982648057,16.31384383251603,0.0651913625063865,0.147643724679731
Florida,2,31.51571946795647,26.14752116082225,0.0361965051019038,0.0953151302246583
Florida,3,10.442107371794872,8.663461538461538,0.0406339612041925,0.109864849995562
Florida,4,13.307888690324228,11.041102884860862,0.0454287641294731,0.124209249795357
Florida,5,11.71656552034165,9.720836142953472,0.0500042724230267,0.136808429840719
Florida,6,15.23735749780766,12.641917567962585,0.0568431771205987,0.150499538823347
Florida,7,16.034143340510614,13.3029836973239,0.0669346274188854,0.163378700647495
Florida,8,12.521498919048764,10.38866202257987,0.0855045208165422,0.176155202486089
Florida,9,11.991488382792731,9.948930296756384,0.121312800972326,0.190835580420426
Florida,10,13.525428126621692,11.221587960560456,0.173585416294824,0.20855842701757
Florida,11,13.156739020696618,10.915699141847552,0.236113765522151,0.235464675958889
Florida,12,14.312740252608457,11.87479406919275,0.308902945043563,0.276538002906771
Florida,13,13.73932525039536,11.399051133368475,1.18010025958698,1.28493904283376
Florida,14,14.054192504718252,11.660285791318415,1.2674684100387,1.46642323184274
Florida,15,15.824833029751062,13.129326047358834,1.34027872458614,1.64229845255004
Florida,16,17.046108567691302,14.14257684761282,1.40502745069643,1.80308265538079
Florida,17,18.743976986695433,15.5512405609493,1.48377985532652,1.9530595615504
Florida,18,26.925103305785125,22.33884297520661,1.59394175661092,2.04850534993849
Florida,19,23.406825325550063,19.419847328244273,1.75338993900872,2.14419378920153
Florida,20,22.08771186440678,18.32542372881356,1.97074434536801,2.27030691509263
Florida,21,22.276495726495728,18.48205128205128,2.2361224773499,2.43697073527788
Florida,22,21.72863693205502,18.02751146310963,2.9274301420912,2.82490415523758
Florida,23,18.2645409950946,15.153468815697266,3.25001194578652,3.11280941836305
Florida,24,18.52416488983653,15.368869936034114,3.49017644140285,3.40102266144519
Florida,25,18.650089445438283,15.47334525939177,3.66260078031056,3.66298294640318
Florida,26,18.60349750178444,15.434689507494646,3.80655818778298,3.86449516532131
Florida,27,18.38694885361552,15.255026455026456,3.93252968810874,3.98772447889091
Florida,28,20.18861347792409,16.749806351665377,4.24576456401827,4.19234449555356
Florida,29,18.60349750178444,15.434689507494646,4.38360195746555,4.29632972819462
Florida,30,23.922441486920604,19.847636530518585,4.47538507994932,4.3937167235823
Florida,31,20.68531746031746,17.16190476190476,4.50647890025748,4.47236360524324
Florida,32,21.44261620732209,17.79020979020979,4.49299760163622,4.5359941308353
Florida,33,21.172623883021934,17.566206336311943,4.53652271448549,4.59204648294822
Florida,34,20.759458383114296,17.22341696535245,4.91344746669088,4.70860289745677
Florida,35,18.784504504504504,15.584864864864866,5.42929829102449,4.87194426720042
Florida,36,19.108137829912025,15.853372434017595,6.05019903843306,5.20879967798362
Florida,37,21.08697411003236,17.49514563106796,6.53820184283817,5.72177296034907
Florida,38,23.84583714547118,19.784080512351327,6.8471304197218,6.32162458867177
Florida,39,23.66182478438493,19.631411711302768,6.99415960087022,6.765470369855
Georgia,1,17.589988751406075,14.65973003374578,0.10401757578438,0.246846434108541
Georgia,2,31.306306306306308,26.09109109109109,0.061685182974723,0.15001647616087
Georgia,3,10.157518674894446,8.465410847677818,0.0694316567952353,0.170681187453148
Georgia,4,12.770518579011842,10.643119640669662,0.0786169781759262,0.193875173304637
Georgia,5,11.352087114337568,9.460980036297642,0.0866465092665769,0.215508542938741
Georgia,6,15.211575875486382,12.677529182879375,0.0951763126134583,0.232836764386953
Georgia,7,16.06317411402157,13.387262455059066,0.105345072423011,0.260048888545274
Georgia,8,11.982758620689657,9.986590038314176,0.118322780262225,0.280175456314316
Georgia,9,12.48502994011976,10.405189620758485,0.13985030233857,0.294113373566139
Georgia,10,13.801853486319503,11.502647837599294,0.170853303704219,0.303315627813482
Georgia,11,13.74121265377856,11.452108963093146,0.207780496852524,0.316787154011833
Georgia,12,14.25478577939836,11.880127620783956,0.249459308166138,0.334151251694928
Georgia,13,11.918826219512194,9.933307926829269,1.01504563001001,1.19973717070325
Georgia,14,12.50499800079968,10.421831267493005,1.12984584807578,1.38975564875803
Georgia,15,13.924755120213714,11.60507569011576,1.22288131818886,1.52886574951464
Georgia,16,15.101400289715114,12.585707387735392,1.35144741496463,1.64833361167312
Georgia,17,17.511198208286675,14.594064949608065,1.4784507257632,1.74736995806606
Georgia,18,26.59438775510204,22.164115646258505,1.59266514115474,1.87971738854734
Georgia,19,21.824842986741103,18.18911374738311,1.74618546358389,2.05145692492952
Georgia,20,22.762008733624455,18.970160116448326,1.94110638140093,2.16670932948931
Georgia,21,23.322147651006713,19.43698732289336,2.24986796282066,2.3023214973448898
Georgia,22,20.71192052980133,17.26158940397351,3.13807327396074,2.65155870580788
Georgia,23,18.06759098786829,15.057770075101098,3.58496034808208,3.06194695662796
Georgia,24,17.83067274800456,14.860319270239453,3.87327434998633,3.46515996047156
Georgia,25,18.036332179930795,15.031718569780852,4.0567270911528,3.82442457658419
Georgia,26,18.693962940824864,15.579796772265391,4.19989306890315,4.06757575849984
Georgia,27,18.19371727748691,15.162885398487491,4.29338556192902,4.21782543018745
Georgia,28,19.819391634980988,16.517743979721168,4.45899052553094,4.47884297707455
Georgia,29,18.364650616559015,15.30534351145038,4.53218132488638,4.57694654136055
Georgia,30,22.419354838709676,18.684587813620073,4.58276369133572,4.64224128884656
Georgia,31,18.931598062953995,15.777845036319611,4.61354399085828,4.71379643931956
Georgia,32,19.47384806973848,16.229763387297634,4.63596135203812,4.7858000427286
Georgia,33,20.295262816353016,16.91434133679429,4.65547681137554,4.83032245021769
Georgia,34,20.282101167315176,16.90337224383917,4.79339122146064,4.88435205995062
Georgia,35,19.175352544451258,15.980993255671368,5.05241541240962,4.93579858077202
Georgia,36,18.897280966767372,15.749244712990937,5.48561181003754,5.04441388187857
Georgia,37,20.073812580231067,16.729781771501926,5.97414122401122,5.27310694113661
Georgia,38,21.524432209222297,17.938747419132827,6.32410393742894,5.63156434196438
Georgia,39,23.675246025738076,19.73126419379258,6.53042363929327,6.00169945724638
Hawaii,1,19.630105017502917,16.36872812135356,0.0706307897737837,0.141793690180787
Hawaii,2,27.806611570247934,23.186776859504132,0.0334992773290629,0.0723147819922013
Hawaii,3,8.496464646464647,7.084848484848485,0.0339398206970511,0.0723147819922013
Hawaii,4,10.640733712839976,8.872865275142315,0.0341735784025142,0.0723147819922013
Hawaii,5,11.26037483266399,9.389558232931726,0.0345601776846263,0.0723147819922013
Hawaii,6,13.778050778050778,11.48894348894349,0.0355581432733343,0.0723147819922013
Hawaii,7,14.25677966101695,11.88813559322034,0.038237366205181,0.0723147819922013
Hawaii,8,10.909857328145266,9.09727626459144,0.0425349117133109,0.0723147819922013
Hawaii,9,12.406342182890857,10.345132743362832,0.0468414479024202,0.0751506557958171
Hawaii,10,12.696603773584906,10.587169811320754,0.0533776729744086,0.0801134349521446
Hawaii,11,12.535767511177347,10.453055141579732,0.0638158535914354,0.0836582772066643
Hawaii,12,12.39719970523213,10.337509211495949,0.0724648886935713,0.0957107408720312
Hawaii,13,11.80561403508772,9.84421052631579,0.82295299276394,0.476426799007444
Hawaii,14,11.72334494773519,9.77560975609756,1.17537869647353,0.80893300248139
Hawaii,15,13.256895193065406,11.05437352245863,1.37011684648628,1.10953562566466
Hawaii,16,15.169522091974752,12.649233543733091,1.53474520589918,1.43849698688408
Hawaii,17,15.930871212121213,13.284090909090908,1.6761146736185,1.8021978021978
Hawaii,18,26.745627980922094,22.302066772655007,1.81323154923459,2.00354484225452
Hawaii,19,24.849335302806494,20.72082717872969,1.96520102982856,2.05884438142503
Hawaii,20,24.136298421807748,20.12625538020086,2.1160107125762,2.26090038993265
Hawaii,21,24.240634005763688,20.213256484149856,2.28757088702418,2.51967387451258
Hawaii,22,22.106438896189225,18.433639947437584,2.74869392377413,2.84438142502659
Hawaii,23,19.3590333716916,16.142692750287686,2.95209009956999,3.41084721729883
Hawaii,24,19.117045454545455,15.940909090909091,3.09282122893978,3.84686281460475
Hawaii,25,19.79176470588235,16.503529411764706,3.17605695344661,3.96526054590571
Hawaii,26,19.20433789954338,16.013698630136986,3.26453424496441,4.08507621410847
Hawaii,27,20.26867469879518,16.90120481927711,3.39034983458945,4.17582417582418
Hawaii,28,21.819714656290532,18.19455252918288,3.72016397563597,4.35164835164835
Hawaii,29,20.41626213592233,17.024271844660195,3.87174685694784,4.44026940801134
Hawaii,30,25.723241590214062,21.44954128440367,4.00711954045393,4.50903934774903
Hawaii,31,21.32192648922687,17.779467680608366,4.09920209504444,4.58419000354484
Hawaii,32,21.485312899106003,17.915708812260537,4.18257267976597,4.65225097483162
Hawaii,33,23.43036211699164,19.53760445682451,4.25080295771827,4.73023750443105
Hawaii,34,24.88609467455621,20.75147928994083,4.61600441909951,4.86848635235732
Hawaii,35,22.490641711229948,18.75401069518717,5.34650623935279,4.98901098901099
Hawaii,36,20.717980295566505,17.275862068965516,6.48010524131527,5.23502304147465
Hawaii,37,21.18765743073048,17.66750629722922,7.74898701997406,5.77454803261255
Hawaii,38,25.96141975308642,21.64814814814815,8.62087628930861,6.60829493087558
Hawaii,39,29.934163701067614,24.96085409252669,9.1104098779533,7.46756469337115
Idaho,1,15.322860962566844,12.683823529411764,0.0480612089278451,0.13525644240964
Idaho,2,32.65384615384615,27.02991452991453,0.0250134073730192,0.0702226542433682
Idaho,3,9.880603448275862,8.178879310344827,0.0270891468505413,0.0764492935358836
Idaho,4,13.515919811320757,11.18808962264151,0.0294336871237139,0.0819840840181195
Idaho,5,13.850755287009065,11.465256797583082,0.0319424945497839,0.085443328069517
Idaho,6,16.444045911047347,13.611908177905308,0.0352427709852688,0.0864811012849362
Idaho,7,19.279226240538268,15.95878889823381,0.038236913181263,0.0909781185517529
Idaho,8,12.21257325519446,10.1092168353756,0.0454068010707978,0.0933995893877311
Idaho,9,14.846502590673577,12.289507772020723,0.061178314421144,0.0947832870082901
Idaho,10,16.598841419261404,13.740043446777698,0.0854114528179003,0.0973777200468382
Idaho,11,15.852697095435683,13.122406639004147,0.120809157595106,0.105679905770192
Idaho,12,16.75657894736842,13.87061403508772,0.16391621852534,0.125051672458018
Idaho,13,11.779547790339157,9.75077081192189,0.743646734527668,0.739240453783635
Idaho,14,10.777150916784205,8.921015514809591,0.838046213950127,0.893349776273391
Idaho,15,12.026757607555089,9.955403987408184,0.941256386118903,1.00958037640035
Idaho,16,11.828173374613003,9.791021671826623,1.10596034030927,1.10730402085232
Idaho,17,12.777591973244148,10.576923076923077,1.34184983854219,1.23114495789235
Idaho,18,19.279226240538268,15.95878889823381,1.65038835181619,1.47000575964135
Idaho,19,16.0188679245283,13.259958071278826,2.07792161731465,1.80278503738578
Idaho,20,15.251497005988025,12.624750499001996,2.52621787760492,2.19039333334486
Idaho,21,17.27430293896006,14.2991710625471,3.01704813046247,2.74491015478388
Idaho,22,19.42627118644068,16.08050847457627,3.67912689021559,3.51476491842238
Idaho,23,16.43225806451613,13.602150537634408,3.90054221227161,3.81225990684256
Idaho,24,18.0496062992126,14.940944881889765,4.03262046988992,4.00563164931568
Idaho,25,16.81804842259721,13.92149669845928,4.1267586152055,4.14348252476386
Idaho,26,16.732116788321168,13.85036496350365,4.22263836567623,4.26472902876534
Idaho,27,17.043122676579927,14.107806691449817,4.32672214043087,4.38545664615912
Idaho,28,18.57617504051864,15.376823338735818,4.50315252933149,4.55219220943647
Idaho,29,17.313444108761328,14.331570996978853,4.56862418979427,4.61947450623615
Idaho,30,23.154545454545456,19.166666666666668,4.62367421940902,4.66721207414544
