Region,Week,Anxiety Percentage,Depression Percentage,Covid Cases Percentage,Covid Deaths Percentage
Alaska,11,21.105038428693423,17.749786507258754,0.0539701772196024,0.0981407774930484
Alaska,12,24.42094861660079,20.538537549407113,0.0708739647087182,0.102502589826073
Alaska,13,11.543204110228864,9.708080336291452,0.387189241790494,0.444904857968486
Alaska,14,11.701704545454543,9.841382575757576,0.45883060481184,0.552859713210839
Alaska,15,12.6156202143951,10.610005104645229,0.537520468773144,0.629191429038766
Alaska,16,12.83844155844156,10.797402597402597,0.660446114919895,0.77313123602857
Alaska,17,13.970604861503674,11.749576031656304,0.852216850784444,0.89308107518674
Alaska,18,18.320237212750182,15.407709414381022,1.19261056396312,1.09263398942261
Alaska,19,14.393709959231217,12.10541642399534,1.6909832064866,1.3238100430729
Alaska,20,14.563347083087802,12.248084855627578,2.26981703647381,1.72618723079439
Alaska,21,16.30211081794195,13.71042216358839,2.84152352322867,2.37282590916526
Alaska,22,17.93468795355588,15.083454281567487,3.43881170578874,3.07071588244916
Alaska,23,15.872832369942197,13.349389852280028,3.63420393095055,3.54615342674881
Alaska,24,17.00894700619408,14.30488644184446,3.78534986162126,3.82203805681261
Alaska,25,15.761479591836734,13.255739795918368,3.92110577681681,3.95834469221962
Alaska,26,17.114958448753463,14.39404432132964,4.05310879889444,4.13281718554059
Alaska,27,16.755254237288135,14.091525423728813,4.18020257423238,4.21351071370154
Alaska,28,20.47555923777962,17.220381110190555,4.5055268972583,4.50139032768115
Alaska,29,16.280632411067195,13.69235836627141,4.64238660454735,4.69221961725097
Alaska,30,19.99514563106796,16.816343042071196,4.72087147854843,4.89613434381986
Alaska,31,18.851258581235697,15.854309687261631,4.76503893074714,4.98991330897988
Alaska,32,20.407927332782823,17.163501238645747,4.79392674668003,5.03789324464315
Alaska,33,22.715073529411764,19.10386029411765,4.82481715683971,5.08042091489014
Alaska,34,20.97962648556876,17.644312393887947,5.05287111566364,5.22436072187994
Alaska,35,20.441687344913152,17.191894127378,5.33169425463601,5.42827544844883
Alaska,36,20.060064935064936,16.870941558441558,5.75108268863991,5.79466768442288
Alaska,37,20.646616541353385,17.364243943191312,6.28375172835445,6.174145357396
Alaska,38,20.838111298482293,17.52529510961214,7.04239854652657,6.75317594460498
Alaska,39,21.32355478861087,17.93356341673857,8.03813465023089,8.01701106809879
Arizona,1,18.17585848074922,15.514568158168574,0.0397927194418579,0.0856358054613023
Arizona,2,33.397705544933075,28.507648183556405,0.0271274938215714,0.0658688540414183
Arizona,3,10.54770531400966,9.003321256038648,0.0339360130807514,0.0844397160441756
Arizona,4,14.09765940274415,12.033494753833736,0.0399257419041755,0.0996741180938951
Arizona,5,12.952910641453467,11.056358917315537,0.0482483211770013,0.113565542552455
Arizona,6,16.50945179584121,14.092155009451796,0.0643568456277754,0.130856379038638
Arizona,7,17.51077694235589,14.9468671679198,0.0874647476532287,0.149049528593881
Arizona,8,11.076093849080532,9.45434369055168,0.126690675733907,0.16908927233697
Arizona,9,14.628978224455611,12.487018425460636,0.176848406292374,0.198299034944697
Arizona,10,15.070750647109575,12.864106988783432,0.239123161205613,0.230467545057947
Arizona,11,15.122943722943724,12.908658008658008,0.299194370112635,0.275478278386664
Arizona,12,17.467,14.9095,0.352109631528151,0.342396333671176
Arizona,13,12.666424945612762,10.811820159535896,1.06904493313289,1.32241324679521
Arizona,14,12.534625044851094,10.699318263365626,1.10768052239788,1.42739632317916
Arizona,15,13.369307309605816,11.411787217757366,1.15299160845973,1.50497426309351
Arizona,16,14.282093213409649,12.190923957481605,1.19323172953728,1.56018323250509
Arizona,17,16.061609195402298,13.709885057471263,1.25231642403432,1.59230977456862
Arizona,18,22.293554562858965,19.029355456285895,1.34486287761602,1.64632265456308
Arizona,19,18.80193756727664,16.04897739504844,1.5185815380248,1.7314548434277
Arizona,20,17.988671472708546,15.354788877445932,1.81635810350801,1.83799073765143
Arizona,21,17.796230259806418,15.190524707080998,2.27788779878358,2.05588885181711
Arizona,22,18.33805774278215,15.653018372703412,3.40790824569931,2.86459218596882
Arizona,23,15.602501116569895,13.317999106744082,3.93476395025669,3.40902271101011
Arizona,24,17.942475603492554,15.315356959424756,4.22304097685483,3.91908140332765
