tokens;n;value;week;state
care;3;2;1;Alabama
proud;3;2;1;Alabama
combat;2;-1;1;Alabama
prevent;2;-1;1;Alabama
awarded;1;3;1;Alabama
commended;1;2;1;Alabama
crisis;1;-3;1;Alabama
cut;1;-1;1;Alabama
debt;1;-2;1;Alabama
dilemma;1;-1;1;Alabama
ensure;1;1;1;Alabama
excellent;1;3;1;Alabama
exposed;1;-1;1;Alabama
glad;1;3;1;Alabama
healthy;1;2;1;Alabama
honor;1;2;1;Alabama
inspired;1;2;1;Alabama
robust;1;2;1;Alabama
safe;1;1;1;Alabama
safely;1;1;1;Alabama
safety;1;1;1;Alabama
sick;1;-2;1;Alabama
urgent;1;-1;1;Alabama
validate;1;1;1;Alabama
join;4;1;1;Alaska
protect;4;1;1;Alaska
support;4;2;1;Alaska
difficult;3;-1;1;Alaska
encourage;3;2;1;Alaska
ensure;3;1;1;Alaska
active;2;1;1;Alaska
advanced;2;1;1;Alaska
benefits;2;2;1;Alaska
cancer;2;-1;1;Alaska
free;2;1;1;Alaska
healthy;2;2;1;Alaska
hope;2;2;1;Alaska
limited;2;-1;1;Alaska
wonderful;2;4;1;Alaska
alive;1;1;1;Alaska
amazing;1;4;1;Alaska
brave;1;2;1;Alaska
capable;1;1;1;Alaska
cares;1;2;1;Alaska
cautious;1;-1;1;Alaska
challenge;1;-1;1;Alaska
competitive;1;2;1;Alaska
congrats;1;2;1;Alaska
dedicated;1;2;1;Alaska
demand;1;-1;1;Alaska
devastated;1;-2;1;Alaska
devastating;1;-2;1;Alaska
distress;1;-2;1;Alaska
dream;1;1;1;Alaska
drop;1;-1;1;Alaska
encouraged;1;2;1;Alaska
ensuring;1;1;1;Alaska
focused;1;2;1;Alaska
hard;1;-1;1;Alaska
helpful;1;2;1;Alaska
humor;1;2;1;Alaska
illness;1;-2;1;Alaska
inspire;1;2;1;Alaska
isolated;1;-1;1;Alaska
joke;1;2;1;Alaska
lack;1;-2;1;Alaska
loss;1;-3;1;Alaska
motivate;1;1;1;Alaska
pain;1;-2;1;Alaska
positive;1;2;1;Alaska
prevent;1;-1;1;Alaska
protected;1;1;1;Alaska
proud;1;2;1;Alaska
reliant;1;2;1;Alaska
risk;1;-2;1;Alaska
safe;1;1;1;Alaska
safety;1;1;1;Alaska
severe;1;-2;1;Alaska
share;1;1;1;Alaska
smile;1;2;1;Alaska
sore;1;-1;1;Alaska
suicide;1;-2;1;Alaska
thankful;1;2;1;Alaska
threat;1;-2;1;Alaska
violence;1;-3;1;Alaska
vulnerable;1;-2;1;Alaska
care;13;2;1;Arizona
support;11;2;1;Arizona
heroes;8;2;1;Arizona
crisis;7;-3;1;Arizona
ensure;6;1;1;Arizona
safe;6;1;1;Arizona
protect;4;1;1;Arizona
cares;3;2;1;Arizona
healthy;3;2;1;Arizona
honor;3;2;1;Arizona
pay;3;-1;1;Arizona
approved;2;2;1;Arizona
free;2;1;1;Arizona
reach;2;1;1;Arizona
scams;2;-2;1;Arizona
share;2;1;1;Arizona
struggling;2;-2;1;Arizona
suicide;2;-2;1;Arizona
abuse;1;-3;1;Arizona
amazing;1;4;1;Arizona
beautiful;1;3;1;Arizona
calm;1;2;1;Arizona
danger;1;-2;1;Arizona
emergency;1;-2;1;Arizona
expand;1;1;1;Arizona
fair;1;2;1;Arizona
fight;1;-1;1;Arizona
focused;1;2;1;Arizona
fun;1;4;1;Arizona
glad;1;3;1;Arizona
grants;1;1;1;Arizona
grateful;1;3;1;Arizona
happy;1;3;1;Arizona
helpful;1;2;1;Arizona
helps;1;2;1;Arizona
importance;1;2;1;Arizona
improvement;1;2;1;Arizona
increased;1;1;1;Arizona
joy;1;3;1;Arizona
launched;1;1;1;Arizona
lost;1;-3;1;Arizona
loved;1;3;1;Arizona
safely;1;1;1;Arizona
smart;1;1;1;Arizona
strong;1;2;1;Arizona
trouble;1;-2;1;Arizona
care;8;2;1;Arkansas
awarded;4;3;1;Arkansas
benefit;4;2;1;Arkansas
cares;4;2;1;Arkansas
protect;4;1;1;Arkansas
crisis;3;-3;1;Arkansas
support;3;2;1;Arkansas
damage;2;-3;1;Arkansas
ensure;2;1;1;Arkansas
glad;2;3;1;Arkansas
grateful;2;3;1;Arkansas
helpful;2;2;1;Arkansas
pay;2;-1;1;Arkansas
abuse;1;-3;1;Arkansas
approved;1;2;1;Arkansas
battle;1;-1;1;Arkansas
beaten;1;-2;1;Arkansas
benefits;1;2;1;Arkansas
bless;1;2;1;Arkansas
celebrated;1;3;1;Arkansas
combat;1;-1;1;Arkansas
commit;1;1;1;Arkansas
cutting;1;-1;1;Arkansas
dedicated;1;2;1;Arkansas
destroyed;1;-3;1;Arkansas
destroys;1;-3;1;Arkansas
doubt;1;-1;1;Arkansas
encourage;1;2;1;Arkansas
expand;1;1;1;Arkansas
freedom;1;2;1;Arkansas
god;1;1;1;Arkansas
happiness;1;3;1;Arkansas
helping;1;2;1;Arkansas
heroes;1;2;1;Arkansas
hid;1;-1;1;Arkansas
honor;1;2;1;Arkansas
honored;1;2;1;Arkansas
hostile;1;-2;1;Arkansas
increased;1;1;1;Arkansas
joy;1;3;1;Arkansas
lost;1;-3;1;Arkansas
pleased;1;3;1;Arkansas
save;1;2;1;Arkansas
scandal;1;-3;1;Arkansas
significant;1;1;1;Arkansas
spirit;1;1;1;Arkansas
steal;1;-2;1;Arkansas
strong;1;2;1;Arkansas
supporting;1;1;1;Arkansas
triumph;1;4;1;Arkansas
true;1;2;1;Arkansas
unemployment;1;-2;1;Arkansas
victims;1;-3;1;Arkansas
vulnerable;1;-2;1;Arkansas
war;1;-2;1;Arkansas
warn;1;-2;1;Arkansas
wishing;1;1;1;Arkansas
worst;1;-3;1;Arkansas
care;19;2;1;California
crisis;9;-3;1;California
join;6;1;1;California
avoid;4;-1;1;California
safe;4;1;1;California
benefits;3;2;1;California
difficult;3;-1;1;California
ensure;3;1;1;California
failed;3;-2;1;California
focused;3;2;1;California
glad;3;3;1;California
hard;3;-1;1;California
hate;3;-3;1;California
protect;3;1;1;California
safely;3;1;1;California
safety;3;1;1;California
detained;2;-2;1;California
distraction;2;-2;1;California
emergency;2;-2;1;California
expand;2;1;1;California
granted;2;1;1;California
hardship;2;-2;1;California
healthy;2;2;1;California
helping;2;2;1;California
justice;2;2;1;California
leave;2;-1;1;California
obstacles;2;-2;1;California
opportunity;2;2;1;California
pay;2;-1;1;California
proud;2;2;1;California
sick;2;-2;1;California
stop;2;-1;1;California
threat;2;-2;1;California
unacceptable;2;-2;1;California
vulnerable;2;-2;1;California
worse;2;-3;1;California
abuse;1;-3;1;California
advantage;1;2;1;California
attacks;1;-1;1;California
bailout;1;-2;1;California
bias;1;-1;1;California
cancer;1;-1;1;California
combat;1;-1;1;California
committed;1;1;1;California
competent;1;2;1;California
death;1;-2;1;California
demanding;1;-1;1;California
detention;1;-2;1;California
devastating;1;-2;1;California
died;1;-3;1;California
disaster;1;-2;1;California
disregard;1;-2;1;California
disruptions;1;-2;1;California
encourage;1;2;1;California
endorsed;1;2;1;California
excluded;1;-2;1;California
exposed;1;-1;1;California
failing;1;-2;1;California
free;1;1;1;California
grace;1;1;1;California
grateful;1;3;1;California
growing;1;1;1;California
harmful;1;-2;1;California
heartfelt;1;3;1;California
honored;1;2;1;California
hurt;1;-2;1;California
hurting;1;-2;1;California
imposed;1;-1;1;California
improve;1;2;1;California
increase;1;1;1;California
inspires;1;2;1;California
inspiring;1;3;1;California
interrupted;1;-2;1;California
invite;1;1;1;California
lack;1;-2;1;California
limits;1;-1;1;California
loss;1;-3;1;California
lost;1;-3;1;California
love;1;3;1;California
miss;1;-2;1;California
outraged;1;-3;1;California
pain;1;-2;1;California
polluters;1;-2;1;California
prepared;1;1;1;California
prison;1;-2;1;California
racist;1;-3;1;California
refuse;1;-2;1;California
rejected;1;-1;1;California
sadly;1;-2;1;California
save;1;2;1;California
sentence;1;-2;1;California
sincere;1;2;1;California
solve;1;1;1;California
strength;1;2;1;California
strengthen;1;2;1;California
strike;1;-1;1;California
strong;1;2;1;California
struggling;1;-2;1;California
swiftly;1;2;1;California
threats;1;-2;1;California
tragedy;1;-2;1;California
tragic;1;-2;1;California
wealthy;1;2;1;California
crisis;10;-3;1;Colorado
fight;9;-1;1;Colorado
cares;4;2;1;Colorado
ensure;4;1;1;Colorado
protect;4;1;1;Colorado
support;4;2;1;Colorado
care;3;2;1;Colorado
combat;3;-1;1;Colorado
grateful;3;3;1;Colorado
join;3;1;1;Colorado
pleased;3;3;1;Colorado
prevent;3;-1;1;Colorado
suicide;3;-2;1;Colorado
difficult;2;-1;1;Colorado
increase;2;1;1;Colorado
safe;2;1;1;Colorado
secure;2;2;1;Colorado
share;2;1;1;Colorado
supporting;2;1;1;Colorado
abandon;1;-2;1;Colorado
aggressive;1;-2;1;Colorado
applaud;1;2;1;Colorado
appreciation;1;2;1;Colorado
beating;1;-1;1;Colorado
benefits;1;2;1;Colorado
blocking;1;-1;1;Colorado
boost;1;1;1;Colorado
bright;1;1;1;Colorado
challenge;1;-1;1;Colorado
commit;1;1;1;Colorado
comprehensive;1;2;1;Colorado
contend;1;-1;1;Colorado
dedicated;1;2;1;Colorado
delay;1;-1;1;Colorado
demanded;1;-1;1;Colorado
desperately;1;-3;1;Colorado
detained;1;-2;1;Colorado
determined;1;2;1;Colorado
devastated;1;-2;1;Colorado
emergency;1;-2;1;Colorado
gracious;1;3;1;Colorado
happy;1;3;1;Colorado
hard;1;-1;1;Colorado
hardship;1;-2;1;Colorado
harmful;1;-2;1;Colorado
healthy;1;2;1;Colorado
helping;1;2;1;Colorado
heroic;1;3;1;Colorado
honor;1;2;1;Colorado
hurt;1;-2;1;Colorado
hurting;1;-2;1;Colorado
improve;1;2;1;Colorado
legal;1;1;1;Colorado
lost;1;-3;1;Colorado
neglected;1;-2;1;Colorado
prepared;1;1;1;Colorado
progress;1;2;1;Colorado
recommends;1;2;1;Colorado
respected;1;2;1;Colorado
responsible;1;2;1;Colorado
risks;1;-2;1;Colorado
safety;1;1;1;Colorado
severe;1;-2;1;Colorado
shared;1;1;1;Colorado
sick;1;-2;1;Colorado
strong;1;2;1;Colorado
stronger;1;2;1;Colorado
struggling;1;-2;1;Colorado
thankful;1;2;1;Colorado
top;1;2;1;Colorado
undermine;1;-2;1;Colorado
undermines;1;-2;1;Colorado
urgent;1;-1;1;Colorado
vulnerable;1;-2;1;Colorado
wishing;1;1;1;Colorado
care;12;2;1;Connecticut
crisis;5;-3;1;Connecticut
unacceptable;4;-2;1;Connecticut
anti;3;-1;1;Connecticut
demand;3;-1;1;Connecticut
gun;3;-1;1;Connecticut
heroes;3;2;1;Connecticut
justice;3;2;1;Connecticut
safety;3;1;1;Connecticut
solution;3;1;1;Connecticut
victims;3;-3;1;Connecticut
betrayal;2;-3;1;Connecticut
denying;2;-2;1;Connecticut
legal;2;1;1;Connecticut
pay;2;-1;1;Connecticut
risk;2;-2;1;Connecticut
safe;2;1;1;Connecticut
urgent;2;-1;1;Connecticut
aghast;1;-2;1;Connecticut
appalled;1;-2;1;Connecticut
bailout;1;-2;1;Connecticut
beautiful;1;3;1;Connecticut
committed;1;1;1;Connecticut
congrats;1;2;1;Connecticut
dead;1;-3;1;Connecticut
death;1;-2;1;Connecticut
desperately;1;-3;1;Connecticut
destroying;1;-3;1;Connecticut
destructive;1;-3;1;Connecticut
difficult;1;-1;1;Connecticut
disregards;1;-2;1;Connecticut
effectively;1;2;1;Connecticut
expand;1;1;1;Connecticut
extend;1;1;1;Connecticut
failing;1;-2;1;Connecticut
failures;1;-2;1;Connecticut
fair;1;2;1;Connecticut
fear;1;-2;1;Connecticut
hardship;1;-2;1;Connecticut
harmed;1;-2;1;Connecticut
ignore;1;-1;1;Connecticut
illegal;1;-3;1;Connecticut
join;1;1;1;Connecticut
lack;1;-2;1;Connecticut
lagging;1;-2;1;Connecticut
lobby;1;-2;1;Connecticut
loss;1;-3;1;Connecticut
peace;1;2;1;Connecticut
powerful;1;2;1;Connecticut
protect;1;1;1;Connecticut
proud;1;2;1;Connecticut
questionable;1;-2;1;Connecticut
reward;1;2;1;Connecticut
risks;1;-2;1;Connecticut
shortage;1;-2;1;Connecticut
solutions;1;1;1;Connecticut
stop;1;-1;1;Connecticut
straight;1;1;1;Connecticut
support;1;2;1;Connecticut
threat;1;-2;1;Connecticut
threatening;1;-2;1;Connecticut
trust;1;1;1;Connecticut
uncertain;1;-1;1;Connecticut
violence;1;-3;1;Connecticut
win;1;4;1;Connecticut
zealot;1;-2;1;Connecticut
care;14;2;1;Delaware
support;14;2;1;Delaware
expand;8;1;1;Delaware
ensure;6;1;1;Delaware
crisis;4;-3;1;Delaware
protect;4;1;1;Delaware
safe;4;1;1;Delaware
affected;3;-1;1;Delaware
clean;3;2;1;Delaware
risk;3;-2;1;Delaware
urgent;3;-1;1;Delaware
badly;2;-3;1;Delaware
cares;2;2;1;Delaware
ensuring;2;1;1;Delaware
glad;2;3;1;Delaware
grateful;2;3;1;Delaware
hard;2;-1;1;Delaware
healthy;2;2;1;Delaware
heartbreaking;2;-3;1;Delaware
loved;2;3;1;Delaware
matter;2;1;1;Delaware
prepared;2;1;1;Delaware
reach;2;1;1;Delaware
save;2;2;1;Delaware
supporting;2;1;1;Delaware
unacceptable;2;-2;1;Delaware
vulnerable;2;-2;1;Delaware
warn;2;-2;1;Delaware
ability;1;2;1;Delaware
amazing;1;4;1;Delaware
appreciation;1;2;1;Delaware
approved;1;2;1;Delaware
bankrupt;1;-3;1;Delaware
blocking;1;-1;1;Delaware
brave;1;2;1;Delaware
chaos;1;-2;1;Delaware
combat;1;-1;1;Delaware
condemn;1;-2;1;Delaware
convinced;1;1;1;Delaware
cowardly;1;-2;1;Delaware
cynical;1;-2;1;Delaware
dedicated;1;2;1;Delaware
denying;1;-2;1;Delaware
detained;1;-2;1;Delaware
detention;1;-2;1;Delaware
difficult;1;-1;1;Delaware
dire;1;-3;1;Delaware
emergency;1;-2;1;Delaware
endorsed;1;2;1;Delaware
exploiting;1;-2;1;Delaware
fire;1;-2;1;Delaware
flagship;1;2;1;Delaware
focused;1;2;1;Delaware
free;1;1;1;Delaware
gaining;1;2;1;Delaware
growing;1;1;1;Delaware
happiness;1;3;1;Delaware
happy;1;3;1;Delaware
helping;1;2;1;Delaware
illnesses;1;-2;1;Delaware
importance;1;2;1;Delaware
improve;1;2;1;Delaware
increase;1;1;1;Delaware
innovative;1;2;1;Delaware
inspired;1;2;1;Delaware
lack;1;-2;1;Delaware
looms;1;-1;1;Delaware
losing;1;-3;1;Delaware
loss;1;-3;1;Delaware
outreach;1;2;1;Delaware
polluted;1;-2;1;Delaware
praying;1;1;1;Delaware
prisoners;1;-2;1;Delaware
progress;1;2;1;Delaware
proud;1;2;1;Delaware
racism;1;-3;1;Delaware
resolve;1;2;1;Delaware
sabotage;1;-2;1;Delaware
safely;1;1;1;Delaware
safety;1;1;1;Delaware
secure;1;2;1;Delaware
secured;1;2;1;Delaware
sick;1;-2;1;Delaware
stop;1;-1;1;Delaware
strength;1;2;1;Delaware
strengthening;1;2;1;Delaware
stronger;1;2;1;Delaware
strongest;1;2;1;Delaware
struggling;1;-2;1;Delaware
suffer;1;-2;1;Delaware
swiftly;1;2;1;Delaware
threat;1;-2;1;Delaware
unemployment;1;-2;1;Delaware
united;1;1;1;Delaware
violent;1;-3;1;Delaware
pay;2;-1;1;Florida
positive;2;2;1;Florida
prevent;2;-1;1;Florida
protect;2;1;1;Florida
assets;1;2;1;Florida
care;1;2;1;Florida
distracted;1;-2;1;Florida
fake;1;-3;1;Florida
free;1;1;1;Florida
impose;1;-1;1;Florida
inaction;1;-2;1;Florida
manipulated;1;-1;1;Florida
negative;1;-2;1;Florida
promoting;1;1;1;Florida
wrong;1;-2;1;Florida
risk;3;-2;1;Georgia
care;2;2;1;Georgia
denied;2;-2;1;Georgia
exposed;2;-1;1;Georgia
losing;2;-3;1;Georgia
scared;2;-2;1;Georgia
bailout;1;-2;1;Georgia
celebrating;1;3;1;Georgia
challenge;1;-1;1;Georgia
cheer;1;2;1;Georgia
crisis;1;-3;1;Georgia
died;1;-3;1;Georgia
disadvantaged;1;-2;1;Georgia
disappear;1;-1;1;Georgia
doubt;1;-1;1;Georgia
fight;1;-1;1;Georgia
heroic;1;3;1;Georgia
honor;1;2;1;Georgia
intense;1;1;1;Georgia
lost;1;-3;1;Georgia
loved;1;3;1;Georgia
miracle;1;4;1;Georgia
proud;1;2;1;Georgia
safety;1;1;1;Georgia
sweet;1;2;1;Georgia
wrong;1;-2;1;Georgia
care;7;2;1;Hawaii
anti;3;-1;1;Hawaii
stop;3;-1;1;Hawaii
emergency;2;-2;1;Hawaii
racism;2;-3;1;Hawaii
chance;1;2;1;Hawaii
decisive;1;1;1;Hawaii
demand;1;-1;1;Hawaii
deny;1;-2;1;Hawaii
desire;1;1;1;Hawaii
ensure;1;1;1;Hawaii
exclusion;1;-1;1;Hawaii
expands;1;1;1;Hawaii
fair;1;2;1;Hawaii
fight;1;-1;1;Hawaii
focused;1;2;1;Hawaii
hate;1;-3;1;Hawaii
opportunity;1;2;1;Hawaii
pay;1;-1;1;Hawaii
protect;1;1;1;Hawaii
protects;1;1;1;Hawaii
proud;1;2;1;Hawaii
proudly;1;2;1;Hawaii
sadly;1;-2;1;Hawaii
safety;1;1;1;Hawaii
save;1;2;1;Hawaii
share;1;1;1;Hawaii
strike;1;-1;1;Hawaii
vigilant;1;3;1;Hawaii
vulnerable;1;-2;1;Hawaii
wrong;1;-2;1;Hawaii
care;4;2;1;Idaho
support;4;2;1;Idaho
appreciation;2;2;1;Idaho
ensuring;2;1;1;Idaho
safe;2;1;1;Idaho
struggling;2;-2;1;Idaho
celebrate;1;3;1;Idaho
demand;1;-1;1;Idaho
encourage;1;2;1;Idaho
favorite;1;2;1;Idaho
fresh;1;1;1;Idaho
heroes;1;2;1;Idaho
leave;1;-1;1;Idaho
loved;1;3;1;Idaho
protect;1;1;1;Idaho
restrict;1;-2;1;Idaho
care;6;2;1;Illinois
crisis;6;-3;1;Illinois
support;5;2;1;Illinois
failed;3;-2;1;Illinois
helping;3;2;1;Illinois
protect;3;1;1;Illinois
courageous;2;2;1;Illinois
join;2;1;1;Illinois
protest;2;-2;1;Illinois
proud;2;2;1;Illinois
racism;2;-3;1;Illinois
risk;2;-2;1;Illinois
safe;2;1;1;Illinois
shortages;2;-2;1;Illinois
adequate;1;1;1;Illinois
approved;1;2;1;Illinois
benefits;1;2;1;Illinois
chaotic;1;-2;1;Illinois
ensure;1;1;1;Illinois
exposed;1;-1;1;Illinois
failure;1;-2;1;Illinois
forced;1;-1;1;Illinois
hard;1;-1;1;Illinois
harm;1;-2;1;Illinois
hate;1;-3;1;Illinois
helpful;1;2;1;Illinois
honor;1;2;1;Illinois
honored;1;2;1;Illinois
hope;1;2;1;Illinois
hunger;1;-2;1;Illinois
inadequate;1;-2;1;Illinois
justice;1;2;1;Illinois
methodical;1;2;1;Illinois
opportunity;1;2;1;Illinois
positive;1;2;1;Illinois
prevent;1;-1;1;Illinois
protesters;1;-2;1;Illinois
remarkable;1;2;1;Illinois
risks;1;-2;1;Illinois
safely;1;1;1;Illinois
secure;1;2;1;Illinois
shame;1;-2;1;Illinois
sick;1;-2;1;Illinois
strong;1;2;1;Illinois
unbelievable;1;-1;1;Illinois
unemployment;1;-2;1;Illinois
violence;1;-3;1;Illinois
worry;1;-3;1;Illinois
care;6;2;1;Indiana
risk;4;-2;1;Indiana
faith;3;1;1;Indiana
suicide;3;-2;1;Indiana
support;3;2;1;Indiana
bailout;2;-2;1;Indiana
boost;2;1;1;Indiana
crisis;2;-3;1;Indiana
ensure;2;1;1;Indiana
ensuring;2;1;1;Indiana
expand;2;1;1;Indiana
irresponsible;2;2;1;Indiana
protect;2;1;1;Indiana
save;2;2;1;Indiana
applaud;1;2;1;Indiana
approval;1;2;1;Indiana
ban;1;-2;1;Indiana
blamed;1;-2;1;Indiana
bullying;1;-2;1;Indiana
chilling;1;-1;1;Indiana
combat;1;-1;1;Indiana
committed;1;1;1;Indiana
demand;1;-1;1;Indiana
disaster;1;-2;1;Indiana
doubt;1;-1;1;Indiana
effective;1;2;1;Indiana
encourage;1;2;1;Indiana
fight;1;-1;1;Indiana
fire;1;-2;1;Indiana
glad;1;3;1;Indiana
hardship;1;-2;1;Indiana
helping;1;2;1;Indiana
hide;1;-1;1;Indiana
importance;1;2;1;Indiana
improve;1;2;1;Indiana
increase;1;1;1;Indiana
injury;1;-2;1;Indiana
pain;1;-2;1;Indiana
pleasure;1;3;1;Indiana
poor;1;-2;1;Indiana
prepared;1;1;1;Indiana
prevent;1;-1;1;Indiana
prevented;1;-1;1;Indiana
proud;1;2;1;Indiana
safe;1;1;1;Indiana
safety;1;1;1;Indiana
shared;1;1;1;Indiana
sobering;1;1;1;Indiana
solutions;1;1;1;Indiana
struggling;1;-2;1;Indiana
supporting;1;1;1;Indiana
threat;1;-2;1;Indiana
threatening;1;-2;1;Indiana
threatens;1;-2;1;Indiana
vigilant;1;3;1;Indiana
violence;1;-3;1;Indiana
vulnerable;1;-2;1;Indiana
support;8;2;1;Iowa
care;7;2;1;Iowa
protect;4;1;1;Iowa
safety;4;1;1;Iowa
ensure;3;1;1;Iowa
cancer;2;-1;1;Iowa
cares;2;2;1;Iowa
difficult;2;-1;1;Iowa
integrity;2;2;1;Iowa
safe;2;1;1;Iowa
struggling;2;-2;1;Iowa
victims;2;-3;1;Iowa
accused;1;-2;1;Iowa
anti;1;-1;1;Iowa
authority;1;1;1;Iowa
blessing;1;3;1;Iowa
burden;1;-2;1;Iowa
combat;1;-1;1;Iowa
crisis;1;-3;1;Iowa
disruption;1;-2;1;Iowa
emergency;1;-2;1;Iowa
ensuring;1;1;1;Iowa
faith;1;1;1;Iowa
free;1;1;1;Iowa
generous;1;2;1;Iowa
glad;1;3;1;Iowa
god;1;1;1;Iowa
hard;1;-1;1;Iowa
healthy;1;2;1;Iowa
helpful;1;2;1;Iowa
hiding;1;-1;1;Iowa
increased;1;1;1;Iowa
join;1;1;1;Iowa
justice;1;2;1;Iowa
loved;1;3;1;Iowa
pay;1;-1;1;Iowa
pray;1;1;1;Iowa
proudly;1;2;1;Iowa
reaches;1;1;1;Iowa
reward;1;2;1;Iowa
riots;1;-2;1;Iowa
screwed;1;-2;1;Iowa
secure;1;2;1;Iowa
stable;1;2;1;Iowa
suffering;1;-2;1;Iowa
supporting;1;1;1;Iowa
terror;1;-3;1;Iowa
top;1;2;1;Iowa
united;1;1;1;Iowa
care;6;2;1;Kansas
helping;3;2;1;Kansas
applaud;2;2;1;Kansas
benefits;2;2;1;Kansas
healthy;2;2;1;Kansas
importance;2;2;1;Kansas
support;2;2;1;Kansas
ability;1;2;1;Kansas
accepting;1;1;1;Kansas
attract;1;1;1;Kansas
crisis;1;-3;1;Kansas
cut;1;-1;1;Kansas
difficult;1;-1;1;Kansas
disadvantaged;1;-2;1;Kansas
encourage;1;2;1;Kansas
ensure;1;1;1;Kansas
expand;1;1;1;Kansas
forced;1;-1;1;Kansas
glad;1;3;1;Kansas
grants;1;1;1;Kansas
innovative;1;2;1;Kansas
loss;1;-3;1;Kansas
pleased;1;3;1;Kansas
protect;1;1;1;Kansas
proud;1;2;1;Kansas
safety;1;1;1;Kansas
strengthen;1;2;1;Kansas
super;1;3;1;Kansas
supported;1;2;1;Kansas
swiftly;1;2;1;Kansas
win;1;4;1;Kansas
support;3;2;1;Kentucky
carefully;2;2;1;Kentucky
hard;2;-1;1;Kentucky
lack;2;-2;1;Kentucky
abuse;1;-3;1;Kentucky
bailout;1;-2;1;Kentucky
brave;1;2;1;Kentucky
care;1;2;1;Kentucky
cares;1;2;1;Kentucky
combat;1;-1;1;Kentucky
crisis;1;-3;1;Kentucky
expands;1;1;1;Kentucky
fake;1;-3;1;Kentucky
fear;1;-2;1;Kentucky
fit;1;1;1;Kentucky
grant;1;1;1;Kentucky
growing;1;1;1;Kentucky
helping;1;2;1;Kentucky
hope;1;2;1;Kentucky
ignore;1;-1;1;Kentucky
immune;1;1;1;Kentucky
legal;1;1;1;Kentucky
litigation;1;-1;1;Kentucky
positive;1;2;1;Kentucky
proud;1;2;1;Kentucky
risks;1;-2;1;Kentucky
safely;1;1;1;Kentucky
stimulate;1;1;1;Kentucky
strangled;1;-2;1;Kentucky
strengthen;1;2;1;Kentucky
strengthens;1;2;1;Kentucky
stronger;1;2;1;Kentucky
survived;1;2;1;Kentucky
tragic;1;-2;1;Kentucky
war;1;-2;1;Kentucky
care;4;2;1;Louisiana
crisis;4;-3;1;Louisiana
pay;3;-1;1;Louisiana
protect;3;1;1;Louisiana
safely;3;1;1;Louisiana
smart;3;1;1;Louisiana
danger;2;-2;1;Louisiana
fight;2;-1;1;Louisiana
fire;2;-2;1;Louisiana
hard;2;-1;1;Louisiana
heroes;2;2;1;Louisiana
lost;2;-3;1;Louisiana
positive;2;2;1;Louisiana
praying;2;1;1;Louisiana
safe;2;1;1;Louisiana
violent;2;-3;1;Louisiana
ability;1;2;1;Louisiana
affected;1;-1;1;Louisiana
benefit;1;2;1;Louisiana
convince;1;1;1;Louisiana
courage;1;2;1;Louisiana
criminals;1;-3;1;Louisiana
desperate;1;-3;1;Louisiana
devastated;1;-2;1;Louisiana
devastating;1;-2;1;Louisiana
disaster;1;-2;1;Louisiana
easy;1;1;1;Louisiana
emergency;1;-2;1;Louisiana
ensuring;1;1;1;Louisiana
glad;1;3;1;Louisiana
grand;1;3;1;Louisiana
granting;1;1;1;Louisiana
grateful;1;3;1;Louisiana
helping;1;2;1;Louisiana
honoring;1;2;1;Louisiana
hurting;1;-2;1;Louisiana
importance;1;2;1;Louisiana
mourning;1;-2;1;Louisiana
pleasure;1;3;1;Louisiana
pray;1;1;1;Louisiana
proud;1;2;1;Louisiana
responsible;1;2;1;Louisiana
safety;1;1;1;Louisiana
solutions;1;1;1;Louisiana
stronger;1;2;1;Louisiana
support;1;2;1;Louisiana
tragic;1;-2;1;Louisiana
vulnerable;1;-2;1;Louisiana
worse;1;-3;1;Louisiana
support;7;2;1;Maine
care;5;2;1;Maine
protect;4;1;1;Maine
cares;3;2;1;Maine
ensure;3;1;1;Maine
helping;3;2;1;Maine
affected;1;-1;1;Maine
awarded;1;3;1;Maine
bright;1;1;1;Maine
cancelled;1;-1;1;Maine
challenge;1;-1;1;Maine
dedicated;1;2;1;Maine
delay;1;-1;1;Maine
difficult;1;-1;1;Maine
disruptions;1;-2;1;Maine
feeling;1;1;1;Maine
fight;1;-1;1;Maine
glad;1;3;1;Maine
grateful;1;3;1;Maine
hard;1;-1;1;Maine
helpful;1;2;1;Maine
heroes;1;2;1;Maine
importance;1;2;1;Maine
increase;1;1;1;Maine
inspiring;1;3;1;Maine
losing;1;-3;1;Maine
miss;1;-2;1;Maine
pay;1;-1;1;Maine
reach;1;1;1;Maine
safety;1;1;1;Maine
significant;1;1;1;Maine
solid;1;2;1;Maine
wonderful;1;4;1;Maine
protect;4;1;1;Maryland
safe;3;1;1;Maryland
support;3;2;1;Maryland
care;2;2;1;Maryland
join;2;1;1;Maryland
stop;2;-1;1;Maryland
active;1;1;1;Maryland
battle;1;-1;1;Maryland
brave;1;2;1;Maryland
broke;1;-1;1;Maryland
cares;1;2;1;Maryland
crisis;1;-3;1;Maryland
cut;1;-1;1;Maryland
fight;1;-1;1;Maryland
fired;1;-2;1;Maryland
free;1;1;1;Maryland
hard;1;-1;1;Maryland
helping;1;2;1;Maryland
love;1;3;1;Maryland
proud;1;2;1;Maryland
reach;1;1;1;Maryland
safety;1;1;1;Maryland
save;1;2;1;Maryland
success;1;2;1;Maryland
undermine;1;-2;1;Maryland
urgent;1;-1;1;Maryland
wrong;1;-2;1;Maryland
care;9;2;1;Massachusetts
