tokens;n;value;week;state
easy;1;1;12;Wisconsin
failed;1;-2;12;Wisconsin
failure;1;-2;12;Wisconsin
fight;1;-1;12;Wisconsin
helps;1;2;12;Wisconsin
lost;1;-3;12;Wisconsin
struggling;1;-2;12;Wisconsin
success;1;2;12;Wisconsin
suicide;1;-2;12;Wisconsin
true;1;2;12;Wisconsin
unemployment;1;-2;12;Wisconsin
worried;1;-3;12;Wisconsin
wrong;1;-2;12;Wisconsin
care;1;2;12;Wyoming
combat;1;-1;12;Wyoming
destroy;1;-3;12;Wyoming
ensure;1;1;12;Wyoming
hard;1;-1;12;Wyoming
healthy;1;2;12;Wyoming
heaven;1;2;12;Wyoming
helping;1;2;12;Wyoming
safe;1;1;12;Wyoming
strengthening;1;2;12;Wyoming
care;4;2;13;Alabama
join;3;1;13;Alabama
combat;2;-1;13;Alabama
congrats;1;2;13;Alabama
cutting;1;-1;13;Alabama
deny;1;-2;13;Alabama
difficult;1;-1;13;Alabama
fight;1;-1;13;Alabama
grief;1;-2;13;Alabama
hate;1;-3;13;Alabama
helping;1;2;13;Alabama
heroes;1;2;13;Alabama
loss;1;-3;13;Alabama
protect;1;1;13;Alabama
proud;1;2;13;Alabama
violence;1;-3;13;Alabama
flu;5;-2;13;Alaska
support;3;2;13;Alaska
combat;2;-1;13;Alaska
lost;2;-3;13;Alaska
amazing;1;4;13;Alaska
anti;1;-1;13;Alaska
approved;1;2;13;Alaska
benefits;1;2;13;Alaska
care;1;2;13;Alaska
commitment;1;2;13;Alaska
confidence;1;2;13;Alaska
crisis;1;-3;13;Alaska
dedicated;1;2;13;Alaska
disaster;1;-2;13;Alaska
embrace;1;1;13;Alaska
encourage;1;2;13;Alaska
gain;1;2;13;Alaska
grant;1;1;13;Alaska
hard;1;-1;13;Alaska
helping;1;2;13;Alaska
increase;1;1;13;Alaska
missing;1;-2;13;Alaska
prevent;1;-1;13;Alaska
risk;1;-2;13;Alaska
safe;1;1;13;Alaska
safely;1;1;13;Alaska
safety;1;1;13;Alaska
save;1;2;13;Alaska
shared;1;1;13;Alaska
solving;1;1;13;Alaska
strong;1;2;13;Alaska
success;1;2;13;Alaska
trap;1;-1;13;Alaska
unemployment;1;-2;13;Alaska
vulnerable;1;-2;13;Alaska
solving;7;1;13;Arizona
pay;3;-1;13;Arizona
stuck;3;-2;13;Arizona
care;2;2;13;Arizona
combat;2;-1;13;Arizona
pressure;2;-1;13;Arizona
reach;2;1;13;Arizona
smart;2;1;13;Arizona
stalled;2;-2;13;Arizona
struggling;2;-2;13;Arizona
approval;1;2;13;Arizona
cares;1;2;13;Arizona
dream;1;1;13;Arizona
exciting;1;3;13;Arizona
expand;1;1;13;Arizona
free;1;1;13;Arizona
freedom;1;2;13;Arizona
grant;1;1;13;Arizona
huge;1;1;13;Arizona
increase;1;1;13;Arizona
justice;1;2;13;Arizona
launched;1;1;13;Arizona
save;1;2;13;Arizona
success;1;2;13;Arizona
unemployment;1;-2;13;Arizona
protect;3;1;13;Arkansas
support;3;2;13;Arkansas
care;2;2;13;Arkansas
crisis;2;-3;13;Arkansas
stops;2;-1;13;Arkansas
appreciated;1;2;13;Arkansas
delayed;1;-1;13;Arkansas
demand;1;-1;13;Arkansas
emergency;1;-2;13;Arkansas
free;1;1;13;Arkansas
grand;1;3;13;Arkansas
grateful;1;3;13;Arkansas
growth;1;2;13;Arkansas
hard;1;-1;13;Arkansas
heroes;1;2;13;Arkansas
hope;1;2;13;Arkansas
improve;1;2;13;Arkansas
lack;1;-2;13;Arkansas
natural;1;1;13;Arkansas
progress;1;2;13;Arkansas
safety;1;1;13;Arkansas
save;1;2;13;Arkansas
strong;1;2;13;Arkansas
threat;1;-2;13;Arkansas
wonderful;1;4;13;Arkansas
care;5;2;13;California
crisis;5;-3;13;California
justice;5;2;13;California
glad;4;3;13;California
free;3;1;13;California
protect;3;1;13;California
safety;3;1;13;California
wrong;3;-2;13;California
catastrophic;2;-4;13;California
cut;2;-1;13;California
emergency;2;-2;13;California
ensure;2;1;13;California
failed;2;-2;13;California
hurt;2;-2;13;California
increase;2;1;13;California
lost;2;-3;13;California
promise;2;1;13;California
successful;2;3;13;California
unemployment;2;-2;13;California
united;2;1;13;California
violence;2;-3;13;California
alert;1;-1;13;California
applaud;1;2;13;California
attack;1;-1;13;California
bad;1;-3;13;California
ban;1;-2;13;California
brave;1;2;13;California
burden;1;-2;13;California
cautious;1;-1;13;California
chances;1;2;13;California
combat;1;-1;13;California
commitment;1;2;13;California
convinced;1;1;13;California
creative;1;2;13;California
danger;1;-2;13;California
dedicated;1;2;13;California
delayed;1;-1;13;California
demand;1;-1;13;California
died;1;-3;13;California
eviction;1;-1;13;California
expand;1;1;13;California
failure;1;-2;13;California
fantastic;1;4;13;California
focused;1;2;13;California
foreclosure;1;-2;13;California
fulfill;1;2;13;California
importance;1;2;13;California
inspiring;1;3;13;California
lack;1;-2;13;California
missing;1;-2;13;California
offender;1;-2;13;California
opportunity;1;2;13;California
pay;1;-1;13;California
peacefully;1;2;13;California
prevent;1;-1;13;California
protected;1;1;13;California
punished;1;-2;13;California
racism;1;-3;13;California
refuse;1;-2;13;California
relentless;1;-1;13;California
save;1;2;13;California
sick;1;-2;13;California
stop;1;-1;13;California
stronger;1;2;13;California
support;1;2;13;California
victims;1;-3;13;California
waste;1;-1;13;California
safe;6;1;13;Colorado
support;5;2;13;Colorado
fire;4;-2;13;Colorado
improve;4;2;13;Colorado
fight;3;-1;13;Colorado
ensure;2;1;13;Colorado
grateful;2;3;13;Colorado
safety;2;1;13;Colorado
solutions;2;1;13;Colorado
appreciation;1;2;13;Colorado
beautiful;1;3;13;Colorado
cares;1;2;13;Colorado
conspiracy;1;-3;13;Colorado
difficult;1;-1;13;Colorado
disaster;1;-2;13;Colorado
disturb;1;-2;13;Colorado
disturbing;1;-2;13;Colorado
effective;1;2;13;Colorado
emergency;1;-2;13;Colorado
excited;1;3;13;Colorado
focused;1;2;13;Colorado
forced;1;-1;13;Colorado
free;1;1;13;Colorado
grand;1;3;13;Colorado
grants;1;1;13;Colorado
hope;1;2;13;Colorado
hurting;1;-2;13;Colorado
impressive;1;3;13;Colorado
increase;1;1;13;Colorado
injustice;1;-2;13;Colorado
innovative;1;2;13;Colorado
inspirational;1;2;13;Colorado
inspired;1;2;13;Colorado
peace;1;2;13;Colorado
protect;1;1;13;Colorado
proud;1;2;13;Colorado
reaching;1;1;13;Colorado
robust;1;2;13;Colorado
shared;1;1;13;Colorado
strengthen;1;2;13;Colorado
strengthened;1;2;13;Colorado
stronger;1;2;13;Colorado
suspend;1;-1;13;Colorado
undermine;1;-2;13;Colorado
vigilant;1;3;13;Colorado
wishing;1;1;13;Colorado
care;3;2;13;Connecticut
justice;3;2;13;Connecticut
abuse;2;-3;13;Connecticut
demand;2;-1;13;Connecticut
heroes;2;2;13;Connecticut
ban;1;-2;13;Connecticut
conflict;1;-2;13;Connecticut
congrats;1;2;13;Connecticut
contempt;1;-2;13;Connecticut
courage;1;2;13;Connecticut
cry;1;-1;13;Connecticut
damages;1;-3;13;Connecticut
danger;1;-2;13;Connecticut
dead;1;-3;13;Connecticut
denying;1;-2;13;Connecticut
destructive;1;-3;13;Connecticut
die;1;-3;13;Connecticut
ensuring;1;1;13;Connecticut
failed;1;-2;13;Connecticut
failing;1;-2;13;Connecticut
failures;1;-2;13;Connecticut
fight;1;-1;13;Connecticut
growing;1;1;13;Connecticut
harmful;1;-2;13;Connecticut
helping;1;2;13;Connecticut
hope;1;2;13;Connecticut
immune;1;1;13;Connecticut
infected;1;-2;13;Connecticut
isolated;1;-1;13;Connecticut
lack;1;-2;13;Connecticut
meaningful;1;2;13;Connecticut
menace;1;-2;13;Connecticut
outreach;1;2;13;Connecticut
safety;1;1;13;Connecticut
strong;1;2;13;Connecticut
struggling;1;-2;13;Connecticut
threat;1;-2;13;Connecticut
vindicated;1;2;13;Connecticut
vulnerable;1;-2;13;Connecticut
wonderful;1;4;13;Connecticut
benefits;2;2;13;Delaware
congratulations;2;2;13;Delaware
demanding;2;-1;13;Delaware
engage;2;1;13;Delaware
grant;2;1;13;Delaware
innovation;2;1;13;Delaware
proud;2;2;13;Delaware
risks;2;-2;13;Delaware
share;2;1;13;Delaware
stop;2;-1;13;Delaware
affected;1;-1;13;Delaware
agree;1;1;13;Delaware
attack;1;-1;13;Delaware
attacks;1;-1;13;Delaware
battle;1;-1;13;Delaware
cancer;1;-1;13;Delaware
care;1;2;13;Delaware
celebrate;1;3;13;Delaware
challenge;1;-1;13;Delaware
clean;1;2;13;Delaware
cleaner;1;2;13;Delaware
courage;1;2;13;Delaware
crime;1;-3;13;Delaware
crying;1;-2;13;Delaware
dedicated;1;2;13;Delaware
disregard;1;-2;13;Delaware
enjoy;1;2;13;Delaware
ensure;1;1;13;Delaware
exposed;1;-1;13;Delaware
failed;1;-2;13;Delaware
fair;1;2;13;Delaware
fight;1;-1;13;Delaware
fire;1;-2;13;Delaware
free;1;1;13;Delaware
gun;1;-1;13;Delaware
healthy;1;2;13;Delaware
helping;1;2;13;Delaware
highlight;1;2;13;Delaware
impressive;1;3;13;Delaware
join;1;1;13;Delaware
justice;1;2;13;Delaware
lack;1;-2;13;Delaware
matters;1;1;13;Delaware
missing;1;-2;13;Delaware
opportunity;1;2;13;Delaware
polluted;1;-2;13;Delaware
praying;1;1;13;Delaware
promote;1;1;13;Delaware
promoting;1;1;13;Delaware
protect;1;1;13;Delaware
questioning;1;-1;13;Delaware
recommended;1;2;13;Delaware
refusing;1;-2;13;Delaware
relentless;1;-1;13;Delaware
reliant;1;2;13;Delaware
responsible;1;2;13;Delaware
risk;1;-2;13;Delaware
ruined;1;-2;13;Delaware
saddened;1;-2;13;Delaware
safe;1;1;13;Delaware
safety;1;1;13;Delaware
save;1;2;13;Delaware
secure;1;2;13;Delaware
solving;1;1;13;Delaware
stopped;1;-1;13;Delaware
success;1;2;13;Delaware
support;1;2;13;Delaware
unacceptable;1;-2;13;Delaware
unemployment;1;-2;13;Delaware
winning;1;4;13;Delaware
fight;4;-1;13;Florida
support;4;2;13;Florida
alert;2;-1;13;Florida
risk;2;-2;13;Florida
safety;2;1;13;Florida
strong;2;2;13;Florida
avoid;1;-1;13;Florida
battle;1;-1;13;Florida
boost;1;1;13;Florida
brave;1;2;13;Florida
cherish;1;2;13;Florida
disorder;1;-2;13;Florida
doubt;1;-1;13;Florida
fail;1;-2;13;Florida
fear;1;-2;13;Florida
fire;1;-2;13;Florida
forced;1;-1;13;Florida
helping;1;2;13;Florida
hope;1;2;13;Florida
hurt;1;-2;13;Florida
importance;1;2;13;Florida
increase;1;1;13;Florida
justice;1;2;13;Florida
lost;1;-3;13;Florida
matters;1;1;13;Florida
peaceful;1;2;13;Florida
positive;1;2;13;Florida
prevent;1;-1;13;Florida
protect;1;1;13;Florida
proud;1;2;13;Florida
reject;1;-1;13;Florida
safe;1;1;13;Florida
shortage;1;-2;13;Florida
spirit;1;1;13;Florida
stopped;1;-1;13;Florida
straight;1;1;13;Florida
threat;1;-2;13;Florida
threaten;1;-2;13;Florida
united;1;1;13;Florida
violent;1;-3;13;Florida
care;5;2;13;Georgia
absorbed;2;1;13;Georgia
catastrophic;2;-4;13;Georgia
faking;2;-3;13;Georgia
safety;2;1;13;Georgia
stop;2;-1;13;Georgia
anti;1;-1;13;Georgia
attack;1;-1;13;Georgia
cares;1;2;13;Georgia
desperate;1;-3;13;Georgia
ensure;1;1;13;Georgia
expand;1;1;13;Georgia
failing;1;-2;13;Georgia
fight;1;-1;13;Georgia
forget;1;-1;13;Georgia
hiding;1;-1;13;Georgia
misleading;1;-3;13;Georgia
pretending;1;-1;13;Georgia
prevent;1;-1;13;Georgia
protect;1;1;13;Georgia
reassuring;1;2;13;Georgia
shortages;1;-2;13;Georgia
solve;1;1;13;Georgia
stronger;1;2;13;Georgia
victim;1;-3;13;Georgia
vulnerable;1;-2;13;Georgia
worst;1;-3;13;Georgia
committed;1;1;13;Hawaii
ensure;1;1;13;Hawaii
fight;1;-1;13;Hawaii
healthy;1;2;13;Hawaii
safe;1;1;13;Hawaii
vulnerable;1;-2;13;Hawaii
growth;2;2;13;Idaho
approval;1;2;13;Idaho
fraud;1;-4;13;Idaho
heroes;1;2;13;Idaho
suspect;1;-1;13;Idaho
crisis;3;-3;13;Illinois
lost;3;-3;13;Illinois
delay;2;-1;13;Illinois
difficult;2;-1;13;Illinois
emergency;2;-2;13;Illinois
extend;2;1;13;Illinois
gun;2;-1;13;Illinois
healthy;2;2;13;Illinois
killing;2;-3;13;Illinois
proud;2;2;13;Illinois
safety;2;1;13;Illinois
sick;2;-2;13;Illinois
support;2;2;13;Illinois
tired;2;-2;13;Illinois
trust;2;1;13;Illinois
unacceptable;2;-2;13;Illinois
violence;2;-3;13;Illinois
ability;1;2;13;Illinois
aggression;1;-2;13;Illinois
attack;1;-1;13;Illinois
authority;1;1;13;Illinois
ban;1;-2;13;Illinois
battle;1;-1;13;Illinois
benefits;1;2;13;Illinois
bully;1;-2;13;Illinois
charged;1;-3;13;Illinois
dead;1;-3;13;Illinois
death;1;-2;13;Illinois
dedicated;1;2;13;Illinois
demand;1;-1;13;Illinois
effective;1;2;13;Illinois
ensure;1;1;13;Illinois
ensuring;1;1;13;Illinois
excuse;1;-1;13;Illinois
failed;1;-2;13;Illinois
fight;1;-1;13;Illinois
focused;1;2;13;Illinois
free;1;1;13;Illinois
glad;1;3;13;Illinois
harm;1;-2;13;Illinois
helping;1;2;13;Illinois
illegal;1;-3;13;Illinois
increase;1;1;13;Illinois
increased;1;1;13;Illinois
injustice;1;-2;13;Illinois
integrity;1;2;13;Illinois
interruption;1;-2;13;Illinois
join;1;1;13;Illinois
justice;1;2;13;Illinois
killed;1;-3;13;Illinois
loss;1;-3;13;Illinois
loved;1;3;13;Illinois
matter;1;1;13;Illinois
misinformation;1;-2;13;Illinois
missing;1;-2;13;Illinois
nonsense;1;-2;13;Illinois
outrage;1;-3;13;Illinois
prevent;1;-1;13;Illinois
reach;1;1;13;Illinois
rejected;1;-1;13;Illinois
restored;1;1;13;Illinois
risks;1;-2;13;Illinois
sadly;1;-2;13;Illinois
safe;1;1;13;Illinois
safely;1;1;13;Illinois
save;1;2;13;Illinois
share;1;1;13;Illinois
slashing;1;-2;13;Illinois
stop;1;-1;13;Illinois
struggle;1;-2;13;Illinois
supporter;1;1;13;Illinois
supporters;1;1;13;Illinois
supporting;1;1;13;Illinois
undermining;1;-2;13;Illinois
unemployment;1;-2;13;Illinois
violated;1;-2;13;Illinois
violates;1;-2;13;Illinois
vulnerable;1;-2;13;Illinois
worst;1;-3;13;Illinois
care;8;2;13;Indiana
challenge;2;-1;13;Indiana
increase;2;1;13;Indiana
proud;2;2;13;Indiana
safe;2;1;13;Indiana
secure;2;2;13;Indiana
solutions;2;1;13;Indiana
stopped;2;-1;13;Indiana
support;2;2;13;Indiana
absentee;1;-1;13;Indiana
accomplish;1;2;13;Indiana
agreed;1;1;13;Indiana
authority;1;1;13;Indiana
avoid;1;-1;13;Indiana
boost;1;1;13;Indiana
brave;1;2;13;Indiana
capable;1;1;13;Indiana
cares;1;2;13;Indiana
committed;1;1;13;Indiana
crime;1;-3;13;Indiana
criminal;1;-3;13;Indiana
difficult;1;-1;13;Indiana
disastrous;1;-3;13;Indiana
drop;1;-1;13;Indiana
god;1;1;13;Indiana
grace;1;1;13;Indiana
grant;1;1;13;Indiana
hard;1;-1;13;Indiana
helping;1;2;13;Indiana
improve;1;2;13;Indiana
justice;1;2;13;Indiana
loss;1;-3;13;Indiana
lost;1;-3;13;Indiana
opportunity;1;2;13;Indiana
perpetrators;1;-2;13;Indiana
protect;1;1;13;Indiana
reaching;1;1;13;Indiana
safely;1;1;13;Indiana
strengthen;1;2;13;Indiana
supporting;1;1;13;Indiana
threatened;1;-2;13;Indiana
violent;1;-3;13;Indiana
winning;1;4;13;Indiana
care;6;2;13;Iowa
support;6;2;13;Iowa
cares;3;2;13;Iowa
damage;3;-3;13;Iowa
disaster;2;-2;13;Iowa
ensure;2;1;13;Iowa
fight;2;-1;13;Iowa
struggling;2;-2;13;Iowa
clean;1;2;13;Iowa
crisis;1;-3;13;Iowa
fail;1;-2;13;Iowa
hard;1;-1;13;Iowa
hope;1;2;13;Iowa
illness;1;-2;13;Iowa
importance;1;2;13;Iowa
limits;1;-1;13;Iowa
loss;1;-3;13;Iowa
natural;1;1;13;Iowa
promote;1;1;13;Iowa
top;1;2;13;Iowa
unemployment;1;-2;13;Iowa
violence;1;-3;13;Iowa
grant;2;1;13;Kansas
safely;2;1;13;Kansas
safety;2;1;13;Kansas
ability;1;2;13;Kansas
demand;1;-1;13;Kansas
expand;1;1;13;Kansas
fit;1;1;13;Kansas
honor;1;2;13;Kansas
increase;1;1;13;Kansas
pleased;1;3;13;Kansas
secure;1;2;13;Kansas
join;3;1;13;Kentucky
supporting;3;1;13;Kentucky
struggling;2;-2;13;Kentucky
care;1;2;13;Kentucky
encourage;1;2;13;Kentucky
fight;1;-1;13;Kentucky
happy;1;3;13;Kentucky
stop;1;-1;13;Kentucky
treasures;1;2;13;Kentucky
safety;3;1;13;Louisiana
vigilant;3;3;13;Louisiana
disaster;2;-2;13;Louisiana
mandatory;2;-1;13;Louisiana
prepared;2;1;13;Louisiana
protect;2;1;13;Louisiana
safe;2;1;13;Louisiana
safely;2;1;13;Louisiana
support;2;2;13;Louisiana
benefits;1;2;13;Louisiana
careful;1;2;13;Louisiana
committed;1;1;13;Louisiana
criminals;1;-3;13;Louisiana
danger;1;-2;13;Louisiana
encourage;1;2;13;Louisiana
endorsement;1;2;13;Louisiana
ensure;1;1;13;Louisiana
fire;1;-2;13;Louisiana
helping;1;2;13;Louisiana
heroes;1;2;13;Louisiana
loved;1;3;13;Louisiana
pain;1;-2;13;Louisiana
proud;1;2;13;Louisiana
scam;1;-2;13;Louisiana
scams;1;-2;13;Louisiana
significant;1;1;13;Louisiana
struck;1;-1;13;Louisiana
struggle;1;-2;13;Louisiana
suicidal;1;-2;13;Louisiana
top;1;2;13;Louisiana
unemployment;1;-2;13;Louisiana
victims;1;-3;13;Louisiana
awarded;6;3;13;Maine
care;4;2;13;Maine
expand;4;1;13;Maine
helping;3;2;13;Maine
protect;3;1;13;Maine
cares;2;2;13;Maine
crisis;2;-3;13;Maine
grant;2;1;13;Maine
harm;2;-2;13;Maine
increase;2;1;13;Maine
prevent;2;-1;13;Maine
support;2;2;13;Maine
brave;1;2;13;Maine
ensure;1;1;13;Maine
feeling;1;1;13;Maine
fire;1;-2;13;Maine
healthy;1;2;13;Maine
huge;1;1;13;Maine
hurting;1;-2;13;Maine
improve;1;2;13;Maine
innovative;1;2;13;Maine
integrity;1;2;13;Maine
loved;1;3;13;Maine
pain;1;-2;13;Maine
poverty;1;-1;13;Maine
safe;1;1;13;Maine
safely;1;1;13;Maine
safety;1;1;13;Maine
stop;1;-1;13;Maine
strengthen;1;2;13;Maine
successful;1;3;13;Maine
supporting;1;1;13;Maine
supports;1;2;13;Maine
threaten;1;-2;13;Maine
thrilled;1;5;13;Maine
tragedy;1;-2;13;Maine
unacceptable;1;-2;13;Maine
vulnerable;1;-2;13;Maine
fight;2;-1;13;Maryland
injustice;2;-2;13;Maryland
racism;2;-3;13;Maryland
danger;1;-2;13;Maryland
easy;1;1;13;Maryland
extend;1;1;13;Maryland
guarantee;1;1;13;Maryland
hardship;1;-2;13;Maryland
honor;1;2;13;Maryland
injured;1;-2;13;Maryland
justice;1;2;13;Maryland
killed;1;-3;13;Maryland
struggle;1;-2;13;Maryland
threat;1;-2;13;Maryland
undermining;1;-2;13;Maryland
violence;1;-3;13;Maryland
crisis;4;-3;13;Massachusetts
stop;3;-1;13;Massachusetts
threat;3;-2;13;Massachusetts
awful;2;-3;13;Massachusetts
dead;2;-3;13;Massachusetts
death;2;-2;13;Massachusetts
delayed;2;-1;13;Massachusetts
denied;2;-2;13;Massachusetts
failures;2;-2;13;Massachusetts
pay;2;-1;13;Massachusetts
struggling;2;-2;13;Massachusetts
tragedy;2;-2;13;Massachusetts
accusations;1;-2;13;Massachusetts
agree;1;1;13;Massachusetts
avoid;1;-1;13;Massachusetts
care;1;2;13;Massachusetts
commit;1;1;13;Massachusetts
confidence;1;2;13;Massachusetts
conflicts;1;-2;13;Massachusetts
conspiracy;1;-3;13;Massachusetts
cruelty;1;-3;13;Massachusetts
cut;1;-1;13;Massachusetts
cutting;1;-1;13;Massachusetts
detention;1;-2;13;Massachusetts
distorting;1;-2;13;Massachusetts
ensure;1;1;13;Massachusetts
expand;1;1;13;Massachusetts
exploit;1;-2;13;Massachusetts
fair;1;2;13;Massachusetts
faith;1;1;13;Massachusetts
fight;1;-1;13;Massachusetts
gains;1;2;13;Massachusetts
glad;1;3;13;Massachusetts
guarantee;1;1;13;Massachusetts
helping;1;2;13;Massachusetts
hide;1;-1;13;Massachusetts
imposing;1;-1;13;Massachusetts
improve;1;2;13;Massachusetts
killing;1;-3;13;Massachusetts
lost;1;-3;13;Massachusetts
missing;1;-2;13;Massachusetts
pressured;1;-2;13;Massachusetts
prison;1;-2;13;Massachusetts
protect;1;1;13;Massachusetts
protects;1;1;13;Massachusetts
resolving;1;2;13;Massachusetts
risks;1;-2;13;Massachusetts
safety;1;1;13;Massachusetts
smart;1;1;13;Massachusetts
strong;1;2;13;Massachusetts
true;1;2;13;Massachusetts
unacceptable;1;-2;13;Massachusetts
unbelievable;1;-1;13;Massachusetts
unjust;1;-2;13;Massachusetts
care;2;2;13;Michigan
healthy;2;2;13;Michigan
support;2;2;13;Michigan
unacceptable;2;-2;13;Michigan
agreed;1;1;13;Michigan
block;1;-1;13;Michigan
cheering;1;2;13;Michigan
crisis;1;-3;13;Michigan
drop;1;-1;13;Michigan
ensure;1;1;13;Michigan
extend;1;1;13;Michigan
fight;1;-1;13;Michigan
forget;1;-1;13;Michigan
harm;1;-2;13;Michigan
havoc;1;-2;13;Michigan
hope;1;2;13;Michigan
irresponsible;1;2;13;Michigan
lawsuit;1;-2;13;Michigan
luck;1;3;13;Michigan
pay;1;-1;13;Michigan
positive;1;2;13;Michigan
prevent;1;-1;13;Michigan
protect;1;1;13;Michigan
reward;1;2;13;Michigan
risk;1;-2;13;Michigan
risks;1;-2;13;Michigan
safe;1;1;13;Michigan
safely;1;1;13;Michigan
save;1;2;13;Michigan
secure;1;2;13;Michigan
significant;1;1;13;Michigan
stop;1;-1;13;Michigan
trusted;1;2;13;Michigan
undermined;1;-2;13;Michigan
safe;4;1;13;Minnesota
care;3;2;13;Minnesota
support;3;2;13;Minnesota
crisis;2;-3;13;Minnesota
justice;2;2;13;Minnesota
proud;2;2;13;Minnesota
safety;2;1;13;Minnesota
admire;1;3;13;Minnesota
cares;1;2;13;Minnesota
clean;1;2;13;Minnesota
comfortable;1;2;13;Minnesota
creative;1;2;13;Minnesota
denied;1;-2;13;Minnesota
effective;1;2;13;Minnesota
expand;1;1;13;Minnesota
fight;1;-1;13;Minnesota
free;1;1;13;Minnesota
freedom;1;2;13;Minnesota
hard;1;-1;13;Minnesota
heroes;1;2;13;Minnesota
hope;1;2;13;Minnesota
importance;1;2;13;Minnesota
lost;1;-3;13;Minnesota
pay;1;-1;13;Minnesota
powerful;1;2;13;Minnesota
protect;1;1;13;Minnesota
racism;1;-3;13;Minnesota
ruined;1;-2;13;Minnesota
save;1;2;13;Minnesota
stop;1;-1;13;Minnesota
threat;1;-2;13;Minnesota
unemployment;1;-2;13;Minnesota
vulnerable;1;-2;13;Minnesota
warnings;1;-3;13;Minnesota
winner;1;4;13;Minnesota
worrying;1;-3;13;Minnesota
fire;3;-2;13;Mississippi
ensure;2;1;13;Mississippi
safety;2;1;13;Mississippi
support;2;2;13;Mississippi
attacks;1;-1;13;Mississippi
award;1;3;13;Mississippi
boost;1;1;13;Mississippi
cruelty;1;-3;13;Mississippi
doubt;1;-1;13;Mississippi
fight;1;-1;13;Mississippi
free;1;1;13;Mississippi
freedom;1;2;13;Mississippi
grants;1;1;13;Mississippi
healthy;1;2;13;Mississippi
highlight;1;2;13;Mississippi
huge;1;1;13;Mississippi
importance;1;2;13;Mississippi
prevent;1;-1;13;Mississippi
protect;1;1;13;Mississippi
risk;1;-2;13;Mississippi
sadly;1;-2;13;Mississippi
save;1;2;13;Mississippi
strong;1;2;13;Mississippi
supporting;1;1;13;Mississippi
top;1;2;13;Mississippi
care;4;2;13;Missouri
crisis;3;-3;13;Missouri
fight;2;-1;13;Missouri
struggling;2;-2;13;Missouri
abuses;1;-3;13;Missouri
approval;1;2;13;Missouri
approved;1;2;13;Missouri
broken;1;-1;13;Missouri
condemn;1;-2;13;Missouri
courage;1;2;13;Missouri
ensure;1;1;13;Missouri
entitled;1;1;13;Missouri
evil;1;-3;13;Missouri
exciting;1;3;13;Missouri
expand;1;1;13;Missouri
expands;1;1;13;Missouri
fails;1;-2;13;Missouri
fraud;1;-4;13;Missouri
helping;1;2;13;Missouri
importance;1;2;13;Missouri
increase;1;1;13;Missouri
increased;1;1;13;Missouri
leave;1;-1;13;Missouri
matter;1;1;13;Missouri
murder;1;-2;13;Missouri
neglected;1;-2;13;Missouri
protect;1;1;13;Missouri
reaches;1;1;13;Missouri
risk;1;-2;13;Missouri
share;1;1;13;Missouri
shocking;1;-2;13;Missouri
slavery;1;-3;13;Missouri
suspect;1;-1;13;Missouri
tragedy;1;-2;13;Missouri
unacceptable;1;-2;13;Missouri
worsens;1;-3;13;Missouri
care;2;2;13;Montana
crisis;1;-3;13;Montana
demanding;1;-1;13;Montana
ensure;1;1;13;Montana
ensuring;1;1;13;Montana
extend;1;1;13;Montana
glad;1;3;13;Montana
harms;1;-2;13;Montana
healthy;1;2;13;Montana
missing;1;-2;13;Montana
protect;1;1;13;Montana
proud;1;2;13;Montana
sick;1;-2;13;Montana
stop;1;-1;13;Montana
suicide;1;-2;13;Montana
true;1;2;13;Montana
unacceptable;1;-2;13;Montana
vulnerable;1;-2;13;Montana
fire;2;-2;13;Nebraska
brave;1;2;13;Nebraska
care;1;2;13;Nebraska
cares;1;2;13;Nebraska
heartbreaking;1;-3;13;Nebraska
helping;1;2;13;Nebraska
opportunity;1;2;13;Nebraska
praying;1;1;13;Nebraska
safety;1;1;13;Nebraska
supporting;1;1;13;Nebraska
care;12;2;13;Nevada
safe;4;1;13;Nevada
ensure;3;1;13;Nevada
proud;3;2;13;Nevada
support;3;2;13;Nevada
happy;2;3;13;Nevada
natural;2;1;13;Nevada
protect;2;1;13;Nevada
stop;2;-1;13;Nevada
supporting;2;1;13;Nevada
treasures;2;2;13;Nevada
vulnerable;2;-2;13;Nevada
ability;1;2;13;Nevada
applaud;1;2;13;Nevada
attack;1;-1;13;Nevada
attacks;1;-1;13;Nevada
beautiful;1;3;13;Nevada
benefits;1;2;13;Nevada
commitment;1;2;13;Nevada
committed;1;1;13;Nevada
creative;1;2;13;Nevada
dream;1;1;13;Nevada
fond;1;2;13;Nevada
free;1;1;13;Nevada
fresh;1;1;13;Nevada
hard;1;-1;13;Nevada
healthy;1;2;13;Nevada
hope;1;2;13;Nevada
innovative;1;2;13;Nevada
join;1;1;13;Nevada
justice;1;2;13;Nevada
love;1;3;13;Nevada
opportunities;1;2;13;Nevada
pay;1;-1;13;Nevada
pleasure;1;3;13;Nevada
protected;1;1;13;Nevada
proudly;1;2;13;Nevada
scams;1;-2;13;Nevada
struggling;1;-2;13;Nevada
supported;1;2;13;Nevada
threatens;1;-2;13;Nevada
threats;1;-2;13;Nevada
unacceptable;1;-2;13;Nevada
worried;1;-3;13;Nevada
care;6;2;13;New Hampshire
support;3;2;13;New Hampshire
crisis;2;-3;13;New Hampshire
ensure;2;1;13;New Hampshire
safety;2;1;13;New Hampshire
agree;1;1;13;New Hampshire
