state,EST_ST,week,count,anxiety_percentage,depression_percentage,total_cases,total_deaths,total_cases_us,total_deaths_us,total_cases_state_all_weeks,total_deaths_state_all_weeks,percentage_cases_spatial,percentage_deaths_spatial,percentage_cases_state,percentage_deaths_state
Florida,12,10,3854,13.525428126621692,11.221587960560456,1158056,22347,17321941,779487,667138994,10714983,6.68548634359163,2.86688552855917,0.173585416294824,0.20855842701757
Florida,12,11,3962,13.156739020696618,10.915699141847552,1575207,25230,19735326,808303,667138994,10714983,7.981661919342,3.12135424463351,0.236113765522151,0.235464675958889
Florida,12,12,3642,14.312740252608457,11.87479406919275,2060812,29631,22513159,840740,667138994,10714983,9.15381088900052,3.52439517567857,0.308902945043563,0.276538002906771
Florida,12,13,3794,13.73932525039536,11.399051133368475,7872909,137681,75392468,2322210,667138994,10714983,10.4425670214165,5.9288780945737,1.18010025958698,1.28493904283376
Florida,12,14,3709,14.054192504718252,11.660285791318415,8455776,157127,82613109,2473036,667138994,10714983,10.2353925452678,6.35360746871457,1.2674684100387,1.46642323184274
Florida,12,15,3294,15.824833029751062,13.129326047358834,8941522,175972,89958441,2613757,667138994,10714983,9.93961422697399,6.73253098891749,1.34027872458614,1.64229845255004
Florida,12,16,3058,17.046108567691302,14.14257684761282,9373486,193200,98283032,2744562,667138994,10714983,9.53723731274387,7.03937458873219,1.40502745069643,1.80308265538079
Florida,12,17,2781,18.743976986695433,15.5512405609493,9898874,209270,108710383,2877454,667138994,10714983,9.10573003868453,7.27274875636587,1.48377985532652,1.9530595615504
Florida,12,18,1936,26.925103305785125,22.33884297520661,10633807,219497,123742353,3032206,667138994,10714983,8.59350638014779,7.23885514374683,1.59394175661092,2.04850534993849
Florida,12,19,2227,23.406825325550063,19.419847328244273,11697548,229750,149140694,3242863,667138994,10714983,7.84329728276576,7.08478896579967,1.75338993900872,2.14419378920153
Florida,12,20,2360,22.08771186440678,18.32542372881356,13147604,243263,180323778,3537929,667138994,10714983,7.29110943982108,6.87585872978231,1.97074434536801,2.27030691509263
Florida,12,21,2340,22.276495726495728,18.48205128205128,14918045,261121,218484424,3967089,667138994,10714983,6.82796728795642,6.58218154420029,2.2361224773499,2.43697073527788
Florida,12,22,2399,21.72863693205502,18.02751146310963,19530028,302688,297414902,4959558,667138994,10714983,6.56659362683851,6.10312451230533,2.9274301420912,2.82490415523758
Florida,12,23,2854,18.2645409950946,15.153468815697266,21682097,333537,331246599,5536919,667138994,10714983,6.54560592182865,6.02387356578632,3.25001194578652,3.11280941836305
Florida,12,24,2814,18.52416488983653,15.368869936034114,23284328,364419,353902473,6107034,667138994,10714983,6.57930638421959,5.96720109958451,3.49017644140285,3.40102266144519
Florida,12,25,2795,18.650089445438283,15.47334525939177,24434638,392488,367750323,6540703,667138994,10714983,6.64435527905709,6.0007005363185,3.66260078031056,3.66298294640318
Florida,12,26,2802,18.60349750178444,15.434689507494646,25395034,414080,379269903,6856950,667138994,10714983,6.69576831673881,6.03883650894348,3.80655818778298,3.86449516532131
Florida,12,27,2835,18.38694885361552,15.255026455026456,26235439,427284,389709216,7073156,667138994,10714983,6.73205506127933,6.04092430592511,3.93252968810874,3.98772447889091
Florida,12,28,2582,20.18861347792409,16.749806351665377,28325151,449209,413555826,7388536,667138994,10714983,6.84917228079384,6.07981066885239,4.24576456401827,4.19234449555356
Florida,12,29,2802,18.60349750178444,15.434689507494646,29244718,460351,422815728,7515404,667138994,10714983,6.91665802933424,6.12543251167868,4.38360195746555,4.29632972819462
Florida,12,30,2179,23.922441486920604,19.847636530518585,29857039,470786,429112805,7628850,667138994,10714983,6.95785319200624,6.17112670979243,4.47538507994932,4.3937167235823
Florida,12,31,2520,20.68531746031746,17.16190476190476,30064478,479213,432772697,7733730,667138994,10714983,6.94694425235426,6.19640199489768,4.50647890025748,4.47236360524324
Florida,12,32,2431,21.44261620732209,17.79020979020979,29974539,486031,434955807,7800559,667138994,10714983,6.89139873927468,6.23072013172389,4.49299760163622,4.5359941308353
Florida,12,33,2462,21.172623883021934,17.566206336311943,30264912,492037,437380590,7853097,667138994,10714983,6.91958278258301,6.26551537565371,4.53652271448549,4.59204648294822
Florida,12,34,2511,20.759458383114296,17.22341696535245,32779524,504526,451183101,7948347,667138994,10714983,7.26523753379673,6.34755880688148,4.91344746669088,4.70860289745677
Florida,12,35,2775,18.784504504504504,15.584864864864866,36220966,522028,470282286,8038989,667138994,10714983,7.7019626463243,6.49370213095204,5.42929829102449,4.87194426720042
Florida,12,36,2728,19.108137829912025,15.853372434017595,40363237,558122,496698578,8212460,667138994,10714983,8.12630411839029,6.79603918923197,6.05019903843306,5.20879967798362
