state,EST_ST,week,count,anxiety_percentage,depression_percentage,total_cases,total_deaths,total_cases_us,total_deaths_us,total_cases_state_all_weeks,total_deaths_state_all_weeks,percentage_cases_spatial,percentage_deaths_spatial,percentage_cases_state,percentage_deaths_state
Alabama,1,13,1542,11.96822308690013,10.357328145265887,1538747,26723,75392468,2322210,157337771,2922073,2.04098239627863,1.15075725278937,0.977989576323666,0.914521984905921
Alabama,1,14,1550,11.906451612903226,10.303870967741936,1741158,29795,82613109,2473036,157337771,2922073,2.10760498070591,1.20479443081298,1.1066370070795,1.01965282865965
Alabama,1,15,1408,13.107244318181818,11.343039772727272,1910109,31980,89958441,2613757,157337771,2922073,2.12332381349294,1.223526134985,1.21401808851099,1.09442851017069
Alabama,1,16,1304,14.15260736196319,12.247699386503069,2087684,33777,98283032,2744562,157337771,2922073,2.12415506269689,1.23068817538099,1.32688037127461,1.15592594709304
Alabama,1,17,1139,16.202809482001754,14.021949078138718,2286421,36546,108710383,2877454,157337771,2922073,2.10322228374451,1.27008112032373,1.45319269840171,1.25068744004684
Alabama,1,18,738,25.006775067750677,21.64092140921409,2553117,38988,123742353,3032206,157337771,2922073,2.06325234497521,1.28579654548537,1.62269808690756,1.33425824748389
Alabama,1,19,826,22.34261501210654,19.33535108958838,2881699,43279,149140694,3242863,157337771,2922073,1.93220168333131,1.33459230315928,1.83153668803405,1.48110605039641
Alabama,1,20,884,20.876696832579185,18.066742081447963,3309876,48017,180323778,3537929,157337771,2922073,1.83551833081048,1.35720643348128,2.10367541052809,1.64325121240982
Alabama,1,21,940,19.632978723404257,16.990425531914894,3940630,54450,218484424,3967089,157337771,2922073,1.80362056381649,1.37254294017603,2.50456706927671,1.86340313879906
Alabama,1,22,862,21.40951276102088,18.52784222737819,5291012,72913,297414902,4959558,157337771,2922073,1.77900030039517,1.47015117072933,3.36283650541865,2.49524909199736
Alabama,1,23,987,18.69807497467072,16.181357649442756,5801291,91043,331246599,5536919,157337771,2922073,1.75135111349475,1.64428990201952,3.68715723066904,3.11569902599969
Alabama,1,24,915,20.169398907103822,17.45464480874317,6168642,113964,353902473,6107034,157337771,2922073,1.74303444327726,1.86611045558286,3.92063645035368,3.90010790284842
Alabama,1,25,1008,18.308531746031747,15.844246031746032,6354949,126011,367750323,6540703,157337771,2922073,1.72806075278417,1.92656660912443,4.03904857658114,4.31238370841522
Alabama,1,26,977,18.889457523029684,16.346980552712385,6515634,132654,379269903,6856950,157337771,2922073,1.71794122034513,1.93459191039748,4.14117599263561,4.5397223135767
Alabama,1,27,992,18.603830645161292,16.099798387096776,6658729,136029,389709216,7073156,157337771,2922073,1.70864037251816,1.92317262619402,4.2321236392754,4.65522250813036
Alabama,1,28,872,21.16399082568807,18.315366972477065,6807873,140396,413555826,7388536,157337771,2922073,1.64617992831759,1.90018699238929,4.32691588086627,4.80467120431283
Alabama,1,29,948,19.467299578059073,16.84704641350211,6879600,142090,422815728,7515404,157337771,2922073,1.62709179068192,1.89065018992991,4.37250378995136,4.8626437464088
Alabama,1,30,686,26.90233236151603,23.28134110787172,7013343,143717,429112805,7628850,157337771,2922073,1.63438212942632,1.88386191889997,4.45750753644527,4.91832339575363
Alabama,1,31,922,20.016268980477225,17.322125813449023,7076378,145184,432772697,7733730,157337771,2922073,1.63512579445371,1.87728301867275,4.49757102507827,4.96852748031962
Alabama,1,32,879,20.995449374288963,18.169510807736064,7123615,146659,434955807,7800559,157337771,2922073,1.63777903073266,1.88010884860944,4.52759369522274,5.01900534312456
Alabama,1,33,810,22.78395061728395,19.717283950617283,7156650,147476,437380590,7853097,157337771,2922073,1.63625230831574,1.87793427230047,4.54858992504731,5.04696494577651
Alabama,1,34,857,21.534422403733956,18.635939323220537,7483272,149493,451183101,7948347,157337771,2922073,1.65858871562656,1.88080616007328,4.75618279859831,5.11599128426976
Alabama,1,35,945,19.52910052910053,16.900529100529102,8012913,151796,470282286,8038989,157337771,2922073,1.70385175851595,1.88824739031239,5.09280953268367,5.19480519480519
