state,week,total_cases,total_deaths,total_cases_us,total_deaths_us,percentage_cases,percentage_deaths
New Hampshire,19,201605,6534,149140694,3242863,0.13517772687848698,0.20148862286195873
New Hampshire,20,283779,6970,180323778,3537929,0.1573719246277105,0.19700791056010453
New Hampshire,21,423141,8009,218484424,3967089,0.19367101427788738,0.20188606809678333
New Hampshire,22,691253,11450,297414902,4959558,0.23242043197956502,0.23086734745313997
New Hampshire,23,820309,13057,331246599,5536919,0.2476429954228753,0.235817067217346
New Hampshire,24,896528,14426,353902473,6107034,0.25332628856764167,0.23621941518583325
New Hampshire,25,961190,15063,367750323,6540703,0.26137026669586366,0.23029634582093084
New Hampshire,26,1005506,15435,379269903,6856950,0.26511621197635604,0.22510008093977646
New Hampshire,27,1056852,15888,389709216,7073156,0.27118989149078787,0.2246239161132598
New Hampshire,28,1197954,16548,413555826,7388536,0.2896716536644801,0.22396859134204664
New Hampshire,29,1244005,16995,422815728,7515404,0.29421918760789334,0.22613554773635589
New Hampshire,30,1271877,17366,429112805,7628850,0.29639688799312336,0.22763588221029382
New Hampshire,31,1283854,17586,432772697,7733730,0.2966578087988762,0.22739350869502817
New Hampshire,32,1289073,17722,434955807,7800559,0.2963687297086713,0.22718884633780734
New Hampshire,33,1293154,17825,437380590,7853097,0.29565875339827036,0.2269805148210954
New Hampshire,34,1305294,18016,451183101,7948347,0.28930471844068467,0.22666348109864853
New Hampshire,35,1329267,18092,470282286,8038989,0.2826530021587928,0.22505317521892368
New Hampshire,36,1371993,18270,496698578,8212460,0.27622245377155075,0.22246683697698375
New Hampshire,37,1427602,18608,525106961,8480704,0.271868801221243,0.21941574661726196
New Hampshire,38,1504908,19022,551080385,8831887,0.27308320908573075,0.21537866143441373
New Hampshire,39,1591644,19358,570984508,9178044,0.27875432305074027,0.2109164000521244
New Jersey,1,1507219,88575,13644993,786250,11.045949235737973,11.26550079491256
New Jersey,2,825394,54942,7940175,474933,10.395161315714073,11.56836859093809
New Jersey,3,875084,61710,8896630,534045,9.836128961190923,11.555206021964441
New Jersey,4,922305,66377,9837494,582599,9.37540597229335,11.393256768377563
New Jersey,5,959175,69755,10727153,623896,8.941561661328032,11.180549322322952
New Jersey,6,983216,72818,11646234,661268,8.442351407330474,11.01187415692276
New Jersey,7,999995,75549,12570310,693159,7.955213515020712,10.899230912388067
New Jersey,8,1013728,77206,13688447,718836,7.405719582360219,10.740419233316082
New Jersey,9,1036898,89736,15271347,754416,6.789826725828442,11.894763631736337
New Jersey,10,1050158,91181,17321941,779487,6.0625884824339265,11.697565193518301
New Jersey,11,1062274,93119,19735326,808303,5.382601736601665,11.520308597147357
New Jersey,12,1072712,94206,22513159,840740,4.764822209091137,11.205128815091467
New Jersey,13,2494615,207167,75392468,2322210,3.3088384903383186,8.92111393887719
New Jersey,14,2555298,208012,82613109,2473036,3.0930902261528495,8.411199836961531
New Jersey,15,2633234,209034,89958441,2613757,2.927167223807269,7.997453474060519
New Jersey,16,2748476,209933,98283032,2744562,2.7964908530701416,7.6490529272066
New Jersey,17,2914756,211085,108710383,2877454,2.6812121524767325,7.335825351161131
New Jersey,18,3194437,212931,123742353,3032206,2.5815227547838853,7.022313127802003
New Jersey,19,3743674,216140,149140694,3242863,2.510162652186666,6.665098093875689
New Jersey,20,4489626,222344,180323778,3537929,2.489758172657629,6.2845806119908
New Jersey,21,5348283,232739,218484424,3967089,2.447901274646471,5.866745112096048
New Jersey,22,7751534,260686,297414902,4959558,2.606303163652506,5.256234527351026
New Jersey,23,8731547,274634,331246599,5536919,2.6359657808894212,4.960050887506211
New Jersey,24,9467562,287712,353902473,6107034,2.675189557095861,4.711157658529492
New Jersey,25,10053263,298733,367750323,6540703,2.733719692749257,4.567291925653863
New Jersey,26,10659047,307749,379269903,6856950,2.8104120352518454,4.488132478725964
New Jersey,27,11367733,315070,389709216,7073156,2.9169782323033386,4.454447208572806
New Jersey,28,12776452,327767,413555826,7388536,3.089414100044621,4.436156229055391
New Jersey,29,13028379,333642,422815728,7515404,3.0813373621711633,4.4394419781025745
New Jersey,30,13152993,337951,429112805,7628850,3.065159754437997,4.429907522103593
New Jersey,31,13215677,340928,432772697,7733730,3.053722448669168,4.408325607436516
New Jersey,32,13260450,342498,434955807,7800559,3.0486890361254564,4.390685334217714
New Jersey,33,13301626,343807,437380590,7853097,3.041201714049542,4.377979795741731
New Jersey,34,13462280,345596,451183101,7948347,2.9837731001365673,4.348023557602606
New Jersey,35,13683032,346595,470282286,8038989,2.9095359122244293,4.311425230212406
New Jersey,36,14016119,348209,496698578,8212460,2.821856075456693,4.240008474927123
New Jersey,37,14386233,350831,525106961,8480704,2.7396766884604293,4.136814585204247
New Jersey,38,14781283,354105,551080385,8831887,2.6822371839636427,4.009392330314008
New Jersey,39,15117643,357673,570984508,9178044,2.6476450390839674,3.897050395487317
New Mexico,1,41979,1542,13644993,786250,0.307651312096679,0.196120826709062
New Mexico,2,29087,1171,7940175,474933,0.3663269386380023,0.24656109388061054
New Mexico,3,35238,1565,8896630,534045,0.39608256159916727,0.29304646612176877
New Mexico,4,40991,1866,9837494,582599,0.4166813214828899,0.3202889122707042
New Mexico,5,45994,2115,10727153,623896,0.4287624125431976,0.3389988074935566
New Mexico,6,52932,2362,11646234,661268,0.4544988534491064,0.3571925452312829
New Mexico,7,58016,2600,12570310,693159,0.46153197494731635,0.37509431458006026
New Mexico,8,62940,2800,13688447,718836,0.4598038038938968,0.38951861064276133
New Mexico,9,70157,2947,15271347,754416,0.4594028280543949,0.3906332845538801
New Mexico,10,78849,3074,17321941,779487,0.4551972553191354,0.3943619329122872
New Mexico,11,89406,3259,19735326,808303,0.45302519958373116,0.40319038776300475
New Mexico,12,101033,3433,22513159,840740,0.4487730931052368,0.4083307562385518
New Mexico,13,320004,9791,75392468,2322210,0.4244508881178953,0.42162422864426563
New Mexico,14,341330,10506,82613109,2473036,0.4131668740369038,0.4248219597288515
New Mexico,15,363373,11104,89958441,2613757,0.40393430117358303,0.42482908701918354
New Mexico,16,405884,11646,98283032,2744562,0.4129746424591378,0.4243300023828939
New Mexico,17,497096,12282,108710383,2877454,0.4572663496181409,0.4268356679203212
New Mexico,18,644301,13698,123742353,3032206,0.520679447561499,0.4517503098404264
New Mexico,19,909351,16513,149140694,3242863,0.6097269468251234,0.5092105340250267
New Mexico,20,1289325,20899,180323778,3537929,0.7150055385374634,0.5907128153221842
New Mexico,21,1593893,26198,218484424,3967089,0.7295224853191365,0.660383470096083
New Mexico,22,2053691,36413,297414902,4959558,0.6905138196471405,0.7341984910752127
New Mexico,23,2215882,41259,331246599,5536919,0.6689523776816195,0.7451617045508522
New Mexico,24,2319031,44749,353902473,6107034,0.6552740308203497,0.7327452246049392
New Mexico,25,2384657,47437,367750323,6540703,0.6484445698229883,0.7252584317006903
New Mexico,26,2434613,49666,379269903,6856950,0.6419209593860127,0.7243162047265913
New Mexico,27,2471334,50753,389709216,7073156,0.6341482055174184,0.7175439082638642
New Mexico,28,2541960,52181,413555826,7388536,0.6146594583339275,0.7062427522854324
New Mexico,29,2580548,53066,422815728,7515404,0.6103245052416783,0.7060964387277118
New Mexico,30,2616145,53708,429112805,7628850,0.609663699035968,0.7040117448894656
New Mexico,31,2640363,55522,432772697,7733730,0.6101038763080749,0.717920072203193
New Mexico,32,2656641,55997,434955807,7800559,0.6107841204198476,0.7178588098622163
New Mexico,33,2671172,56430,437380590,7853097,0.61072028825056,0.7185700112961804
New Mexico,34,2722659,57264,451183101,7948347,0.6034487980523898,0.7204516863695055
New Mexico,35,2808396,57658,470282286,8038989,0.5971723970058272,0.7172294924150289
New Mexico,36,2945645,58340,496698578,8212460,0.5930447821817602,0.7103839775170898
New Mexico,37,3086168,59465,525106961,8480704,0.5877217841718918,0.7011799963776593
New Mexico,38,3206641,61216,551080385,8831887,0.5818826231675802,0.6931248101340065
New Mexico,39,3328867,62874,570984508,9178044,0.583004784431034,0.6850479252442023
New York,1,3940480,298316,13644993,786250,28.878578391355713,37.94162162162162
New York,2,2033883,160231,7940175,474933,25.61509034750494,33.73760088265082
New York,3,2121351,168232,8896630,534045,23.84443322921151,31.50146523233061
New York,4,2191689,173790,9837494,582599,22.27893607863954,29.830123292350315
New York,5,2249114,177897,10727153,623896,20.96655095718314,28.51388692987293
New York,6,2293849,180931,11646234,661268,19.696057970327576,27.361221169026777
New York,7,2325725,183440,12570310,693159,18.501731460878847,26.464346564063945
New York,8,2353717,185210,13688447,718836,17.194916267711015,25.765264956123513
New York,9,2380928,187265,15271347,754416,15.59081854403544,24.822511717673006
New York,10,2408577,191250,17321941,779487,13.90477545212745,24.535367491696462
New York,11,2436168,192198,19735326,808303,12.34419943202357,23.777964451449517
New York,12,2467174,193055,22513159,840740,10.95880857946235,22.962509218069798
New York,13,5663216,422406,75392468,2322210,7.511646919424366,18.189827793352023
New York,14,5790355,423816,82613109,2473036,7.009002651140996,17.137477982528356
New York,15,5928912,425026,89958441,2613757,6.5907233763644255,16.261113791373873
New York,16,6134917,426810,98283032,2744562,6.242091717316983,15.551115259921255
New York,17,6395308,428960,108710383,2877454,5.88288609009868,14.907623197451636
New York,18,6756704,431769,123742353,3032206,5.460300241745039,14.239434919659152
New York,19,7476390,436634,149140694,3242863,5.012977879799862,13.464460262428602
New York,20,8642578,445093,180323778,3537929,4.792811073423716,12.580608598985451
New York,21,10403508,460656,218484424,3967089,4.761670333076009,11.611940140490924
New York,22,15133217,514915,297414902,4959558,5.0882510924082744,10.382276001208172
New York,23,17656832,549398,331246599,5536919,5.330419105676614,9.922449651150757
New York,24,19452932,580592,353902473,6107034,5.49669286995912,9.50693904766209
New York,25,20877335,605277,367750323,6540703,5.677040561022158,9.254005265183268
New York,26,22191224,624205,379269903,6856950,5.8510374338878135,9.103245612116174
New York,27,23465005,638631,389709216,7073156,6.021157323618439,9.028939839585046
New York,28,26067194,665421,413555826,7388536,6.303186259549877,9.00612787161083
New York,29,26742910,675057,422815728,7515404,6.32495629396265,8.98231152975941
New York,30,27119799,682087,429112805,7628850,6.319969640616993,8.940888862672617
New York,31,27311908,686141,432772697,7733730,6.310912908630185,8.872057855653095
New York,32,27406276,688784,434955807,7800559,6.300933464718635,8.829931290821595
New York,33,27468035,690157,437380590,7853097,6.2801220785769205,8.78834172047028
New York,34,27812269,692131,451183101,7948347,6.164297585250207,8.707860892333965
New York,35,28367615,694007,470282286,8038989,6.0320398714741295,8.633013429922594
New York,36,29167568,697715,496698578,8212460,5.872287397609582,8.49581002525431
New York,37,30019322,702957,525106961,8480704,5.716801381347524,8.288899129128904
New York,38,30936566,709367,551080385,8831887,5.61380278486958,8.031884918817463
New York,39,31831091,716221,570984508,9178044,5.574773142531566,7.803634412735437
North Carolina,1,130353,4771,13644993,786250,0.9553174560074894,0.6068044515103338
North Carolina,2,86951,3341,7940175,474933,1.0950766198477992,0.7034676470154737
North Carolina,3,109212,4037,8896630,534045,1.2275659435089465,0.7559288074974955
North Carolina,4,136742,4591,9837494,582599,1.3900084716697159,0.7880205767603445
North Carolina,5,168218,5434,10727153,623896,1.5681514004694443,0.8709784964160694
North Carolina,6,210139,6148,11646234,661268,1.8043515182676222,0.9297289449965823
North Carolina,7,259674,6857,12570310,693159,2.065772443161704,0.9892391211828744
North Carolina,8,311600,7442,13688447,718836,2.2763721845144302,1.0352848215726536
North Carolina,9,368440,7999,15271347,754416,2.412622802690555,1.0602903437891031
North Carolina,10,434915,8513,17321941,779487,2.5107752070048037,1.092128540950651
North Carolina,11,508548,9171,19735326,808303,2.576841142629212,1.134599277746093
North Carolina,12,591421,9947,22513159,840740,2.6270013906089322,1.1831243904179651
North Carolina,13,2060334,33888,75392468,2322210,2.7328114527302647,1.4592995465526373
North Carolina,14,2329813,38501,82613109,2473036,2.820149281635194,1.556831360319866
North Carolina,15,2572329,43288,89958441,2613757,2.8594637383722556,1.6561600791504336
North Carolina,16,2886855,48045,98283032,2744562,2.9372872827122385,1.7505525471823922
North Carolina,17,3245715,52488,108710383,2877454,2.9856531735335716,1.824112566178295
North Carolina,18,3657574,58247,123742353,3032206,2.9557980039380696,1.9209446851566152
North Carolina,19,4154780,63619,149140694,3242863,2.7858124356052683,1.9618158398920953
North Carolina,20,4824911,69828,180323778,3537929,2.67569316343849,1.9736970414047312
North Carolina,21,5829727,77846,218484424,3967089,2.668257486400953,1.962295274948457
North Carolina,22,8261402,100189,297414902,4959558,2.777736402730755,2.0201195348456458
North Carolina,23,9472054,115417,331246599,5536919,2.859517359150305,2.0844986173718634
North Carolina,24,10446486,131890,353902473,6107034,2.951797966102373,2.1596408338319386
North Carolina,25,11026918,143494,367750323,6540703,2.99847948739939,2.193862035931
North Carolina,26,11405002,150612,379269903,6856950,3.00709386898016,2.1964867761905804
North Carolina,27,11710133,155127,389709216,7073156,3.004838612797907,2.1931793954494996
North Carolina,28,12364773,162166,413555826,7388536,2.9898679265613826,2.1948326434357224
North Carolina,29,12682957,165497,422815728,7515404,2.999641725721234,2.2021038389952157
North Carolina,30,12909020,168130,429112805,7628850,3.0083045412732443,2.203870832432149
North Carolina,31,13044132,170644,432772697,7733730,3.0140838575128504,2.2064902705421576
North Carolina,32,13126009,173143,434955807,7800559,3.0177799189608243,2.2196229783019397
North Carolina,33,13184954,174702,437380590,7853097,3.0145265476915655,2.2246255203520344
North Carolina,34,13530437,176976,451183101,7948347,2.998879384004234,2.2265761673464937
North Carolina,35,14174422,179315,470282286,8038989,3.014024219487612,2.230566555073032
North Carolina,36,15183285,184449,496698578,8212460,3.056840843220614,2.2459652771520346
North Carolina,37,16368071,193423,525106961,8480704,3.117092747890653,2.280742259133204
North Carolina,38,17562765,206124,551080385,8831887,3.186969719490197,2.3338613820579908
North Carolina,39,18386888,219030,570984508,9178044,3.2202078589494763,2.3864561991640048
North Dakota,1,13102,261,13644993,786250,0.0960205695964813,0.03319554848966614
North Dakota,2,8840,208,7940175,474933,0.11133255879121051,0.04379565117606062
North Dakota,3,11146,256,8896630,534045,0.12528339382440318,0.04793603535282607
North Dakota,4,14208,316,9837494,582599,0.14442702582588615,0.05423970861604638
North Dakota,5,15421,381,10727153,623896,0.1437566892166076,0.06106787028607332
North Dakota,6,16927,443,11646234,661268,0.14534312121841275,0.06699250530798406
North Dakota,7,18377,462,12570310,693159,0.14619368973398428,0.06665137435999532
North Dakota,8,19627,495,13688447,718836,0.1433836869880126,0.06886132581005959
North Dakota,9,20936,525,15271347,754416,0.13709334219175295,0.06959025259273399
North Dakota,10,22771,534,17321941,779487,0.1314575543237331,0.06850659472191326
North Dakota,11,25760,543,19735326,808303,0.1305273599230132,0.06717777863004344
North Dakota,12,29743,572,22513159,840740,0.13211384506279195,0.06803530223374646
North Dakota,13,134956,1832,75392468,2322210,0.179004618869885,0.07889036736556987
North Dakota,14,182350,2104,82613109,2473036,0.2207276813659198,0.08507761310389335
North Dakota,15,243046,2681,89958441,2613757,0.27017586932170157,0.10257265690727946
North Dakota,16,319626,3871,98283032,2744562,0.32520974729391744,0.1410425415785834
North Dakota,17,436714,5469,108710383,2877454,0.4017224371291195,0.19006385506075857
North Dakota,18,618453,7403,123742353,3032206,0.49979088404759847,0.2441456813949976
North Dakota,19,858223,10059,149140694,3242863,0.5754452235551486,0.31018886705975557
North Dakota,20,1036746,12454,180323778,3537929,0.5749358246032312,0.3520138476492886
North Dakota,21,1149319,15336,218484424,3967089,0.5260416184176131,0.3865806892661092
North Dakota,22,1235278,17838,297414902,4959558,0.41533830070155664,0.3596691479361669
North Dakota,23,1261693,18675,331246599,5536919,0.38089236351676475,0.3372814375648262
North Dakota,24,1277870,18925,353902473,6107034,0.36107970344700024,0.3098885645634198
North Dakota,25,1293015,19101,367750323,6540703,0.3516013227267784,0.2920328288870478
North Dakota,26,1307712,19266,379269903,6856950,0.3447971984215157,0.2809704022925645
North Dakota,27,1325767,19425,389709216,7073156,0.34019390498581387,0.2746298823325825
North Dakota,28,1379145,19661,413555826,7388536,0.3334846019071679,0.26610143064877806
North Dakota,29,1403433,19836,422815728,7515404,0.33192544814699987,0.2639379067312948
North Dakota,30,1420658,19956,429112805,7628850,0.3310686568768322,0.26158595332192924
North Dakota,31,1430513,20071,432772697,7733730,0.33054603719605724,0.25952548123609176
North Dakota,32,1436462,20175,434955807,7800559,0.3302547010252929,0.2586353106232515
North Dakota,33,1439323,20263,437380590,7853097,0.3290779318762179,0.2580255916869485
North Dakota,34,1448315,20401,451183101,7948347,0.32100382234839064,0.25666972013174566
North Dakota,35,1464758,20463,470282286,8038989,0.3114635706266002,0.2545469337002451
North Dakota,36,1501193,20613,496698578,8212460,0.3022342053091201,0.25099665630030465
North Dakota,37,1565669,20787,525106961,8480704,0.29816192057678703,0.24510936827885987
North Dakota,38,1650357,21126,551080385,8831887,0.29947663624427495,0.23920143000018004
North Dakota,39,1756190,21581,570984508,9178044,0.30757226779259655,0.2351372471084253
Northern Mariana Islands,1,182,26,13644993,786250,0.001333822597050801,0.003306836248012719
Northern Mariana Islands,2,100,12,7940175,474933,0.0012594180858734223,0.0025266721832342665
Northern Mariana Islands,3,122,12,8896630,534045,0.0013713057640926958,0.002247001657163722
Northern Mariana Islands,4,132,12,9837494,582599,0.001341805138585091,0.002059735770229609
Northern Mariana Islands,5,133,12,10727153,623896,0.0012398443463983407,0.001923397489325144
Northern Mariana Islands,6,163,12,11646234,661268,0.0013995940662020014,0.0018146954033765432
Northern Mariana Islands,7,180,12,12570310,693159,0.00143194559243169,0.0017312045288310476
Northern Mariana Islands,8,180,12,13688447,718836,0.0013149775135192472,0.001669365474183263
Northern Mariana Islands,9,180,12,15271347,754416,0.0011786779515913035,0.0015906343449767768
Northern Mariana Islands,10,185,12,17321941,779487,0.0010680096416446632,0.0015394740386946797
Northern Mariana Islands,11,197,12,19735326,808303,9.982100118336025e-4,0.0014845917929291368
Northern Mariana Islands,12,223,12,22513159,840740,9.905318040884445e-4,0.0014273140328757998
Northern Mariana Islands,13,708,26,75392468,2322210,9.39085851387701e-4,0.0011196231176336334
Northern Mariana Islands,14,763,26,82613109,2473036,9.235822368094148e-4,0.00105133932542834
Northern Mariana Islands,15,873,26,89958441,2613757,9.704481205938195e-4,9.947366951097597e-4
Northern Mariana Islands,16,959,26,98283032,2744562,9.757533731763587e-4,9.473278432041251e-4
Northern Mariana Islands,17,1115,26,108710383,2877454,0.0010256609987290726,9.03576564560198e-4
Northern Mariana Islands,18,1242,26,123742353,3032206,0.001003698386113605,8.574615313075695e-4
Northern Mariana Islands,19,1325,26,149140694,3242863,8.884228472210274e-4,8.017606664234659e-4
Northern Mariana Islands,20,1371,26,180323778,3537929,7.602990660499582e-4,7.348932101237758e-4
Northern Mariana Islands,21,1478,26,218484424,3967089,6.764784294188404e-4,6.553924048590793e-4
Northern Mariana Islands,22,1645,26,297414902,4959558,5.530993870643375e-4,5.242402649590952e-4
Northern Mariana Islands,23,1691,26,331246599,5536919,5.104958073848783e-4,4.695752276672279e-4
Northern Mariana Islands,24,1733,26,353902473,6107034,4.896829302461529e-4,4.257385827555569e-4
Northern Mariana Islands,25,1827,26,367750323,6540703,4.96804458279157e-4,3.975107874489944e-4
Northern Mariana Islands,26,1905,26,379269903,6856950,5.022808255892638e-4,3.791773310291019e-4
Northern Mariana Islands,27,2053,26,389709216,7073156,5.268030407574452e-4,3.6758697249148755e-4
Northern Mariana Islands,28,2109,26,413555826,7388536,5.099674257762724e-4,3.518965056135613e-4
Northern Mariana Islands,29,2177,26,422815728,7515404,5.148815088543726e-4,3.4595611892587546e-4
Northern Mariana Islands,30,2269,26,429112805,7628850,5.287653907228427e-4,3.408115246727882e-4
Northern Mariana Islands,31,2375,26,432772697,7733730,5.487869305211738e-4,3.3618965234110835e-4
Northern Mariana Islands,32,2379,26,434955807,7800559,5.469521182872723e-4,3.3330944615635877e-4
Northern Mariana Islands,33,2380,26,437380590,7853097,5.441485183418862e-4,3.3107957281057395e-4
Northern Mariana Islands,34,2482,26,451183101,7948347,5.501092559758793e-4,3.2711203977380454e-4
Northern Mariana Islands,35,2717,26,470282286,8038989,5.777381119560179e-4,3.234237539073632e-4
Northern Mariana Islands,36,2973,26,496698578,8212460,5.98552146448867e-4,3.1659210516702665e-4
Northern Mariana Islands,37,3207,26,525106961,8480704,6.107327150820231e-4,3.065783217996997e-4
Northern Mariana Islands,38,3410,26,551080385,8831887,6.187844991071493e-4,2.943878244819029e-4
Northern Mariana Islands,39,3533,27,570984508,9178044,6.1875584197111e-4,2.941803286190391e-4
Ohio,1,229272,11501,13644993,786250,1.680264694895776,1.462766295707472
Ohio,2,142974,8042,7940175,474933,1.8006404140966665,1.6932914747974976
Ohio,3,166128,9727,8896630,534045,1.8673138030917327,1.821382093269294
Ohio,4,189765,11622,9837494,582599,1.9289973645727254,1.9948540934673762
Ohio,5,211362,12997,10727153,623896,1.9703457198755345,2.083199764063241
Ohio,6,229626,14266,11646234,661268,1.9716759941454036,2.1573703853808137
Ohio,7,246010,15279,12570310,693159,1.957071862189556,2.204256166334131
Ohio,8,267587,16136,13688447,718836,1.9548382661670822,2.2447401076184277
Ohio,9,298888,16852,15271347,754416,1.9571816421956754,2.23378083179572
Ohio,10,339617,17521,17321941,779487,1.960617461980733,2.247760385997457
Ohio,11,388841,18265,19735326,808303,1.9702790822913188,2.25967242482089
Ohio,12,445018,18929,22513159,840740,1.9767017147615757,2.2514689440255014
Ohio,13,1520338,52343,75392468,2322210,2.016564837750105,2.2540166479345105
Ohio,14,1719828,56065,82613109,2473036,2.081785833771248,2.2670515107746105
Ohio,15,1899581,60591,89958441,2613757,2.111620631575863,2.3181573497459786
Ohio,16,2103719,64202,98283032,2744562,2.140470188180601,2.3392439303612016
Ohio,17,2424309,66540,108710383,2877454,2.230062053962224,2.312460946378291
Ohio,18,2966336,70069,123742353,3032206,2.3971873235673806,2.3108258475842343
Ohio,19,4069362,75603,149140694,3242863,2.7285389995570224,2.331365833215896
Ohio,20,5606088,85884,180323778,3537929,3.1089011455826974,2.427521863779629
Ohio,21,7513713,99923,218484424,3967089,3.439015405510097,2.518799048874376
Ohio,22,10285126,127648,297414902,4959558,3.4581743990756726,2.573777743903791
Ohio,23,11350099,141086,331246599,5536919,3.4264801613857476,2.5480957911791737
Ohio,24,12030859,169960,353902473,6107034,3.399484298037104,2.7830203663513253
Ohio,25,12451024,220475,367750323,6540703,3.385727549721282,3.3708150331852704
Ohio,26,12763859,227978,379269903,6856950,3.365376186994727,3.3247726758981764
Ohio,27,13044487,238594,389709216,7073156,3.3472359555387063,3.3732325428705376
Ohio,28,13734715,247385,413555826,7388536,3.321127194082861,3.3482275785081104
Ohio,29,14005493,251256,422815728,7515404,3.312434252682294,3.3432134852630675
Ohio,30,14206097,254714,429112805,7628850,3.310574010952668,3.3388256421347915
Ohio,31,14333047,258577,432772697,7733730,3.311911102377145,3.3434966051310298
Ohio,32,14398023,261436,434955807,7800559,3.310226641025165,3.351503398666685
Ohio,33,14445598,263853,437380590,7853097,3.3027524152363505,3.359859174030322
Ohio,34,14620957,266204,451183101,7948347,3.240581699002951,3.3491743629209947
Ohio,35,14919614,267480,470282286,8038989,3.17248053863547,3.3272840651977504
Ohio,36,15474317,269435,496698578,8212460,3.1154341255231053,3.280807455987609
Ohio,37,16452670,273196,525106961,8480704,3.1332035607884468,3.22138350778426
Ohio,38,17672849,280482,551080385,8831887,3.2069457525692915,3.175787914858965
Ohio,39,18727271,291728,570984508,9178044,3.2798212101404336,3.178542181754631
Oklahoma,1,46106,2787,13644993,786250,0.3378968387891441,0.35446740858505565
Oklahoma,2,27177,1620,7940175,474933,0.34227205319781995,0.341100744736626
Oklahoma,3,31482,1727,8896630,534045,0.353864328403002,0.323380988493479
Oklahoma,4,35753,1864,9837494,582599,0.36343605393812695,0.3199456229756659
Oklahoma,5,38797,1996,10727153,623896,0.36167098576854456,0.3199251157244156
Oklahoma,6,42692,2085,11646234,661268,0.36657343481163096,0.31530332633667435
Oklahoma,7,48840,2156,12570310,693159,0.3885345707464653,0.3110397470133115
Oklahoma,8,61373,2210,13688447,718836,0.4483561940956487,0.30744147482875095
Oklahoma,9,76805,2293,15271347,754416,0.5029353337331671,0.30394371275264576
Oklahoma,10,94759,2392,17321941,779487,0.5470460845005765,0.30686849171313957
Oklahoma,11,120085,2521,19735326,808303,0.6084774074671987,0.3118879924978628
Oklahoma,12,149661,2698,22513159,840740,0.6647712122496892,0.32090777172490903
Oklahoma,13,706550,9771,75392468,2322210,0.9371625823417798,0.4207629800922397
Oklahoma,14,847759,11248,82613109,2473036,1.0261797555639747,0.4548255666314603
Oklahoma,15,1026722,12553,89958441,2613757,1.1413292500255756,0.48026652821972354
Oklahoma,16,1217716,13882,98283032,2744562,1.2389890454336003,0.5058001968984487
Oklahoma,17,1430196,15542,108710383,2877454,1.3156020248774214,0.5401302679382537
Oklahoma,18,1659801,17883,123742353,3032206,1.3413362197824055,0.5897686370912795
Oklahoma,19,2070135,20238,149140694,3242863,1.3880416836467182,0.6240781679645424
Oklahoma,20,2606231,23207,180323778,3537929,1.4453063422395687,0.6559487202824025
Oklahoma,21,3155894,27248,218484424,3967089,1.4444480490746563,0.686851240292315
Oklahoma,22,4373828,36674,297414902,4959558,1.470614945850965,0.7394610568119175
Oklahoma,23,4895601,43435,331246599,5536919,1.4779324572023755,0.7844615389894634
