state,week,Negative,Positive,Anxiety,Depression,Covid Cases,Covid Deaths
Pennsylvania,35,1.7857142857142858,1.2227538543328016,19.36374067699369,16.121629374641422,5.40981871769191,4.79157589287423
Rhode Island,35,0.7575757575757576,1.346389228886169,23.221879815100156,18.556240369799692,5.18438704453202,4.42821973623607
South Dakota,35,3.747072599531616,1.0443864229765014,18.174506828528074,14.6206373292868,4.78558600299991,5.09553287986193
Tennessee,35,7.11864406779661,3.7060301507537687,19.926186291739896,16.81634446397188,5.01531794850579,5.13667318558829
Texas,35,7.192807192807193,6.298600311041991,18.765058670143414,15.83728813559322,5.14841933613717,5.01638213361937
Utah,35,3.1390134529147984,0.4335260115606936,18.669676048858204,15.688263409453,5.17611432300594,5.35798193414407
Vermont,35,1.712583767684289,1.9971469329529243,22.6513470681458,18.28526148969889,5.97322333331243,4.97881665449233
Virginia,35,2.0105820105820107,3.474903474903475,18.05476326297775,14.885339418140331,5.16616039348472,5.16992607667715
Washington,35,1.014584654407102,1.4516129032258065,19.25829106515802,16.181818181818183,5.43042515483684,4.70957094368473
West Virginia,35,1.9653179190751444,2.076843198338526,25.411475409836065,21.83606557377049,5.4057040242482,5.50080066560671
Wisconsin,35,1.8337408312958432,2.4110218140068884,17.89767841788478,14.739466895958728,4.88710234945086,5.14822867484036
Wyoming,35,3.8327526132404186,4.176072234762979,22.20863309352518,18.465827338129497,5.23621146477242,5.46422203890471
Maine,35,0,0.1831501831501831,25.141342756183747,20.093639575971732,5.98451201274969,5.49836559159956
