state,week,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Anxiety,Depression,Covid Cases,Covid Deaths
Utah,1,2.941176470588236,10,3.529411764705882,10,5.294117647058823,17.058823529411764,27.058823529411764,6.470588235294118,3.529411764705882,14.117647058823527,18.669676048858204,15.688263409453,0.0532118160903435,0.0959481617055114
Vermont,1,5.936073059360731,7.077625570776256,6.621004566210046,11.643835616438356,4.337899543378995,18.493150684931507,18.949771689497716,10.502283105022832,3.424657534246575,13.013698630136986,13.522232734153263,10.915799432355724,0.201806076581303,0.899926953981008
Virginia,1,5.617977528089888,12.359550561797754,4.49438202247191,5.617977528089888,7.865168539325842,14.606741573033707,19.10112359550562,7.865168539325842,6.741573033707865,15.730337078651685,16.64913203577065,13.726459758022092,0.111579442841477,0.238761545580781
Washington,1,3.546099290780142,9.219858156028367,2.127659574468085,9.219858156028367,9.219858156028367,14.184397163120568,24.822695035460992,8.51063829787234,2.127659574468085,17.02127659574468,19.43267716535433,16.328346456692913,0.158783504445503,0.600763594968423
West Virginia,1,1.594896331738437,14.035087719298245,0.956937799043062,12.12121212121212,7.974481658692185,10.526315789473683,26.156299840510368,5.901116427432217,2.870813397129186,17.862838915470494,16.490425531914894,14.170212765957446,0.0352965100621378,0.0763624137361166
Wisconsin,1,6.106870229007634,12.97709923664122,1.272264631043257,12.97709923664122,2.290076335877862,13.740458015267176,28.75318066157761,8.651399491094148,3.307888040712468,9.923664122137405,16.950325732899024,13.95928338762215,0.0477150736990046,0.188546817218227
Wyoming,1,6.976744186046512,9.302325581395348,0,4.651162790697675,9.302325581395348,13.953488372093023,27.906976744186046,2.325581395348837,4.651162790697675,20.930232558139537,16.120104438642297,13.403394255874671,0.0418519740849226,0.0484313047180606
Alabama,2,3.92156862745098,8.823529411764707,2.941176470588236,8.823529411764707,8.823529411764707,7.84313725490196,31.37254901960784,5.882352941176471,3.92156862745098,17.647058823529413,31.709621993127147,27.441580756013742,0.0372548814105165,0.0812094701261741
Alaska,2,4.97737556561086,7.239819004524887,3.619909502262443,14.027149321266968,4.072398190045249,16.742081447963802,22.171945701357465,9.502262443438914,1.809954751131222,15.837104072398192,30.662531017369727,25.787841191067,0.0119156984570353,0.0523417479962925
Arizona,2,2.597402597402597,8.658008658008658,0.865800865800866,12.12121212121212,6.926406926406926,16.017316017316016,25.108225108225113,6.926406926406926,0.432900432900433,20.346320346320347,33.397705544933075,28.507648183556405,0.0271274938215714,0.0658688540414183
Arkansas,2,4.797047970479705,9.963099630996307,2.952029520295203,9.22509225092251,6.642066420664206,18.45018450184502,23.24723247232472,7.011070110701107,3.690036900369004,14.022140221402214,32.87830687830688,28.040564373897706,0.0236204583180246,0.0338446319862879
California,2,4.501607717041801,11.57556270096463,2.572347266881029,13.504823151125402,4.501607717041801,17.363344051446944,18.327974276527332,11.897106109324758,4.180064308681672,11.57556270096463,38.65400552486188,32.51968232044199,0.0390468357793675,0.102557573964829
Colorado,2,5.797101449275362,10.507246376811594,2.898550724637681,12.318840579710145,5.072463768115942,13.405797101449275,23.91304347826087,8.333333333333334,3.260869565217391,14.492753623188406,34.981308411214954,28.76323987538941,0.0825794609788199,0.298447550492625
Connecticut,2,6.993006993006993,6.293706293706293,4.895104895104895,16.083916083916083,2.097902097902098,19.58041958041958,14.685314685314683,5.594405594405594,3.496503496503497,20.27972027972028,34.43504531722054,27.68429003021148,0.222855852621099,0.650854414960601
Delaware,2,4.651162790697675,10.465116279069768,3.197674418604651,9.302325581395348,3.779069767441861,12.5,27.32558139534884,5.232558139534884,3.488372093023256,20.05813953488372,24.16115107913669,19.964028776978417,0.135768924800885,0.272931849619093
Florida,2,3.125,12.5,0,12.5,15.625,9.375,21.875,3.125,0,21.875,31.51571946795647,26.14752116082225,0.0361965051019038,0.0953151302246583
Georgia,2,13.432835820895525,0,5.970149253731344,22.388059701492537,0,28.35820895522388,7.462686567164179,11.940298507462687,2.985074626865672,7.462686567164179,31.306306306306308,26.09109109109109,0.061685182974723,0.15001647616087
Hawaii,2,11.111111111111112,3.703703703703704,3.703703703703704,18.51851851851852,1.851851851851852,24.074074074074073,12.962962962962964,9.25925925925926,1.851851851851852,12.962962962962964,27.806611570247934,23.186776859504132,0.0334992773290629,0.0723147819922013
Illinois,2,2.293577981651376,12.385321100917432,1.834862385321101,11.926605504587156,7.339449541284404,16.05504587155963,21.559633027522935,9.174311926605505,3.211009174311926,14.220183486238533,33.20647773279352,27.257085020242915,0.121815067710446,0.274538669880039
Indiana,2,2.631578947368421,7.894736842105263,2.631578947368421,7.894736842105263,6.140350877192983,14.912280701754383,35.96491228070175,5.263157894736842,0.87719298245614,15.789473684210526,33.84869325997249,28.7414030261348,0.0723284841998435,0.237053741775936
Iowa,2,7.575757575757576,11.363636363636363,3.03030303030303,9.848484848484848,7.575757575757576,12.87878787878788,27.272727272727273,4.545454545454546,0.757575757575758,15.151515151515152,30.621451104100945,25.20820189274448,0.0685006261011504,0.0961331062335904
Kansas,2,3.428571428571428,10.857142857142858,1.142857142857143,9.142857142857142,6.285714285714286,14.285714285714286,27.428571428571427,3.428571428571428,2.857142857142857,21.142857142857142,34.96190476190476,29.033333333333335,0.0472015250171725,0.0784023928379758
Kentucky,2,4.830917874396135,6.280193236714976,3.864734299516908,13.043478260869565,6.280193236714976,20.28985507246377,15.942028985507246,10.628019323671497,3.864734299516908,14.97584541062802,31.63458401305057,26.68515497553018,0.0312255535524985,0.109302081892038
Louisiana,2,2.424242424242424,12.727272727272728,3.636363636363636,10.303030303030305,7.272727272727272,10.909090909090908,24.848484848484848,6.060606060606061,3.03030303030303,18.78787878787879,37.805882352941175,32.36470588235294,0.129174713875132,0.4000863339564
Maine,2,1.01010101010101,10.1010101010101,3.03030303030303,9.090909090909092,4.040404040404041,13.131313131313131,32.323232323232325,9.090909090909092,2.02020202020202,16.161616161616163,23.404605263157897,18.70559210526316,0.0544693595251776,0.179620779732398
Maryland,2,6.849315068493151,10.273972602739724,4.794520547945205,10.95890410958904,6.164383561643835,14.383561643835616,22.6027397260274,5.47945205479452,2.054794520547945,16.438356164383563,36.40071343638525,29.76456599286564,0.153819837130185,0.351798425269508
Massachusetts,2,8.133971291866029,11.004784688995215,4.066985645933014,8.373205741626794,4.30622009569378,15.07177033492823,24.16267942583732,5.023923444976076,4.784688995215311,15.07177033492823,33.0427807486631,26.381461675579324,0.2502946095212,0.514960315460172
Michigan,2,4.065040650406504,11.382113821138212,0.813008130081301,12.195121951219512,4.878048780487805,17.88617886178862,25.203252032520325,8.94308943089431,1.626016260162602,13.008130081300813,29.193859649122807,24.301754385964912,0.117354246316035,0.462642367930481
Minnesota,2,7.098765432098766,8.024691358024691,1.851851851851852,12.34567901234568,4.938271604938271,16.666666666666668,19.135802469135804,7.716049382716049,4.012345679012346,18.209876543209877,31.80687203791469,25.509478672985782,0.0419475486770158,0.161144962826625
Mississippi,2,2.564102564102564,9.615384615384617,3.846153846153846,14.102564102564102,5.128205128205129,12.82051282051282,22.43589743589743,6.410256410256411,2.564102564102564,20.512820512820515,27.052730696798495,23.35216572504708,0.0591135585682164,0.11773947599464
Missouri,2,3.550295857988166,13.6094674556213,1.183431952662722,8.284023668639053,5.917159763313609,17.159763313609467,23.66863905325444,4.733727810650888,4.733727810650888,17.159763313609467,34.855842185128985,29,0.0340376313482566,0.112568817374184
Montana,2,5.714285714285714,7.142857142857143,2.857142857142857,10,10,14.285714285714286,22.857142857142858,8.571428571428571,1.428571428571429,17.142857142857142,25.739967897271267,20.834670947030496,0.00908581472715414,0.0232453963219003
Nebraska,2,5.714285714285714,5.714285714285714,0,14.285714285714286,2.857142857142857,22.857142857142858,28.571428571428573,8.571428571428571,0,11.428571428571429,30.876847290640395,25.889983579638752,0.0791163143980186,0.087830584561335
Nevada,2,3.21285140562249,7.630522088353414,1.204819277108434,12.85140562248996,8.433734939759036,14.457831325301203,24.497991967871485,8.032128514056225,1.204819277108434,18.473895582329316,35.26951399116348,30.301914580265095,0.0398875265696487,0.119416359846493
New Hampshire,2,4.761904761904762,9.523809523809524,0,11.111111111111112,4.761904761904762,17.46031746031746,23.809523809523807,7.936507936507937,4.761904761904762,15.873015873015872,25.403225806451612,20.52016129032258,0.0777655382853437,0.204989671063086
New Jersey,2,8.653846153846153,6.730769230769231,2.884615384615385,10.576923076923077,3.846153846153846,17.307692307692307,21.153846153846153,10.576923076923077,3.846153846153846,14.423076923076923,34.361647361647364,27.944658944658944,0.311889119022461,0.628717281486072
New Mexico,2,4.453441295546559,12.145748987854253,3.238866396761134,10.931174089068826,4.8582995951417,13.765182186234815,23.88663967611336,6.477732793522267,5.668016194331984,14.574898785425102,36.33240611961057,30.824756606397777,0.0531215149678228,0.104987676724026
New York,2,7.070707070707071,11.111111111111112,6.060606060606061,14.141414141414142,2.02020202020202,15.151515151515152,19.19191919191919,10.1010101010101,6.060606060606061,9.090909090909092,29.564638783269963,24.494296577946766,0.368843521685432,0.889873224818683
North Carolina,2,1.123595505617978,11.235955056179776,2.247191011235955,8.98876404494382,10.112359550561798,11.235955056179776,24.719101123595507,8.98876404494382,4.49438202247191,16.853932584269664,29.608641975308643,24.22962962962963,0.0322377495078109,0.094529965942616
North Dakota,2,4.838709677419355,8.064516129032258,4.838709677419355,9.67741935483871,3.225806451612903,19.35483870967742,25.806451612903224,6.451612903225806,0,17.741935483870968,28.04722222222222,23.102777777777774,0.0287072246926817,0.0490140632658447
Ohio,2,6.25,4.166666666666667,0,6.25,4.166666666666667,18.75,29.166666666666668,8.333333333333334,2.083333333333333,20.833333333333332,30.409859154929578,25.690140845070424,0.0496619478275697,0.157259392347518
Oklahoma,2,1.790281329923274,11.764705882352942,2.046035805626599,12.020460358056264,7.928388746803069,11.253196930946292,25.83120204603581,6.138107416879795,4.092071611253197,17.135549872122763,37.4644128113879,31.551601423487543,0.0217667078103925,0.0970989006246696
Oregon,2,3.529411764705882,7.058823529411764,2.352941176470588,12.941176470588236,7.058823529411764,16.470588235294116,17.647058823529413,7.058823529411764,10.588235294117649,15.294117647058824,40.50892857142857,34.00892857142857,0.0350125523393181,0.105122324159021
Pennsylvania,2,4.678362573099415,9.35672514619883,4.678362573099415,12.280701754385966,2.923976608187135,18.71345029239766,19.883040935672515,10.526315789473683,3.508771929824561,13.45029239766082,32.05223171889838,26.685660018993353,0.118400961847079,0.299693759308095
South Carolina,2,3.571428571428572,11.904761904761903,2.380952380952381,13.095238095238097,3.571428571428572,8.333333333333334,30.952380952380953,5.952380952380953,2.380952380952381,17.857142857142858,29.434579439252335,24.59190031152648,0.0279903420129856,0.0743031292476529
South Dakota,2,7.865168539325842,8.98876404494382,4.49438202247191,12.359550561797754,5.617977528089888,22.471910112359552,14.606741573033707,7.865168539325842,2.247191011235955,13.48314606741573,32.37027027027027,26.04054054054054,0.0590722268317462,0.0387979886205308
Tennessee,2,4.639175257731959,9.278350515463918,2.061855670103093,11.340206185567013,7.216494845360825,16.49484536082474,21.1340206185567,6.701030927835052,3.608247422680412,17.52577319587629,31.020519835841313,26.17920656634747,0.0377635771927848,0.0455448452851191
Utah,2,5.494505494505495,9.890109890109892,4.395604395604396,12.087912087912088,6.593406593406593,18.68131868131868,19.78021978021978,9.890109890109892,0,13.186813186813186,37.67952840300107,31.662379421221864,0.0332111519575153,0.0650607397866139
Vermont,2,4.761904761904762,12.5,5.357142857142857,10.714285714285714,3.571428571428572,13.69047619047619,22.02380952380953,7.738095238095238,2.976190476190476,16.666666666666668,25.20811287477954,20.349206349206348,0.0991827946969907,0.464572680788897
Virginia,2,3.846153846153846,13.461538461538462,3.846153846153846,13.461538461538462,1.923076923076923,19.230769230769234,19.230769230769234,13.461538461538462,5.769230769230769,5.769230769230769,30.87804878048781,25.457560975609756,0.0793900773854163,0.171358645950639
Washington,2,2.197802197802198,19.78021978021978,0,6.593406593406593,7.692307692307693,7.692307692307693,35.16483516483517,3.296703296703297,4.395604395604396,13.186813186813186,37.0007496251874,31.089955022488756,0.0892714007646256,0.325720797310641
West Virginia,2,1.276595744680851,11.48936170212766,1.702127659574468,14.893617021276595,5.531914893617022,10.638297872340424,26.80851063829787,7.659574468085107,3.404255319148936,16.595744680851062,27.435398230088495,23.575221238938052,0.0196993573870726,0.046301836687011
Wisconsin,2,2.803738317757009,13.084112149532713,1.869158878504673,8.411214953271028,2.803738317757009,14.018691588785046,26.168224299065425,3.738317757009346,3.738317757009346,23.364485981308412,30.520527859237536,25.134897360703818,0.032747102943163,0.113547400917623
Wyoming,2,4.761904761904762,20.634920634920636,3.174603174603174,7.936507936507937,4.761904761904762,14.285714285714286,22.22222222222222,3.174603174603174,1.587301587301587,17.46031746031746,29.260663507109005,24.32938388625593,0.0235615545312974,0.0223529098698741
Idaho,2,0,8.108108108108109,5.405405405405405,8.108108108108109,13.513513513513514,8.108108108108109,24.324324324324323,2.702702702702703,2.702702702702703,27.027027027027028,32.65384615384615,27.02991452991453,0.0250134073730192,0.0702226542433682
Rhode Island,2,0,7.407407407407407,0,3.703703703703704,11.111111111111112,11.111111111111112,29.629629629629633,11.111111111111112,7.407407407407407,18.51851851851852,28.816443594646273,23.02676864244742,0.169702937346061,0.310493076910662
Alabama,3,4.411764705882353,7.352941176470588,4.411764705882353,8.823529411764707,10.294117647058824,10.294117647058824,27.941176470588236,5.882352941176471,2.941176470588236,17.647058823529413,9.478685156651258,8.202876219825372,0.0447324247398929,0.0999975017735697
Alaska,3,2.185792349726776,7.650273224043715,1.639344262295082,14.207650273224044,7.650273224043715,15.300546448087433,23.49726775956284,8.19672131147541,4.371584699453552,15.300546448087433,10.423450021088149,8.766343315056938,0.0124097768226998,0.0523417479962925
Arizona,3,3.846153846153846,7.692307692307693,4.807692307692307,9.615384615384617,6.730769230769231,11.538461538461538,26.923076923076923,3.846153846153846,0,25,10.54770531400966,9.003321256038648,0.0339360130807514,0.0844397160441756
Arkansas,3,4.700854700854701,8.11965811965812,4.700854700854701,11.965811965811966,6.837606837606837,17.521367521367523,20.085470085470085,8.11965811965812,3.418803418803419,14.52991452991453,10.231613611416028,8.726125137211856,0.0281564501213108,0.0369553518379688
California,3,6.779661016949152,10.451977401129945,3.107344632768362,11.864406779661016,5.932203389830509,16.949152542372882,21.75141242937853,9.887005649717514,2.542372881355932,10.734463276836156,11.586999275437323,9.74816271607494,0.0462764490293404,0.121809741159761
Colorado,3,4.733727810650888,7.100591715976331,1.183431952662722,13.6094674556213,4.142011834319526,16.568047337278106,26.62721893491124,10.059171597633137,2.366863905325444,13.6094674556213,10.507485963817842,8.639737991266376,0.0928679138806834,0.365008163915239
Connecticut,3,6.2015503875969,10.465116279069768,4.263565891472868,13.178294573643411,1.937984496124031,17.829457364341085,21.31782945736434,8.13953488372093,3.875968992248062,12.790697674418604,9.5781512605042,7.700420168067227,0.24906759510289,0.745163474577743
Delaware,3,6.060606060606061,10.303030303030305,4.242424242424242,15.151515151515152,4.848484848484849,16.96969696969697,17.575757575757574,7.575757575757576,2.727272727272727,14.545454545454543,7.784886416318962,6.432545201668985,0.163124657651941,0.352622994818011
Florida,3,3.125,9.375,3.125,0,6.25,12.5,28.125,0,3.125,34.375,10.442107371794872,8.663461538461538,0.0406339612041925,0.109864849995562
Georgia,3,9.45945945945946,5.405405405405405,5.405405405405405,14.864864864864863,6.756756756756757,13.513513513513514,20.270270270270274,8.108108108108109,4.054054054054054,12.16216216216216,10.157518674894446,8.465410847677818,0.0694316567952353,0.170681187453148
Hawaii,3,10.112359550561798,5.617977528089888,5.617977528089888,17.97752808988764,4.49438202247191,17.97752808988764,15.730337078651685,7.865168539325842,3.370786516853932,11.235955056179776,8.496464646464647,7.084848484848485,0.0339398206970511,0.0723147819922013
Idaho,3,3.680981595092025,9.8159509202454,4.294478527607362,10.429447852760736,8.588957055214724,12.883435582822086,23.312883435582823,7.975460122699387,4.294478527607362,14.723926380368098,9.880603448275862,8.178879310344827,0.0270891468505413,0.0764492935358836
Illinois,3,4.727272727272728,11.272727272727272,2.545454545454545,10.909090909090908,6.181818181818182,14.545454545454543,24.363636363636363,9.090909090909092,2.909090909090909,13.454545454545457,9.8552117753079,8.089516371282668,0.148340244404279,0.338646413112896
Indiana,3,4.516129032258065,9.67741935483871,1.290322580645161,11.612903225806452,5.161290322580645,13.548387096774194,23.870967741935484,7.096774193548387,5.161290322580645,18.06451612903226,10.279030910609858,8.728070175438596,0.0833579796057454,0.275105924231001
Iowa,3,2.830188679245283,5.660377358490566,0,10.37735849056604,7.547169811320755,16.037735849056602,33.9622641509434,5.660377358490566,0.943396226415094,16.9811320754717,9.805050505050506,8.071717171717172,0.0833868130363488,0.128487381832516
Kansas,3,3.370786516853932,12.359550561797754,1.123595505617978,7.865168539325842,2.247191011235955,14.606741573033707,33.70786516853933,6.741573033707865,0,17.97752808988764,9.62254259501966,7.990825688073395,0.0554576945405755,0.0861891932951068
Kentucky,3,8.571428571428571,6.666666666666667,5.714285714285714,12.38095238095238,2.857142857142857,21.904761904761905,11.428571428571429,12.38095238095238,2.857142857142857,15.238095238095235,10.370053475935828,8.747593582887701,0.0373272177127864,0.121517515832302
Louisiana,3,6.122448979591836,6.122448979591836,5.306122448979592,12.653061224489797,6.938775510204081,14.285714285714286,20,8.571428571428571,2.857142857142857,17.142857142857142,10.868658399098084,9.304396843291997,0.141023351784616,0.439265058735829
Maine,3,5.970149253731344,13.432835820895525,3.73134328358209,14.17910447761194,2.985074626865672,17.16417910447761,19.402985074626866,8.955223880597014,0,14.17910447761194,9.198448610213315,7.351648351648351,0.063903783762483,0.197911146337002
Maryland,3,4.347826086956522,7.608695652173913,3.260869565217391,17.391304347826086,4.347826086956522,20.652173913043477,16.304347826086957,7.608695652173913,5.434782608695652,13.043478260869565,11.380297397769516,9.305576208178438,0.18555114532811,0.426411410956791
