"","state","week","total_cases","total_deaths","total_cases_us","total_deaths_us","total_cases_state_all_weeks","total_deaths_state_all_weeks","percentage_cases_spatial","percentage_deaths_spatial","percentage_cases_bar","percentage_deaths_bar"
"451","Guam",20,101980,1469,180323778,3537929,3021729,42085,0.0565538284141318,0.0415214663719933,3.37488901221784,3.4905548295117
"452","Guam",21,105404,1544,218484424,3967089,3021729,42085,0.0482432560043731,0.0389202258885546,3.48820162231623,3.66876559344184
"453","Guam",22,109253,1633,297414902,4959558,3021729,42085,0.0367342050668329,0.0329263212568539,3.61557902776854,3.88024236663895
"454","Guam",23,110901,1685,331246599,5536919,3021729,42085,0.0334798909135366,0.0304320868699723,3.67011734010562,4.00380182963051
"455","Guam",24,112246,1698,353902473,6107034,3021729,42085,0.0317166475409173,0.0278040043661129,3.71462828069625,4.0346916953784
"456","Guam",25,113011,1705,367750323,6540703,3021729,42085,0.0307303605005943,0.0260675343307898,3.7399449123333,4.05132470001188
"457","Guam",26,113427,1737,379269903,6856950,3021729,42085,0.0299066704483535,0.0253319624614442,3.75371186496208,4.12736129262207
"458","Guam",27,113843,1755,389709216,7073156,3021729,42085,0.0292122935065513,0.0248121206431754,3.76747881759086,4.17013187596531
"459","Guam",28,115126,1781,413555826,7388536,3021729,42085,0.0278380795921855,0.024104910634529,3.80993795274163,4.23191160746109
"460","Guam",29,116578,1799,422815728,7515404,3021729,42085,0.027571822020774,0.0239375022287558,3.85798991239784,4.27468219080432
"461","Guam",30,117968,1820,429112805,7628850,3021729,42085,0.0274911395384717,0.0238568067270952,3.90399006661418,4.32458120470476
"462","Guam",31,118893,1820,432772697,7733730,3021729,42085,0.0274723892759806,0.0235332756638776,3.93460168003153,4.32458120470476
"463","Guam",32,119866,1820,434955807,7800559,3021729,42085,0.0275582020221195,0.0233316612309451,3.96680178798297,4.32458120470476
"464","Guam",33,121114,1828,437380590,7853097,3021729,42085,0.0276907578363274,0.023277440734528,4.0081026458693,4.34359035285731
"465","Guam",34,123344,1872,451183101,7948347,3021729,42085,0.0273379033316232,0.0235520668637139,4.08190145443221,4.44814066769633
"466","Guam",35,126818,1872,470282286,8038989,3021729,42085,0.0269663569679935,0.0232865102813302,4.19686874633695,4.44814066769633
"467","Guam",36,138114,1893,496698578,8212460,3021729,42085,0.0278064013301846,0.0230503405800454,4.57069446002603,4.49803968159677
"468","Guam",37,163561,2023,525106961,8480704,3021729,42085,0.0311481302187499,0.0238541517307997,5.4128282185464,4.80693833907568
"469","Guam",38,190944,2361,551080385,8831887,3021729,42085,0.0346490285623213,0.0267326789846836,6.31903125660839,5.61007484852085
"470","Guam",39,214774,2674,570984508,9178044,3021729,42085,0.0376146807821973,0.0291347481010115,7.10765260551161,6.35380776998931
"471","Hawaii",1,7856,200,13644993,786250,11122628,141050,0.0575742325408302,0.0254372019077901,0.0706307897737837,0.141793690180787
"472","Hawaii",2,3726,102,7940175,474933,11122628,141050,0.0469259178796437,0.0214767135574913,0.0334992773290629,0.0723147819922013
"473","Hawaii",3,3775,102,8896630,534045,11122628,141050,0.042431797208606,0.0190995140858916,0.0339398206970511,0.0723147819922013
"474","Hawaii",4,3801,102,9837494,582599,11122628,141050,0.0386378888769843,0.0175077540469517,0.0341735784025142,0.0723147819922013
"475","Hawaii",5,3844,102,10727153,623896,11122628,141050,0.0358342982522949,0.0163488786592637,0.0345601776846263,0.0723147819922013
"476","Hawaii",6,3955,102,11646234,661268,11122628,141050,0.0339594756553921,0.0154249109287006,0.0355581432733343,0.0723147819922013
"477","Hawaii",7,4253,102,12570310,693159,11122628,141050,0.0338336922478443,0.0147152384950639,0.038237366205181,0.0723147819922013
"478","Hawaii",8,4731,102,13688447,718836,11122628,141050,0.0345619923136642,0.0141896065305577,0.0425349117133109,0.0723147819922013
"479","Hawaii",9,5210,106,15271347,754416,11122628,141050,0.0341161784877261,0.0140506033806282,0.0468414479024202,0.0751506557958171
"480","Hawaii",10,5937,113,17321941,779487,11122628,141050,0.0342744499591587,0.0144967138643749,0.0533776729744086,0.0801134349521446
"481","Hawaii",11,7098,118,19735326,808303,11122628,141050,0.0359659627613955,0.0145984859638032,0.0638158535914354,0.0836582772066643
"482","Hawaii",12,8060,135,22513159,840740,11122628,141050,0.0358012840401474,0.0160572828698527,0.0724648886935713,0.0957107408720312
"483","Hawaii",13,91534,672,75392468,2322210,11122628,141050,0.121410006102997,0.0289379513480693,0.82295299276394,0.476426799007444
"484","Hawaii",14,130733,1141,82613109,2473036,11122628,141050,0.158247282522681,0.0461376219351437,1.17537869647353,0.80893300248139
"485","Hawaii",15,152393,1565,89958441,2613757,11122628,141050,0.169403780574632,0.0598754972248759,1.37011684648628,1.10953562566466
"486","Hawaii",16,170704,2029,98283032,2744562,11122628,141050,0.173686135364648,0.0739280074561988,1.53474520589918,1.43849698688408
"487","Hawaii",17,186428,2542,108710383,2877454,11122628,141050,0.171490518987501,0.0883419856581547,1.6761146736185,1.8021978021978
"488","Hawaii",18,201679,2826,123742353,3032206,11122628,141050,0.162983000654594,0.0931994725951997,1.81323154923459,2.00354484225452
"489","Hawaii",19,218582,2904,149140694,3242863,11122628,141050,0.146560937955673,0.0895504990497594,1.96520102982856,2.05884438142503
"490","Hawaii",20,235356,3189,180323778,3537929,11122628,141050,0.130518560896611,0.0901374787340277,2.1160107125762,2.26090038993265
"491","Hawaii",21,254438,3554,218484424,3967089,11122628,141050,0.116455898934013,0.0895871002641988,2.28757088702418,2.51967387451258
"492","Hawaii",22,305727,4012,297414902,4959558,11122628,141050,0.102794781950771,0.0808943055006111,2.74869392377413,2.84438142502659
"493","Hawaii",23,328350,4811,331246599,5536919,11122628,141050,0.0991255460407006,0.0868894777041167,2.95209009956999,3.41084721729883
"494","Hawaii",24,344003,5426,353902473,6107034,11122628,141050,0.0972027680631664,0.0888483673089097,3.09282122893978,3.84686281460475
"495","Hawaii",25,353261,5593,367750323,6540703,11122628,141050,0.0960600108024922,0.0855106859308548,3.17605695344661,3.96526054590571
"496","Hawaii",26,363102,5762,379269903,6856950,11122628,141050,0.0957370983375921,0.0840315300534494,3.26453424496441,4.08507621410847
"497","Hawaii",27,377096,5890,389709216,7073156,11122628,141050,0.0967634288638429,0.0832725872298024,3.39034983458945,4.17582417582418
"498","Hawaii",28,413780,6138,413555826,7388536,11122628,141050,0.100054206466432,0.0830746442867707,3.72016397563597,4.35164835164835
"499","Hawaii",29,430640,6263,422815728,7515404,11122628,141050,0.101850515835116,0.0833355066474138,3.87174685694784,4.44026940801134
"500","Hawaii",30,445697,6360,429112805,7628850,11122628,141050,0.103864763485676,0.0833677421891897,4.00711954045393,4.50903934774903
"501","Hawaii",31,455939,6466,432772697,7733730,11122628,141050,0.105352995501008,0.0836077804629849,4.09920209504444,4.58419000354484
"502","Hawaii",32,465212,6562,434955807,7800559,11122628,141050,0.106956153363875,0.0841221763722318,4.18257267976597,4.65225097483162
"503","Hawaii",33,472801,6672,437380590,7853097,11122628,141050,0.108098304042253,0.0849601119150827,4.25080295771827,4.73023750443105
"504","Hawaii",34,513421,6867,451183101,7948347,11122628,141050,0.113794377241093,0.0863953221971814,4.61600441909951,4.86848635235732
"505","Hawaii",35,594672,7037,470282286,8038989,11122628,141050,0.126450010494335,0.0875358829325429,5.34650623935279,4.98901098901099
"506","Hawaii",36,720758,7384,496698578,8212460,11122628,141050,0.145109736956002,0.0899121578674356,6.48010524131527,5.23502304147465
"507","Hawaii",37,861891,8145,525106961,8480704,11122628,141050,0.164136273942862,0.0960415550407136,7.74898701997406,5.77454803261255
"508","Hawaii",38,958868,9321,551080385,8831887,11122628,141050,0.173997846067412,0.105538035076762,8.62087628930861,6.60829493087558
"509","Hawaii",39,1013317,10533,570984508,9178044,11122628,141050,0.177468387636184,0.114763014864605,9.1104098779533,7.46756469337115
"510","Idaho",1,25747,782,13644993,786250,53571270,578161,0.188691925309159,0.0994594594594595,0.0480612089278451,0.13525644240964
"511","Idaho",2,13400,406,7940175,474933,53571270,578161,0.168762023507039,0.085485742199426,0.0250134073730192,0.0702226542433682
"512","Idaho",3,14512,442,8896630,534045,53571270,578161,0.163117944659944,0.0827645610388638,0.0270891468505413,0.0764492935358836
"513","Idaho",4,15768,474,9837494,582599,53571270,578161,0.160284722918255,0.0813595629240696,0.0294336871237139,0.0819840840181195
"514","Idaho",5,17112,494,10727153,623896,53571270,578161,0.159520424477958,0.0791798633105518,0.0319424945497839,0.085443328069517
"515","Idaho",6,18880,500,11646234,661268,53571270,578161,0.162112490612845,0.0756123084740226,0.0352427709852688,0.0864811012849362
"516","Idaho",7,20484,526,12570310,693159,53571270,578161,0.162955408418726,0.0758844651804276,0.038236913181263,0.0909781185517529
"517","Idaho",8,24325,540,13688447,718836,53571270,578161,0.177704600090865,0.0751214463382468,0.0454068010707978,0.0933995893877311
"518","Idaho",9,32774,548,15271347,754416,53571270,578161,0.214611062141408,0.0726389684206061,0.061178314421144,0.0947832870082901
"519","Idaho",10,45756,563,17321941,779487,53571270,578161,0.26415053601672,0.0722269903154254,0.0854114528179003,0.0973777200468382
"520","Idaho",11,64719,611,19735326,808303,53571270,578161,0.327934790638878,0.0755904654566419,0.120809157595106,0.105679905770192
"521","Idaho",12,87812,723,22513159,840740,53571270,578161,0.390047438478092,0.0859956704807669,0.16391621852534,0.125051672458018
"522","Idaho",13,398381,4274,75392468,2322210,53571270,578161,0.528409548815937,0.184048815567929,0.743646734527668,0.739240453783635
"523","Idaho",14,448952,5165,82613109,2473036,53571270,578161,0.543439177431272,0.20885260060913,0.838046213950127,0.893349776273391
"524","Idaho",15,504243,5837,89958441,2613757,53571270,578161,0.56052883353103,0.223318388052141,0.941256386118903,1.00958037640035
"525","Idaho",16,592477,6402,98283032,2744562,53571270,578161,0.602827352741824,0.233261263545877,1.10596034030927,1.10730402085232
"526","Idaho",17,718846,7118,108710383,2877454,53571270,578161,0.661248705194977,0.24737146102075,1.34184983854219,1.23114495789235
"527","Idaho",18,884134,8499,123742353,3032206,53571270,578161,0.714495868686124,0.280290982868578,1.65038835181619,1.47000575964135
"528","Idaho",19,1113169,10423,149140694,3242863,53571270,578161,0.746388507485422,0.321413516389684,2.07792161731465,1.80278503738578
"529","Idaho",20,1353327,12664,180323778,3537929,53571270,578161,0.750498361896566,0.357949523577211,2.52621787760492,2.19039333334486
"530","Idaho",21,1616271,15870,218484424,3967089,53571270,578161,0.739764863054952,0.400041440965907,3.01704813046247,2.74491015478388
"531","Idaho",22,1970955,20321,297414902,4959558,53571270,578161,0.662695442207533,0.409734093239761,3.67912689021559,3.51476491842238
"532","Idaho",23,2089570,22041,331246599,5536919,53571270,578161,0.630820061642354,0.398073368962053,3.90054221227161,3.81225990684256
"533","Idaho",24,2160326,23159,353902473,6107034,53571270,578161,0.610429755318494,0.379218455309075,4.03262046988992,4.00563164931568
"534","Idaho",25,2210757,23956,367750323,6540703,53571270,578161,0.601157051872936,0.366260324004927,4.1267586152055,4.14348252476386
"535","Idaho",26,2262121,24657,379269903,6856950,53571270,578161,0.596440946699638,0.359591363507099,4.22263836567623,4.26472902876534
"536","Idaho",27,2317880,25355,389709216,7073156,53571270,578161,0.594771666883033,0.358467987981603,4.32672214043087,4.38545664615912
"537","Idaho",28,2412396,26319,413555826,7388536,53571270,578161,0.583330193491217,0.35621400504782,4.50315252933149,4.55219220943647
"538","Idaho",29,2447470,26708,422815728,7515404,53571270,578161,0.578850273989808,0.355376770164319,4.56862418979427,4.61947450623615
"539","Idaho",30,2476961,26984,429112805,7628850,53571270,578161,0.577228405011125,0.353709930068097,4.62367421940902,4.66721207414544
"540","Idaho",31,2501446,27261,432772697,7733730,53571270,578161,0.578004577770302,0.352494850479652,4.66937968803054,4.71512260425729
"541","Idaho",32,2520020,27595,434955807,7800559,53571270,578161,0.57937380291143,0.353756698718643,4.70405125732506,4.77289197991563
"542","Idaho",33,2534699,27976,437380590,7853097,53571270,578161,0.579517943400278,0.356241620344178,4.73145213843166,4.83879057909475
"543","Idaho",34,2591819,28489,451183101,7948347,53571270,578161,0.574449484977497,0.358426726965997,4.83807645403964,4.9275201890131
"544","Idaho",35,2677584,29006,470282286,8038989,53571270,578161,0.569356762886876,0.360816515609115,4.99817159458792,5.01694164774172
"545","Idaho",36,2799749,29980,496698578,8212460,53571270,578161,0.563671635878933,0.365055050496441,5.2262136029256,5.18540683304477
"546","Idaho",37,2973011,31452,525106961,8480704,53571270,578161,0.566172460242819,0.370865437586314,5.54963696025874,5.44000719522763
"547","Idaho",38,3191715,34825,551080385,8831887,53571270,578161,0.579174125386444,0.394309845676241,5.95788563534148,6.02340870449581
"548","Idaho",39,3421702,39216,570984508,9178044,53571270,578161,0.599263544292168,0.427280583967564,6.38719597276675,6.78288573598012
"549","Illinois",1,665319,29221,13644993,786250,377991827,7389123,4.87592042003979,3.71650238473768,0.176014123183674,0.395459650624303
"550","Illinois",2,460451,20286,7940175,474933,377991827,7389123,5.79900317058503,4.27133932575753,0.121815067710446,0.274538669880039
"551","Illinois",3,560714,25023,8896630,534045,377991827,7389123,6.30254377219239,4.68556020560065,0.148340244404279,0.338646413112896
"552","Illinois",4,653080,28947,9837494,582599,377991827,7389123,6.63868257505418,4.96859761173637,0.172776222486948,0.391751497437517
"553","Illinois",5,718710,32352,10727153,623896,377991827,7389123,6.69991376090189,5.18547963122059,0.190139031762716,0.437832744156512
"554","Illinois",6,766651,35822,11646234,661268,377991827,7389123,6.58282325428117,5.41716822831288,0.20282211022515,0.484793662251934
"555","Illinois",7,800169,39011,12570310,693159,377991827,7389123,6.36554707083596,5.62800165618567,0.211689497720277,0.527951693320033
"556","Illinois",8,826584,41063,13688447,718836,377991827,7389123,6.03855207241552,5.71242953886561,0.21867774405609,0.55572224200355
"557","Illinois",9,856946,42515,15271347,754416,377991827,7389123,5.61146308835756,5.63548493139064,0.226710192863509,0.575372747212355
"558","Illinois",10,890119,43425,17321941,779487,377991827,7389123,5.13867932006003,5.57097167752637,0.235486308543915,0.587688146482336
"559","Illinois",11,928822,44268,19735326,808303,377991827,7389123,4.70639299295081,5.47665912411559,0.245725418819704,0.599096807564308
"560","Illinois",12,976387,44923,22513159,840740,377991827,7389123,4.33696133003813,5.34326902490663,0.258309024231892,0.607961188357536
"561","Illinois",13,2937296,106049,75392468,2322210,377991827,7389123,3.89600722448826,4.56672738468958,0.777079235631198,1.43520415074969
"562","Illinois",14,3313618,109855,82613109,2473036,377991827,7389123,4.01100750245339,4.44211083057424,0.876637472904937,1.48671229319095
"563","Illinois",15,3655670,113741,89958441,2613757,377991827,7389123,4.06373205155923,4.35162870917228,0.967129376583055,1.53930310809551
"564","Illinois",16,4035892,118408,98283032,2744562,377991827,7389123,4.10639753156984,4.31427674069669,1.06771938219712,1.60246351292298
"565","Illinois",17,4648408,124574,108710383,2877454,377991827,7389123,4.27595586706745,4.32931334436624,1.22976415572075,1.68591049303145
"566","Illinois",18,5753549,132908,123742353,3032206,377991827,7389123,4.64961984357934,4.38321143088563,1.52213582120653,1.79869789689521
"567","Illinois",19,7778239,148524,149140694,3242863,377991827,7389123,5.21536999150614,4.58002696999534,2.05777967786589,2.0100355617304
"568","Illinois",20,9646499,172996,180323778,3537929,377991827,7389123,5.34954353052652,4.88975329917587,2.55203904183886,2.34122506825235
"569","Illinois",21,11237500,203406,218484424,3967089,377991827,7389123,5.1433872466808,5.12733644241407,2.97294787805028,2.75277593836237
"570","Illinois",22,13549903,253576,297414902,4959558,377991827,7389123,4.5558924280129,5.11287497797183,3.58470793073523,3.43174690690627
"571","Illinois",23,14435839,271064,331246599,5536919,377991827,7389123,4.35803387674933,4.89557459663036,3.81908760159515,3.66841910738257
"572","Illinois",24,14990725,283770,353902473,6107034,377991827,7389123,4.23583505165278,4.6466091395594,3.96588601372061,3.8403745613654
"573","Illinois",25,15351166,292876,367750323,6540703,377991827,7389123,4.17434466808069,4.47774497634276,4.06124283740135,3.96360975449996
"574","Illinois",26,15662501,299738,379269903,6856950,377991827,7389123,4.1296451092245,4.3713021095385,4.14360837489748,4.05647598503909
"575","Illinois",27,15987570,304170,389709216,7073156,377991827,7389123,4.1024356991342,4.30034343933599,4.22960732428746,4.11645603950564
"576","Illinois",28,17039183,312106,413555826,7388536,377991827,7389123,4.12016514549114,4.22419272234716,4.50781783702429,4.2238571478645
"577","Illinois",29,17517899,317404,422815728,7515404,377991827,7389123,4.14315216769798,4.22337907582879,4.63446501979526,4.29555713174622
"578","Illinois",30,17845067,322932,429112805,7628850,377991827,7389123,4.15859577996047,4.2330364340628,4.72101927219712,4.3703697989599
"579","Illinois",31,18024637,327918,432772697,7733730,377991827,7389123,4.16492008967932,4.24010147755352,4.76852559036945,4.43784736023477
"580","Illinois",32,18095734,331613,434955807,7800559,377991827,7389123,4.16036151461245,4.25114405262495,4.78733472721356,4.48785329463321
"581","Illinois",33,18140690,333626,437380590,7853097,377991827,7389123,4.14757545596617,4.24833667532694,4.79922810606167,4.51509604049087
"582","Illinois",34,18428873,336561,451183101,7948347,377991827,7389123,4.08456632332956,4.23435212378121,4.87546864340006,4.554816586488
"583","Illinois",35,18865438,338489,470282286,8038989,377991827,7389123,4.01151362949699,4.21059165524421,4.99096452685999,4.58090899285341
"584","Illinois",36,19487018,342082,496698578,8212460,377991827,7389123,3.9233085946141,4.16540232768257,5.15540723582894,4.62953451986115
"585","Illinois",37,20204395,347326,525106961,8480704,377991827,7389123,3.84767228404729,4.09548546913086,5.34519361446405,4.70050369983014
"586","Illinois",38,20873536,354871,551080385,8831887,377991827,7389123,3.78774795259679,4.01806544852759,5.52221887062124,4.80261324652466
"587","Illinois",39,21381030,361684,570984508,9178044,377991827,7389123,3.74459021224443,3.94075251763883,5.65647944551986,4.89481634018002
"588","Indiana",1,226341,13830,13644993,786250,202194200,3786905,1.65878428812679,1.75898251192369,0.111942380147403,0.365205887129463
"589","Indiana",2,146244,8977,7940175,474933,202194200,3786905,1.84182338550473,1.8901613490745,0.0723284841998435,0.237053741775936
"590","Indiana",3,168545,10418,8896630,534045,202194200,3786905,1.89448139351642,1.9507719386943,0.0833579796057454,0.275105924231001
"591","Indiana",4,191008,11782,9837494,582599,202194200,3786905,1.9416326962944,2.02231723707044,0.0944675960042375,0.31112478395946
"592","Indiana",5,210590,12776,10727153,623896,202194200,3786905,1.96314902938366,2.04777719363484,0.104152344627096,0.337373131884745
"593","Indiana",6,228298,13739,11646234,661268,202194200,3786905,1.96027316641586,2.07767501224919,0.112910261520855,0.362802869361656
"594","Indiana",7,244466,14491,12570310,693159,202194200,3786905,1.94478895110781,2.09057373560756,0.120906534410977,0.382660774431891
"595","Indiana",8,259588,15205,13688447,718836,202194200,3786905,1.89640212655241,2.11522516957971,0.128385482867461,0.401515221533152
"596","Indiana",9,274936,15680,15271347,754416,202194200,3786905,1.80033889610393,2.07842887743632,0.135976205054349,0.414058446145335
"597","Indiana",10,292902,16139,17321941,779487,202194200,3786905,1.69093059490273,2.07046429254112,0.144861722047418,0.426179162139003
"598","Indiana",11,314974,16540,19735326,808303,202194200,3786905,1.5959908643009,2.04626235458733,0.155777960000831,0.436768284390551
"599","Indiana",12,344534,16911,22513159,840740,202194200,3786905,1.53036719546999,2.01144230083022,0.170397568278417,0.446565202982383
"600","Indiana",13,1174745,42157,75392468,2322210,202194200,3786905,1.55817289334526,1.81538276038773,0.580998366916558,1.11323098942276
"601","Indiana",14,1342635,44022,82613109,2473036,202194200,3786905,1.62520817368101,1.78007922246178,0.664032400533744,1.16247965026849
"602","Indiana",15,1497449,45878,89958441,2613757,202194200,3786905,1.66460087942164,1.75525115762483,0.74059938415642,1.21149065001631
"603","Indiana",16,1690738,48264,98283032,2744562,202194200,3786905,1.72027456377211,1.75853196247707,0.83619510351929,1.27449724775245
"604","Indiana",17,2001862,51981,108710383,2877454,202194200,3786905,1.84146347824016,1.80649282316937,0.99006895351103,1.37265128119137
"605","Indiana",18,2504217,57705,123742353,3032206,202194200,3786905,2.02373475151228,1.90306991015782,1.23852068951533,1.52380373946534
"606","Indiana",19,3452763,65513,149140694,3242863,202194200,3786905,2.31510455489767,2.02022102074617,1.70764690579651,1.72998794530098
"607","Indiana",20,4558808,76449,180323778,3537929,202194200,3786905,2.52812360663828,2.1608404238751,2.25466803696644,2.01877258605642
"608","Indiana",21,5694317,90879,218484424,3967089,202194200,3786905,2.6062805282632,2.29082332158416,2.81626129730724,2.39982254638022
"609","Indiana",22,7443479,118077,297414902,4959558,202194200,3786905,2.50272563679408,2.3807968371375,3.68135139385798,3.11803438427951
"610","Indiana",23,8033412,127287,331246599,5536919,202194200,3786905,2.42520588113268,2.29887776938763,3.97311693411582,3.36124090781258
"611","Indiana",24,8382551,153458,353902473,6107034,202194200,3786905,2.3686048105123,2.51280736278855,4.14579201579472,4.05233297376089
"612","Indiana",25,8584125,161637,367750323,6540703,202194200,3786905,2.33422636585964,2.4712481211882,4.24548528098234,4.26831409818836
"613","Indiana",26,8732983,165929,379269903,6856950,202194200,3786905,2.30257738115328,2.41986597539722,4.31910658169225,4.38165203510518
"614","Indiana",27,8876244,168521,389709216,7073156,202194200,3786905,2.2776582219703,2.38254323812454,4.38995975156557,4.45009843130472
"615","Indiana",28,9265726,172073,413555826,7388536,202194200,3786905,2.24050186636713,2.32891874655547,4.5825874332696,4.54389534461519
"616","Indiana",29,9460520,173759,422815728,7515404,202194200,3786905,2.23750427751354,2.3120380487862,4.67892748654511,4.58841719029128
"617","Indiana",30,9618871,175555,429112805,7628850,202194200,3786905,2.2415716538685,2.30119873899736,4.75724377850601,4.63584378271966
"618","Indiana",31,9721759,177245,432772697,7733730,202194200,3786905,2.24638917089541,2.29184365112307,4.80812951113336,4.68047125555038
"619","Indiana",32,9791002,178802,434955807,7800559,202194200,3786905,2.25103374697559,2.29216906121728,4.84237530057737,4.72158662548968
"620","Indiana",33,9840080,179938,437380590,7853097,202194200,3786905,2.24977519006959,2.29129985278419,4.86664800474,4.75158473740429
"621","Indiana",34,10023837,181786,451183101,7948347,202194200,3786905,2.2216782893205,2.28709189470465,4.95752944446478,4.80038448284285
"622","Indiana",35,10297740,183155,470282286,8038989,202194200,3786905,2.18969336216929,2.27833375565012,5.09299475454786,4.8365353765146
"623","Indiana",36,10831221,185909,496698578,8212460,202194200,3786905,2.18064264319275,2.26374314151911,5.35684060175811,4.9092596724766
"624","Indiana",37,11549386,190633,525106961,8480704,202194200,3786905,2.19943494521681,2.24784404690931,5.71202635881741,5.03400534209335
"625","Indiana",38,12220007,197965,551080385,8831887,202194200,3786905,2.21746361014101,2.24148021821384,6.04369808827355,5.22761991652814
"626","Indiana",39,12701297,205840,570984508,9178044,202194200,3786905,2.22445562393437,2.24274366084974,6.28173162237097,5.43557337720381
"627","Iowa",1,90736,1930,13644993,786250,104277879,1613388,0.664976522890118,0.245468998410175,0.087013660874326,0.119624045796795
"628","Iowa",2,71431,1551,7940175,474933,104277879,1613388,0.899614932920244,0.326572379683029,0.0685006261011504,0.0961331062335904
"629","Iowa",3,86954,2073,8896630,534045,104277879,1613388,0.977381323040297,0.388169536275033,0.0833868130363488,0.128487381832516
"630","Iowa",4,102639,2697,9837494,582599,104277879,1613388,1.0433449819639,0.462925614359105,0.0984283541095039,0.167163757261118
"631","Iowa",5,116454,3225,10727153,623896,104277879,1613388,1.08560025199603,0.516913075256132,0.111676609763035,0.199889921085319
"632","Iowa",6,129978,3647,11646234,661268,104277879,1613388,1.11605176402947,0.551516178009521,0.12464580335394,0.226046059596328
"633","Iowa",7,142682,3925,12570310,693159,104277879,1613388,1.13507145010744,0.566248147971822,0.13682863649346,0.243276880700737
"634","Iowa",8,154642,4109,13688447,718836,104277879,1613388,1.12972640358691,0.571618561118252,0.148297991369771,0.254681452942504
"635","Iowa",9,169961,4245,15271347,754416,104277879,1613388,1.11294046294672,0.562686899535535,0.162988547168283,0.26311091938207
"636","Iowa",10,187586,4339,17321941,779487,104277879,1613388,1.08293868452733,0.556648154491351,0.179890501992278,0.268937168244712
"637","Iowa",11,209226,4504,19735326,808303,104277879,1613388,1.06015983723806,0.557216786279403,0.200642746099583,0.279164094439775
"638","Iowa",12,231508,4755,22513159,840740,104277879,1613388,1.02832303543008,0.565573185527036,0.222010652901753,0.294721418530446
"639","Iowa",13,767252,13852,75392468,2322210,104277879,1613388,1.01767725656627,0.596500747133119,0.735776376886223,0.858565949418243
"640","Iowa",14,925857,15415,82613109,2473036,104277879,1613388,1.12071438928657,0.623322911595302,0.887874790778972,0.955442832102383
"641","Iowa",15,1068027,16743,89958441,2613757,104277879,1613388,1.18724489678517,0.640572172547027,1.0242124314784,1.03775409262992
"642","Iowa",16,1232898,18391,98283032,2744562,104277879,1613388,1.2544362693247,0.67008870632181,1.18231978999113,1.13989939183879
"643","Iowa",17,1428909,20495,108710383,2877454,104277879,1613388,1.31441814532104,0.712261603486971,1.37028966613331,1.27030819616856
"644","Iowa",18,1789793,23096,123742353,3032206,104277879,1613388,1.44638675167265,0.761689674118447,1.71636881874055,1.43152174182528
"645","Iowa",19,2514093,26910,149140694,3242863,104277879,1613388,1.68571898961393,0.829822289748287,2.41095525159272,1.66791869035843
"646","Iowa",20,3039714,32578,180323778,3537929,104277879,1613388,1.68569782294601,0.920821192285091,2.91501325990721,2.01922910050155
"647","Iowa",21,3370581,43316,218484424,3967089,104277879,1613388,1.54270997368673,1.09188374649523,3.23230682511293,2.68478506100207
"648","Iowa",22,3892236,54583,297414902,4959558,104277879,1613388,1.30868896407887,1.10056178393316,3.73256153397596,3.38312916669766
"649","Iowa",23,4095228,59337,331246599,5536919,104277879,1613388,1.23630793866656,1.07166097246501,3.92722602269269,3.67778860385722
"650","Iowa",24,4240667,66848,353902473,6107034,104277879,1613388,1.19825865133189,1.09460664538629,4.0666985564599,4.14333068053066
"651","Iowa",25,4341411,70137,367750323,6540703,104277879,1613388,1.180532205814,1.07231592689654,4.16330965074577,4.34718740935225
"652","Iowa",26,4430372,72608,379269903,6856950,104277879,1613388,1.16813170909583,1.05889644812927,4.2486211289357,4.50034337679467
"653","Iowa",27,4513688,74009,389709216,7073156,104277879,1613388,1.15821946586965,1.04633631719702,4.32851918670114,4.58717927739639
"654","Iowa",28,4691885,76643,413555826,7388536,104277879,1613388,1.13452276694562,1.03732322614385,4.49940586152505,4.75043820829212
"655","Iowa",29,4759964,77521,422815728,7515404,104277879,1613388,1.12577742141134,1.03149478058665,4.56469199953712,4.80485785192403
"656","Iowa",30,4806630,78200,429112805,7628850,104277879,1613388,1.12013203614374,1.02505620113123,4.60944358103026,4.84694320275098
"657","Iowa",31,4830350,78773,432772697,7733730,104277879,1613388,1.11614018940756,1.01856413399485,4.63219049555083,4.88245852826475
"658","Iowa",32,4845549,79350,434955807,7800559,104277879,1613388,1.11403248836266,1.01723479048104,4.64676597421012,4.91822177926202
"659","Iowa",33,4859006,79758,437380590,7853097,104277879,1613388,1.11093315777913,1.01562479108561,4.65967091639829,4.94351017858073
"660","Iowa",34,4915965,80288,451183101,7948347,104277879,1613388,1.08957205824072,1.01012197882151,4.71429323950864,4.97636030514668
"661","Iowa",35,5014238,80611,470282286,8038989,104277879,1613388,1.06621876886938,1.00275047023948,4.80853470370259,4.99638028794066
"662","Iowa",36,5170354,81190,496698578,8212460,104277879,1613388,1.04094399078388,0.988619731481188,4.95824622593254,5.0322675016797
"663","Iowa",37,5389645,82171,525106961,8480704,104277879,1613388,1.02638993582109,0.96891720310012,5.1685410670848,5.09307122651216
"664","Iowa",38,5688376,83700,551080385,8831887,104277879,1613388,1.03222254952878,0.947702342659049,5.45501697440547,5.18784074258641
"665","Iowa",39,5961394,85865,570984508,9178044,104277879,1613388,1.0440552968558,0.935547922847177,5.71683472771823,5.32203041053981
